strategy,signal_date,execution_date,rank,symbol,name,industry,rank_score,planned_shares,planned_price,filled_shares,filled_price,exit_date,exit_price,gross_return,net_return,net_pnl,entry_cost,round_trip_cost,plan_reject_reason,trade_reject_reason,execution_tradable,locked,skipped_by_position_cap,risk_decision,risk_governor_reasons,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,execution_mode,causality_pass,exit_reason
adaptive_market_style,2023-01-04,2023-01-05,1,601318,中国平安,保险,95.2232414512712,,,1200.0,56.9937,2023-01-20,60.3531,0.058943356897341294,0.057399149379668286,2617.1119200000003,51.29433,70.40808,,,,0,0,,,,,,,,,,,rebalance_unlocked
adaptive_market_style,2023-01-04,2023-01-05,2,600919,江苏银行,银行,93.5285260245738,,,7400.0,9.3414,2023-01-19,9.3414,0.0,-0.0014999999999999998,-103.68954,51.84477,103.68954,,,,0,0,,,,,,,,,,,rebalance_unlocked
adaptive_market_style,2023-01-04,2023-01-05,3,600996,贵广网络,影视音像,93.42339719368424,,,4400.0,15.85,2023-01-19,15.05,-0.05047318611987375,-0.05193533123028384,-3621.9699999999953,52.305,101.97,,,,0,0,,,,,,,,,,,rebalance_unlocked
adaptive_market_style,2023-01-04,2023-01-05,4,000716,黑芝麻,食品,93.35036800862927,,,8100.0,8.6045,2023-01-19,8.2775,-0.03800337032947876,-0.03947486780173165,-2751.2581499999997,52.2723375,102.55815,,,,0,0,,,,,,,,,,,rebalance_unlocked
adaptive_market_style,2023-01-04,2023-01-05,5,000001,平安银行,银行,92.32022185134312,,,4100.0,17.009,2023-01-19,17.8713,0.05069668998765367,0.049158667470162926,3428.1730775000046,52.302674999999994,107.2569225,,,,0,0,,,,,,,,,,,rebalance_unlocked
adaptive_market_style,2023-01-05,2023-01-06,1,601318,中国平安,保险,94.8145306006052,,,,,,,,,,,,,,,1,0,,,,,,,,,,,
adaptive_market_style,2023-01-05,2023-01-06,2,002640,跨境通,互联网,93.37453598214528,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-05,2023-01-06,3,603259,药明康德,化学制药,92.3154491958622,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-05,2023-01-06,4,002821,凯莱英,生物制药,91.52154189109244,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-05,2023-01-06,5,300769,德方纳米,化工原料,91.5033996214787,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-06,2023-01-09,1,601318,中国平安,保险,95.19377625163172,,,,,,,,,,,,,,,1,0,,,,,,,,,,,
adaptive_market_style,2023-01-06,2023-01-09,2,600438,通威股份,电气设备,94.1571556666258,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-06,2023-01-09,3,002738,中矿资源,小金属,93.08221092321818,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-06,2023-01-09,4,300769,德方纳米,化工原料,92.54916108951724,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-06,2023-01-09,5,000725,京东方Ａ,元器件,92.47484757143432,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-09,2023-01-10,1,601318,中国平安,保险,96.14586797773644,,,,,,,,,,,,,,,1,0,,,,,,,,,,,
adaptive_market_style,2023-01-09,2023-01-10,2,002738,中矿资源,小金属,94.51469480510094,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-09,2023-01-10,3,002756,永兴材料,小金属,93.6024144074153,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-09,2023-01-10,4,605117,德业股份,电气设备,93.24968237210004,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-09,2023-01-10,5,300769,德方纳米,化工原料,93.19863497505322,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
adaptive_market_style,2023-01-10,2023-01-11,1,601318,中国平安,保险,96.72817599625236,,,,,,,,,,,,,,,1,0,,,,,,,,,,,
adaptive_market_style,2023-01-10,2023-01-11,2,002756,永兴材料,小金属,94.24867697249432,,,,,,,,,,,,,,,0,1,,,,,,,,,,,
