trade_date,nav
2023-11-01,1.0
2023-11-02,1.0
2023-11-03,1.0
2023-11-06,1.0
2023-11-07,1.0
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,1.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,1.0
2023-11-23,1.0
2023-11-24,1.0
2023-11-27,1.0
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,0.90899884
2023-12-01,0.90300084
2023-12-04,0.89769884
2023-12-05,0.88831284
2023-12-06,0.89703084
2023-12-07,0.88968884
2023-12-08,0.89731084
2023-12-11,0.89746884
2023-12-12,0.89237084
2023-12-13,0.88044284
2023-12-14,0.92846424
2023-12-15,0.92646424
2023-12-18,0.92837624
2023-12-19,0.92400751
2023-12-20,0.92199551
2023-12-21,0.92752751
2023-12-22,0.92470551
2023-12-25,0.92332151
2023-12-26,0.92173751
2023-12-27,0.92329951
2023-12-28,0.95276496
2023-12-29,0.95313017
2024-01-02,0.93399617
2024-01-03,0.92773468
2024-01-04,0.93108268
2024-01-05,0.92094268
2024-01-08,0.91833868
2024-01-09,0.91460668
2024-01-10,0.90232268
2024-01-11,0.90679068
2024-01-12,0.88016853
2024-01-15,0.90543055
2024-01-16,0.90768255
2024-01-17,0.89618898
2024-01-18,0.90485298
2024-01-19,0.88842498
2024-01-22,0.87019498
2024-01-23,0.87056498
2024-01-24,0.87830898
2024-01-25,0.90751698
2024-01-26,0.92748296
2024-01-29,0.91399341
2024-01-30,0.90578141
2024-01-31,0.89810283
2024-02-01,0.89248883
2024-02-02,0.88853683
2024-02-05,0.88270483
2024-02-06,0.89804483
2024-02-07,0.90197483
2024-02-08,0.91414483
2024-02-19,0.90863234
2024-02-20,0.90115379
2024-02-21,0.89221579
2024-02-22,0.90996119
2024-02-23,0.91041119
2024-02-26,0.92314119
2024-02-27,0.94165319
2024-02-28,0.91576519
2024-02-29,0.93093119
2024-03-01,0.94074919
2024-03-04,0.97474157
2024-03-05,0.96288068
2024-03-06,0.96353868
2024-03-07,0.94887621
2024-03-08,0.96576421
2024-03-11,0.98135621
2024-03-12,0.97358021
2024-03-13,0.96393021
2024-03-14,0.96175821
2024-03-15,0.96842021
2024-03-18,0.99443533
2024-03-19,0.98023578
2024-03-20,0.98010978
2024-03-21,0.97234245
2024-03-22,0.95139845
2024-03-25,0.95290645
2024-03-26,0.94727845
2024-03-27,0.93664445
2024-03-28,0.94991645
2024-03-29,0.95555445
2024-04-01,0.95223327
2024-04-02,0.94431239
2024-04-03,0.93489839
2024-04-08,0.92799488
2024-04-09,0.92408888
2024-04-10,0.92925688
2024-04-11,0.92495488
2024-04-12,0.92236488
2024-04-15,0.93442288
2024-04-16,0.93476288
2024-04-17,0.94835129
2024-04-18,0.93761249
2024-04-19,0.94179449
2024-04-22,0.93764791
2024-04-23,0.93194635
2024-04-24,0.93339435
2024-04-25,0.93534635
2024-04-26,0.93789235
2024-04-29,0.94540835
2024-04-30,0.94199835
2024-05-06,0.94255983
2024-05-07,0.9457981
2024-05-08,0.9399401
2024-05-09,0.9491581
2024-05-10,0.94340943
2024-05-13,0.95365943
2024-05-14,0.94486743
2024-05-15,0.94314543
2024-05-16,0.95558143
2024-05-17,0.95913943
2024-05-20,0.96747588
2024-05-21,0.94536809
2024-05-22,0.94068609
2024-05-23,0.92938009
2024-05-24,0.92736454
2024-05-27,0.94219054
2024-05-28,0.90903454
2024-05-29,0.90702854
2024-05-30,0.88590854
2024-05-31,0.88914254
2024-06-03,0.87734655
2024-06-04,0.89642214
2024-06-05,0.89917814
2024-06-06,0.90371614
2024-06-07,0.90418756
2024-06-11,0.90091356
2024-06-12,0.90149556
2024-06-13,0.90015556
2024-06-14,0.90086756
2024-06-17,0.90269756
2024-06-18,0.91475066
2024-06-19,0.9225681
2024-06-20,0.9113121
2024-06-21,0.9129141
2024-06-24,0.89961258
2024-06-25,0.89844258
2024-06-26,0.91428458
2024-06-27,0.90454658
2024-06-28,0.90272258
2024-07-01,0.90364458
2024-07-02,0.91382582
2024-07-03,0.89785071
2024-07-04,0.89199271
2024-07-05,0.89595471
2024-07-08,0.90216777
2024-07-09,0.90870977
2024-07-10,0.90177177
2024-07-11,0.90377977
2024-07-12,0.90785177
2024-07-15,0.91173177
2024-07-16,0.90497915
2024-07-17,0.92625839
2024-07-18,0.92404827
2024-07-19,0.91559827
2024-07-22,0.90163394
2024-07-23,0.88677394
2024-07-24,0.87736594
2024-07-25,0.87992794
2024-07-26,0.87904594
2024-07-29,0.87598794
2024-07-30,0.87210422
2024-07-31,0.87288257
2024-08-01,0.87500406
2024-08-02,0.86978806
2024-08-05,0.89095916
2024-08-06,0.88230116
2024-08-07,0.88004316
2024-08-08,0.87501516
2024-08-09,0.87546116
2024-08-12,0.87188916
2024-08-13,0.88168523
2024-08-14,0.8908283
2024-08-15,0.87787478
2024-08-16,0.86062878
2024-08-19,0.87442
2024-08-20,0.868206
2024-08-21,0.869852
2024-08-22,0.86472
2024-08-23,0.854356
2024-08-26,0.855364
2024-08-27,0.84442129
2024-08-28,0.8272274
2024-08-29,0.80655387
2024-08-30,0.80540187
2024-09-02,0.80365477
2024-09-03,0.79602477
2024-09-04,0.79366477
2024-09-05,0.78769277
2024-09-06,0.78545277
2024-09-09,0.78014477
2024-09-10,0.78365731
2024-09-11,0.77730562
2024-09-12,0.77719442
2024-09-13,0.77815769
2024-09-18,0.74605992
2024-09-19,0.74457392
2024-09-20,0.74105192
2024-09-23,0.74173392
2024-09-24,0.76163592
2024-09-25,0.76663392
2024-09-26,0.77981568
2024-09-27,0.79968504
2024-09-30,0.83444384
2024-10-08,0.86595179
2024-10-09,0.87636969
2024-10-10,0.87747769
2024-10-11,0.85821569
2024-10-14,0.87020569
2024-10-15,0.86020769
2024-10-16,0.85630169
2024-10-17,0.85669435
2024-10-18,0.90631324
2024-10-21,0.93500837
2024-10-22,0.93085976
2024-10-23,0.90841045
2024-10-24,0.91493845
2024-10-25,0.91326245
2024-10-28,0.91881045
2024-10-29,0.94856645
2024-10-30,0.96125445
2024-10-31,0.9470558
2024-11-01,0.8983563
2024-11-04,0.90442892
2024-11-05,0.93323651
2024-11-06,0.94276698
2024-11-07,0.94342298
2024-11-08,0.93178498
2024-11-11,0.96767098
2024-11-12,0.94585298
2024-11-13,0.93448298
2024-11-14,0.88038544
2024-11-15,0.87425079
2024-11-18,0.8381057
2024-11-19,0.83167577
2024-11-20,0.85499168
2024-11-21,0.86166168
2024-11-22,0.84744368
2024-11-25,0.85395368
2024-11-26,0.83454768
2024-11-27,0.84352768
2024-11-28,0.87909251
2024-11-29,0.8841486
2024-12-02,0.90548186
2024-12-03,0.91464747
2024-12-04,0.9186004
2024-12-05,0.9473624
2024-12-06,0.9574344
2024-12-09,0.9331424
2024-12-10,0.9175844
2024-12-11,0.9063124
2024-12-12,0.90391865
2024-12-13,0.87642534
2024-12-16,0.83527877
2024-12-17,0.82287247
2024-12-18,0.81782981
2024-12-19,0.82824181
2024-12-20,0.84580781
2024-12-23,0.84656981
2024-12-24,0.85977981
2024-12-25,0.82506581
2024-12-26,0.81625209
2024-12-27,0.8121444
2024-12-30,0.82983874
2024-12-31,0.81459996
2025-01-02,0.79735882
2025-01-03,0.78223882
2025-01-06,0.79276882
2025-01-07,0.79862682
2025-01-08,0.79607282
2025-01-09,0.79768282
2025-01-10,0.79288353
2025-01-13,0.78202896
2025-01-14,0.7871562
2025-01-15,0.77836887
2025-01-16,0.77527092
2025-01-17,0.78079092
2025-01-20,0.78528692
2025-01-21,0.78485892
2025-01-22,0.77730092
2025-01-23,0.77254892
2025-01-24,0.74852838
2025-01-27,0.74535238
2025-02-05,0.75916763
2025-02-06,0.77207575
2025-02-07,0.76371391
2025-02-10,0.76474991
2025-02-11,0.75550991
2025-02-12,0.76363591
2025-02-13,0.73947991
2025-02-14,0.74375191
2025-02-17,0.78760856
2025-02-18,0.77034256
2025-02-19,0.7904137
2025-02-20,0.78038658
2025-02-21,0.81786876
2025-02-24,0.80506476
2025-02-25,0.79444476
2025-02-26,0.79307876
2025-02-27,0.78213076
2025-02-28,0.75958476
2025-03-03,0.75293098
2025-03-04,0.76164898
2025-03-05,0.76138157
2025-03-06,0.74913001
2025-03-07,0.74906904
2025-03-10,0.75768104
2025-03-11,0.76270704
2025-03-12,0.75718704
2025-03-13,0.74340304
2025-03-14,0.76781704
2025-03-17,0.75601954
2025-03-18,0.76292554
2025-03-19,0.75487016
2025-03-20,0.76997603
2025-03-21,0.74796901
2025-03-24,0.74082814
2025-03-25,0.74807814
2025-03-26,0.75768814
2025-03-27,0.74624814
2025-03-28,0.73552614
2025-03-31,0.75711159
2025-04-01,0.75543759
2025-04-02,0.75357585
2025-04-03,0.74204652
2025-04-07,0.71686861
2025-04-08,0.70474313
2025-04-09,0.70338113
2025-04-10,0.71105286
2025-04-11,0.71437886
2025-04-14,0.71882086
2025-04-15,0.72063542
2025-04-16,0.72154542
2025-04-17,0.70103147
2025-04-18,0.69246914
2025-04-21,0.71619371
2025-04-22,0.71181171
2025-04-23,0.69649571
2025-04-24,0.68164349
2025-04-25,0.68441749
2025-04-28,0.68040749
2025-04-29,0.68089188
2025-04-30,0.68724988
2025-05-06,0.72651767
2025-05-07,0.71924486
2025-05-08,0.71468187
2025-05-09,0.70988187
2025-05-12,0.71787587
2025-05-13,0.70977653
2025-05-14,0.72214853
2025-05-15,0.70978253
2025-05-16,0.69324675
2025-05-19,0.69118275
2025-05-20,0.6884847
2025-05-21,0.68499595
2025-05-22,0.68170178
2025-05-23,0.68322978
2025-05-26,0.67966578
2025-05-27,0.67499494
2025-05-28,0.66962694
2025-05-29,0.67007983
2025-05-30,0.68813549
2025-06-03,0.67998349
2025-06-04,0.68587949
2025-06-05,0.70458057
2025-06-06,0.70064457
2025-06-09,0.72185663
2025-06-10,0.70970663
2025-06-11,0.70114463
2025-06-12,0.71062263
2025-06-13,0.71095702
2025-06-16,0.72187469
2025-06-17,0.71564143
2025-06-18,0.72499543
2025-06-19,0.68965805
2025-06-20,0.69085005
2025-06-23,0.69637576
2025-06-24,0.70992176
2025-06-25,0.73441176
2025-06-26,0.72613976
2025-06-27,0.71561766
2025-06-30,0.71587966
2025-07-01,0.71039068
2025-07-02,0.69429868
2025-07-03,0.69427258
2025-07-04,0.69273058
2025-07-07,0.70395897
2025-07-08,0.71379297
2025-07-09,0.71354097
2025-07-10,0.71272697
2025-07-11,0.71439566
2025-07-14,0.71415397
2025-07-15,0.71429163
2025-07-16,0.70995163
2025-07-17,0.71232287
2025-07-18,0.71103887
2025-07-21,0.70723951
2025-07-22,0.70407551
2025-07-23,0.71094551
2025-07-24,0.71106151
2025-07-25,0.70808951
2025-07-28,0.70716521
2025-07-29,0.71793188
2025-07-30,0.70760388
2025-07-31,0.72248017
2025-08-01,0.71888417
2025-08-04,0.7220577
2025-08-05,0.7212937
2025-08-06,0.7255597
2025-08-07,0.7232497
2025-08-08,0.7144337
2025-08-11,0.71905502
2025-08-12,0.72195545
2025-08-13,0.72188545
2025-08-14,0.72639507
2025-08-15,0.74163307
2025-08-18,0.7569714
2025-08-19,0.7458954
2025-08-20,0.7411454
2025-08-21,0.7324434
2025-08-22,0.7384054
2025-08-25,0.7587494
2025-08-26,0.76725658
2025-08-27,0.74343653
2025-08-28,0.72507856
2025-08-29,0.72317256
2025-09-01,0.70291122
2025-09-02,0.69291322
2025-09-03,0.69420122
2025-09-04,0.67789522
2025-09-05,0.68870722
2025-09-08,0.69425522
2025-09-09,0.68960522
2025-09-10,0.69045363
2025-09-11,0.73645044
2025-09-12,0.73227044
2025-09-15,0.76032224
2025-09-16,0.76379224
2025-09-17,0.77006224
2025-09-18,0.77458424
2025-09-19,0.78179224
2025-09-22,0.79945024
2025-09-23,0.80672919
2025-09-24,0.79718518
2025-09-25,0.79629215
2025-09-26,0.77104815
2025-09-29,0.78550797
2025-09-30,0.78976797
2025-10-09,0.79024597
2025-10-10,0.76432597
2025-10-13,0.75420997
2025-10-14,0.73677797
2025-10-15,0.74334528
2025-10-16,0.73588431
2025-10-17,0.72012201
2025-10-20,0.71919601
2025-10-21,0.72044884
2025-10-22,0.71725484
2025-10-23,0.71247484
2025-10-24,0.72599084
2025-10-27,0.73435084
2025-10-28,0.73291284
2025-10-29,0.73045226
2025-10-30,0.72314112
2025-10-31,0.6736877
2025-11-03,0.6818217
2025-11-04,0.68546392
2025-11-05,0.68582592
2025-11-06,0.68673592
2025-11-07,0.69666392
2025-11-10,0.69895192
2025-11-11,0.70893992
2025-11-12,0.71564109
2025-11-13,0.73077787
2025-11-14,0.74756451
2025-11-17,0.74278851
2025-11-18,0.72503144
2025-11-19,0.72665254
2025-11-20,0.71105054
2025-11-21,0.67782575
2025-11-24,0.66361975
2025-11-25,0.67318175
2025-11-26,0.67695377
2025-11-27,0.67795694
2025-11-28,0.68553994
2025-12-01,0.67888434
2025-12-02,0.67330802
2025-12-03,0.66133002
2025-12-04,0.65418402
2025-12-05,0.66187464
2025-12-08,0.67323664
2025-12-09,0.67407864
2025-12-10,0.67273402
2025-12-11,0.65981202
2025-12-12,0.66392258
2025-12-15,0.65718902
2025-12-16,0.64885642
2025-12-17,0.66259442
2025-12-18,0.66049042
2025-12-19,0.65979679
2025-12-22,0.68574279
2025-12-23,0.69367479
2025-12-24,0.69746679
2025-12-25,0.69913479
2025-12-26,0.70995679
2025-12-29,0.72163143
2025-12-30,0.72666842
2025-12-31,0.74595177
2026-01-05,0.76151577
2026-01-06,0.78318761
2026-01-07,0.78243761
2026-01-08,0.79403161
2026-01-09,0.81820961
2026-01-12,0.86054961
2026-01-13,0.86824361
2026-01-14,0.89413902
2026-01-15,0.85724126
2026-01-16,0.82101903
2026-01-19,0.82579103
2026-01-20,0.83696365
2026-01-21,0.83276165
2026-01-22,0.83230965
2026-01-23,0.83239765
2026-01-26,0.83544365
2026-01-27,0.84022765
2026-01-28,0.84254492
2026-01-29,0.8405404
2026-01-30,0.8171132
2026-02-02,0.7710052
2026-02-03,0.75356037
2026-02-04,0.75368637
2026-02-05,0.73146837
2026-02-06,0.72900837
2026-02-09,0.75414037
2026-02-10,0.75075437
2026-02-11,0.75814575
2026-02-12,0.76949576
2026-02-13,0.77264659
2026-02-24,0.77201859
2026-02-25,0.84335394
2026-02-26,0.87424994
2026-02-27,0.90043994
2026-03-02,0.89911594
2026-03-03,0.84939394
2026-03-04,0.85567194
2026-03-05,0.85650289
2026-03-06,0.86974122
2026-03-09,0.87828422
2026-03-10,0.89088822
2026-03-11,0.87489765
2026-03-12,0.86213565
2026-03-13,0.85552765
2026-03-16,0.87243565
2026-03-17,0.86119365
2026-03-18,0.89800165
2026-03-19,0.87452395
2026-03-20,0.8597368
2026-03-23,0.83111493
2026-03-24,0.83447693
2026-03-25,0.83984602
2026-03-26,0.83641802
2026-03-27,0.83942602
2026-03-30,0.84006602
2026-03-31,0.83309802
2026-04-01,0.85366002
2026-04-02,0.84334845
2026-04-03,0.84340505
2026-04-07,0.85941932
2026-04-08,0.86674932
2026-04-09,0.86840658
2026-04-10,0.86940858
2026-04-13,0.85686658
2026-04-14,0.85809058
2026-04-15,0.85473458
2026-04-16,0.83389058
2026-04-17,0.84258027
2026-04-20,0.86552221
2026-04-21,0.83646922
2026-04-22,0.84308122
2026-04-23,0.83401424
2026-04-24,0.82712224
2026-04-27,0.82883224
2026-04-28,0.82515024
2026-04-29,0.83358224
2026-04-30,0.82859624
2026-05-06,0.84285387
2026-05-07,0.84964814
2026-05-08,0.8645902
2026-05-11,0.85391396
2026-05-12,0.85229188
2026-05-13,0.86612788
2026-05-14,0.85224988
2026-05-15,0.86546388
2026-05-18,0.86585388
2026-05-19,0.87291788
2026-05-20,0.8759799
2026-05-21,0.8842959
2026-05-22,0.91173727
2026-05-25,0.93925952
2026-05-26,0.97164334
2026-05-27,0.97767836
2026-05-28,0.97705036
2026-05-29,0.97441036
2026-06-01,0.95956436
2026-06-02,0.96842883
2026-06-03,0.97485228
2026-06-04,0.98188148
2026-06-05,0.95734748
2026-06-08,0.93211824
2026-06-09,0.95749081
2026-06-10,0.94233481
2026-06-11,0.94784082
2026-06-12,0.92687882
2026-06-15,0.97796882
2026-06-16,1.01727682
2026-06-17,1.03365891
2026-06-18,1.06792567
2026-06-22,1.09149767
2026-06-23,0.98057767
2026-06-24,1.00229505
2026-06-25,1.02778705
2026-06-26,1.09907264
2026-06-29,1.10752464
2026-06-30,1.13373064
2026-07-01,1.10928064
