trade_date,nav
2023-11-01,1.0
2023-11-02,1.0
2023-11-03,1.0
2023-11-06,1.0
2023-11-07,1.0
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,1.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,1.0
2023-11-23,1.0
2023-11-24,1.0
2023-11-27,1.0
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,0.90899884
2023-12-01,0.90300084
2023-12-04,0.89769884
2023-12-05,0.88831284
2023-12-06,0.89703084
2023-12-07,0.88968884
2023-12-08,0.89731084
2023-12-11,0.89746884
2023-12-12,0.89237084
2023-12-13,0.88044284
2023-12-14,0.9462226
2023-12-15,0.9447346
2023-12-18,0.9459486
2023-12-19,0.94256106
2023-12-20,0.94135706
2023-12-21,0.94535306
2023-12-22,0.94360306
2023-12-25,0.94258506
2023-12-26,0.94156306
2023-12-27,0.94250306
2023-12-28,0.96199047
2023-12-29,0.96168652
2024-01-02,0.94864852
2024-01-03,0.94511672
2024-01-04,0.94723672
2024-01-05,0.94059072
2024-01-08,0.93876072
2024-01-09,0.93622672
2024-01-10,0.92804272
2024-01-11,0.93107272
2024-01-12,0.91265708
2024-01-15,0.9295673
2024-01-16,0.9311093
2024-01-17,0.92334936
2024-01-18,0.92918936
2024-01-19,0.91817936
2024-01-22,0.90589336
2024-01-23,0.90612736
2024-01-24,0.91144336
2024-01-25,0.93120136
2024-01-26,0.9450238
2024-01-29,0.93595415
2024-01-30,0.93044215
2024-01-31,0.92503805
2024-02-01,0.92124605
2024-02-02,0.91851205
2024-02-05,0.91467005
2024-02-06,0.92503205
2024-02-07,0.92773405
2024-02-08,0.93584405
2024-02-19,0.93265909
2024-02-20,0.92730391
2024-02-21,0.92096191
2024-02-22,0.93318769
2024-02-23,0.93359769
2024-02-26,0.94235569
2024-02-27,0.95522769
2024-02-28,0.93730969
2024-02-29,0.94778369
2024-03-01,0.95459769
2024-03-04,0.97785452
2024-03-05,0.97025194
2024-03-06,0.97028994
2024-03-07,0.96075963
2024-03-08,0.97143363
2024-03-11,0.98166363
2024-03-12,0.97644763
2024-03-13,0.96996163
2024-03-14,0.96856163
2024-03-15,0.97303563
2024-03-18,0.9779556
2024-03-19,0.96872272
2024-03-20,0.96860672
2024-03-21,0.96383167
2024-03-22,0.94832767
2024-03-25,0.95191567
2024-03-26,0.94499567
2024-03-27,0.93667367
2024-03-28,0.94857367
2024-03-29,0.95533167
2024-04-01,0.94741722
2024-04-02,0.93727558
2024-04-03,0.92611958
2024-04-08,0.92089036
2024-04-09,0.91685236
2024-04-10,0.92183636
2024-04-11,0.91691236
2024-04-12,0.91381436
2024-04-15,0.92362836
2024-04-16,0.92317436
2024-04-17,0.9439976
2024-04-18,0.93479239
2024-04-19,0.93814839
2024-04-22,0.93437581
2024-04-23,0.92814783
2024-04-24,0.92931783
2024-04-25,0.93141583
2024-04-26,0.93247783
2024-04-29,0.93852983
2024-04-30,0.93586583
2024-05-06,0.93403606
2024-05-07,0.93598423
2024-05-08,0.93137223
2024-05-09,0.94271423
2024-05-10,0.93798995
2024-05-13,0.94836195
2024-05-14,0.94123595
2024-05-15,0.94064995
2024-05-16,0.94945195
2024-05-17,0.95304995
2024-05-20,0.96605371
2024-05-21,0.94860278
2024-05-22,0.94497278
2024-05-23,0.93582678
2024-05-24,0.93123354
2024-05-27,0.94366754
2024-05-28,0.91707354
2024-05-29,0.91635754
2024-05-30,0.89823354
2024-05-31,0.90012554
2024-06-03,0.90420052
2024-06-04,0.91773867
2024-06-05,0.92052467
2024-06-06,0.92362867
2024-06-07,0.92432401
2024-06-11,0.92239601
2024-06-12,0.92261401
2024-06-13,0.92222401
2024-06-14,0.92312401
2024-06-17,0.92447801
2024-06-18,0.93518027
2024-06-19,0.9413781
2024-06-20,0.9330321
2024-06-21,0.9354621
2024-06-24,0.92513823
2024-06-25,0.92457423
2024-06-26,0.93858023
2024-06-27,0.93060423
2024-06-28,0.92894623
2024-07-01,0.93004623
2024-07-02,0.93292087
2024-07-03,0.92044348
2024-07-04,0.91658148
2024-07-05,0.91751148
2024-07-08,0.91939261
2024-07-09,0.92352661
2024-07-10,0.91965661
2024-07-11,0.92074261
2024-07-12,0.92363861
2024-07-15,0.92666461
2024-07-16,0.92371795
2024-07-17,0.94177346
2024-07-18,0.93984261
2024-07-19,0.93170861
2024-07-22,0.92876578
2024-07-23,0.91673178
2024-07-24,0.90907178
2024-07-25,0.90996578
2024-07-26,0.90994978
2024-07-29,0.90734778
2024-07-30,0.90266122
2024-07-31,0.9030769
2024-08-01,0.90431311
2024-08-02,0.90196911
2024-08-05,0.91524962
2024-08-06,0.91008362
2024-08-07,0.90973762
2024-08-08,0.90629762
2024-08-09,0.90555562
2024-08-12,0.90355562
2024-08-13,0.90698686
2024-08-14,0.91659193
2024-08-15,0.90672696
2024-08-16,0.89515896
2024-08-19,0.90760449
2024-08-20,0.90358249
2024-08-21,0.90396249
2024-08-22,0.89789849
2024-08-23,0.89337249
2024-08-26,0.89360849
2024-08-27,0.88733728
2024-08-28,0.87285561
2024-08-29,0.85527886
2024-08-30,0.85086286
2024-09-02,0.85199033
2024-09-03,0.84359833
2024-09-04,0.84144633
2024-09-05,0.83755233
2024-09-06,0.83777633
2024-09-09,0.83290033
2024-09-10,0.83833633
2024-09-11,0.8376126
2024-09-12,0.8387045
2024-09-13,0.8386429
2024-09-18,0.80361162
2024-09-19,0.80410362
2024-09-20,0.80080762
2024-09-23,0.80189762
2024-09-24,0.81693562
2024-09-25,0.82048562
2024-09-26,0.82846562
2024-09-27,0.8366867
2024-09-30,0.86301264
2024-10-08,0.8838032
2024-10-09,0.9103971
2024-10-10,0.9120491
2024-10-11,0.8994371
2024-10-14,0.9072591
2024-10-15,0.8997231
2024-10-16,0.8981391
2024-10-17,0.8957851
2024-10-18,0.91927715
2024-10-21,0.93117341
2024-10-22,0.92747378
2024-10-23,0.913438
2024-10-24,0.92483
2024-10-25,0.924684
2024-10-28,0.942572
2024-10-29,0.951072
2024-10-30,0.965426
2024-10-31,0.954024
2024-11-01,0.91258751
2024-11-04,0.91439366
2024-11-05,0.93845175
2024-11-06,0.95593794
2024-11-07,0.95921194
2024-11-08,0.95712194
2024-11-11,0.97393194
2024-11-12,0.96292594
2024-11-13,0.95086194
2024-11-14,0.94628394
2024-11-15,0.93416777
2024-11-18,0.91634547
2024-11-19,0.90961242
2024-11-20,0.91413824
2024-11-21,0.91678624
2024-11-22,0.90675224
2024-11-25,0.90418624
2024-11-26,0.89813024
2024-11-27,0.89907624
2024-11-28,0.89471224
2024-11-29,0.90015777
2024-12-02,0.91000777
2024-12-03,0.916442
2024-12-04,0.91433165
2024-12-05,0.92987565
2024-12-06,0.93144165
2024-12-09,0.92003765
2024-12-10,0.91317565
2024-12-11,0.91286765
2024-12-12,0.91203365
2024-12-13,0.88602018
2024-12-16,0.88041018
2024-12-17,0.86841806
2024-12-18,0.86066365
2024-12-19,0.86429365
2024-12-20,0.87036365
2024-12-23,0.86648765
2024-12-24,0.86986165
2024-12-25,0.86732365
2024-12-26,0.87286965
2024-12-27,0.87015523
2024-12-30,0.86957523
2024-12-31,0.84471652
2025-01-02,0.83747688
2025-01-03,0.83080888
2025-01-06,0.83429888
2025-01-07,0.83897088
2025-01-08,0.83958088
2025-01-09,0.83861888
2025-01-10,0.83924088
2025-01-13,0.83578899
2025-01-14,0.84555099
2025-01-15,0.86760373
2025-01-16,0.85891631
2025-01-17,0.86269031
2025-01-20,0.86815431
2025-01-21,0.87021231
2025-01-22,0.86584631
2025-01-23,0.85908631
2025-01-24,0.86529031
2025-01-27,0.85398128
2025-02-05,0.84892928
2025-02-06,0.87070291
2025-02-07,0.86966185
2025-02-10,0.86979185
2025-02-11,0.86926785
2025-02-12,0.87389985
2025-02-13,0.85511785
2025-02-14,0.85631985
2025-02-17,0.87835985
2025-02-18,0.86574063
2025-02-19,0.87532863
2025-02-20,0.86952859
2025-02-21,0.90045315
2025-02-24,0.90073515
2025-02-25,0.89165315
2025-02-26,0.89551515
2025-02-27,0.89828515
2025-02-28,0.87464915
2025-03-03,0.86550515
2025-03-04,0.87344287
2025-03-05,0.88187087
2025-03-06,0.87999564
2025-03-07,0.85002503
2025-03-10,0.85109303
2025-03-11,0.86432503
2025-03-12,0.86416903
2025-03-13,0.85690703
2025-03-14,0.86884703
2025-03-17,0.88162303
2025-03-18,0.88561761
2025-03-19,0.88174761
2025-03-20,0.88862216
2025-03-21,0.91658182
2025-03-24,0.91865982
2025-03-25,0.89970582
2025-03-26,0.89865782
2025-03-27,0.89165382
2025-03-28,0.89060182
2025-03-31,0.89364582
2025-04-01,0.89076728
2025-04-02,0.89354128
2025-04-03,0.88113661
2025-04-07,0.85832831
2025-04-08,0.85423231
2025-04-09,0.85308231
2025-04-10,0.85808404
2025-04-11,0.86475404
2025-04-14,0.86989204
2025-04-15,0.86776004
2025-04-16,0.86816644
2025-04-17,0.87304244
2025-04-18,0.86129423
2025-04-21,0.87935617
2025-04-22,0.87536417
2025-04-23,0.86401817
2025-04-24,0.85068595
2025-04-25,0.85455395
2025-04-28,0.85253595
2025-04-29,0.85138795
2025-04-30,0.85723129
2025-05-06,0.87051729
2025-05-07,0.87249299
2025-05-08,0.87020335
2025-05-09,0.86665935
2025-05-12,0.87393535
2025-05-13,0.86704051
2025-05-14,0.87819651
2025-05-15,0.86732651
2025-05-16,0.87096451
2025-05-19,0.85542189
2025-05-20,0.85244589
2025-05-21,0.84440206
2025-05-22,0.83939622
2025-05-23,0.84292622
2025-05-26,0.84190422
2025-05-27,0.83848077
2025-05-28,0.83305277
2025-05-29,0.83334166
2025-05-30,0.82694766
2025-06-03,0.83105511
2025-06-04,0.82710311
2025-06-05,0.84933343
2025-06-06,0.84077246
2025-06-09,0.86531919
2025-06-10,0.86030519
2025-06-11,0.86350119
2025-06-12,0.86729519
2025-06-13,0.86708938
2025-06-16,0.89959338
2025-06-17,0.89230202
2025-06-18,0.91035802
2025-06-19,0.87131902
2025-06-20,0.86697518
2025-06-23,0.87369446
2025-06-24,0.88297046
2025-06-25,0.90309246
2025-06-26,0.89559446
2025-06-27,0.88913117
2025-06-30,0.88669407
2025-07-01,0.88520009
2025-07-02,0.87155209
2025-07-03,0.86806009
2025-07-04,0.86846108
2025-07-07,0.87727526
2025-07-08,0.88925526
2025-07-09,0.89200926
2025-07-10,0.89176126
2025-07-11,0.88611926
2025-07-14,0.88740634
2025-07-15,0.88779586
2025-07-16,0.88403986
2025-07-17,0.89461386
2025-07-18,0.8959207
2025-07-21,0.87787104
2025-07-22,0.87313304
2025-07-23,0.87602504
2025-07-24,0.87988504
2025-07-25,0.87600704
2025-07-28,0.87517665
2025-07-29,0.87849964
2025-07-30,0.87060964
2025-07-31,0.86732964
2025-08-01,0.86526354
2025-08-04,0.87922226
2025-08-05,0.87905426
2025-08-06,0.87968026
2025-08-07,0.87703026
2025-08-08,0.87572226
2025-08-11,0.87965957
2025-08-12,0.88002436
2025-08-13,0.87862636
2025-08-14,0.87299836
2025-08-15,0.87670841
2025-08-18,0.89356871
2025-08-19,0.88342071
2025-08-20,0.88486871
2025-08-21,0.88137871
2025-08-22,0.89252271
2025-08-25,0.90216271
2025-08-26,0.9091999
2025-08-27,0.89160504
2025-08-28,0.89734304
2025-08-29,0.87445092
2025-09-01,0.87786602
2025-09-02,0.87538802
2025-09-03,0.86898602
2025-09-04,0.86034202
2025-09-05,0.86515202
2025-09-08,0.86895402
2025-09-09,0.8634135
2025-09-10,0.86363381
2025-09-11,0.87063781
2025-09-12,0.88951173
2025-09-15,0.89217665
2025-09-16,0.89266665
2025-09-17,0.89457065
2025-09-18,0.89846665
2025-09-19,0.90863465
2025-09-22,0.92644865
2025-09-23,0.93782263
2025-09-24,0.94282633
2025-09-25,0.94111874
2025-09-26,0.92132874
2025-09-29,0.92770687
2025-09-30,0.93318287
2025-10-09,0.93456687
2025-10-10,0.91426887
2025-10-13,0.90875087
2025-10-14,0.89457087
2025-10-15,0.90062504
2025-10-16,0.89557942
2025-10-17,0.88222871
2025-10-20,0.88192871
2025-10-21,0.88111232
2025-10-22,0.88145432
2025-10-23,0.87696032
2025-10-24,0.88700232
2025-10-27,0.89482632
2025-10-28,0.89475432
2025-10-29,0.89207356
2025-10-30,0.88802776
2025-10-31,0.88069299
2025-11-03,0.88004943
2025-11-04,0.89039988
2025-11-05,0.89575988
2025-11-06,0.88889188
2025-11-07,0.90448988
2025-11-10,0.91063988
2025-11-11,0.91427388
2025-11-12,0.91529663
2025-11-13,0.94383663
2025-11-14,0.93647463
2025-11-17,0.93705063
2025-11-18,0.92048911
2025-11-19,0.9247717
2025-11-20,0.9134564
2025-11-21,0.88915755
2025-11-24,0.86951955
2025-11-25,0.87913955
2025-11-26,0.88005624
2025-11-27,0.87881224
2025-11-28,0.89394024
2025-12-01,0.88591927
2025-12-02,0.87701106
2025-12-03,0.86378106
2025-12-04,0.85707706
2025-12-05,0.86784769
2025-12-08,0.87694369
2025-12-09,0.87110169
2025-12-10,0.87778108
2025-12-11,0.86636308
2025-12-12,0.87221708
2025-12-15,0.86817567
2025-12-16,0.8612426
2025-12-17,0.8754752
2025-12-18,0.8741912
2025-12-19,0.86807993
2025-12-22,0.87721193
2025-12-23,0.88628393
2025-12-24,0.88813393
2025-12-25,0.89373593
2025-12-26,0.89540393
2025-12-29,0.90276993
2025-12-30,0.90968899
2025-12-31,0.9233984
2026-01-05,0.9301264
2026-01-06,0.9418786
2026-01-07,0.9425106
2026-01-08,0.9535486
2026-01-09,0.9796966
2026-01-12,1.0184406
2026-01-13,1.0187046
2026-01-14,1.0335226
2026-01-15,1.00105896
2026-01-16,0.972074
2026-01-19,0.976546
2026-01-20,0.98956997
2026-01-21,0.98694797
2026-01-22,0.98639597
2026-01-23,0.98623797
2026-01-26,0.98733797
2026-01-27,0.99219797
2026-01-28,0.99289997
2026-01-29,0.98901744
2026-01-30,0.97269001
2026-02-02,0.93587601
2026-02-03,0.91468319
2026-02-04,0.91404319
2026-02-05,0.89668319
2026-02-06,0.89511119
2026-02-09,0.91788319
2026-02-10,0.91424919
2026-02-11,0.92020119
2026-02-12,0.93304746
2026-02-13,0.93187699
2026-02-24,0.93625899
2026-02-25,1.00203353
2026-02-26,1.02951953
2026-02-27,1.05150153
2026-03-02,1.05560553
2026-03-03,1.01939753
2026-03-04,1.02906953
2026-03-05,1.02511353
2026-03-06,1.03814466
2026-03-09,1.04314197
2026-03-10,1.05613797
2026-03-11,1.0467812
2026-03-12,1.0375992
2026-03-13,1.0499452
2026-03-16,1.0769152
2026-03-17,1.0711172
2026-03-18,1.1031672
2026-03-19,1.0753552
2026-03-20,1.0603517
2026-03-23,1.03897383
2026-03-24,1.05676433
2026-03-25,1.06089812
2026-03-26,1.06673403
2026-03-27,1.07987739
2026-03-30,1.07868139
2026-03-31,1.08413139
2026-04-01,1.09790339
2026-04-02,1.09605939
2026-04-03,1.08586939
2026-04-07,1.09128539
2026-04-08,1.10540093
2026-04-09,1.10891509
2026-04-10,1.11009749
2026-04-13,1.10087458
2026-04-14,1.10401458
2026-04-15,1.09996858
2026-04-16,1.08332658
2026-04-17,1.09321258
2026-04-20,1.11326458
2026-04-21,1.11917058
2026-04-22,1.1418931
2026-04-23,1.12952879
2026-04-24,1.12612364
2026-04-27,1.13354906
2026-04-28,1.12319616
2026-04-29,1.13019616
2026-04-30,1.12299216
2026-05-06,1.14022016
2026-05-07,1.14697616
2026-05-08,1.14266616
2026-05-11,1.14120564
2026-05-12,1.14756565
2026-05-13,1.15416155
2026-05-14,1.14248355
2026-05-15,1.12553489
2026-05-18,1.14491289
2026-05-19,1.15297689
2026-05-20,1.16855289
2026-05-21,1.15033489
2026-05-22,1.17514289
2026-05-25,1.20033889
2026-05-26,1.20480758
2026-05-27,1.20446284
2026-05-28,1.19788569
2026-05-29,1.19338151
2026-06-01,1.17348549
2026-06-02,1.20414736
2026-06-03,1.20907536
2026-06-04,1.23369536
2026-06-05,1.20166336
2026-06-08,1.18729136
2026-06-09,1.23801656
2026-06-10,1.23159576
2026-06-11,1.24668452
2026-06-12,1.24496063
2026-06-15,1.29910663
2026-06-16,1.34500541
2026-06-17,1.35206741
2026-06-18,1.34709741
2026-06-22,1.38819341
2026-06-23,1.27273341
2026-06-24,1.3177289
2026-06-25,1.3197689
2026-06-26,1.35573387
2026-06-29,1.38266802
2026-06-30,1.41441002
2026-07-01,1.40737887
