strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,market_style_state,selected_strategy,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,target_position_ratio,strategy_source,route_reason,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_weekly_unconfirmed_count,ashare_resolved_strategy
adaptive_market_style,2025-12-05,2025-12-04,336521.1127225,162834.57,499355.6827225,0.998711365445,4,0.32608935000443323,0,0.0,5,4,500000.0,5.0,0.5,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8443557007743425,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20251204,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
adaptive_market_style,2025-12-08,2025-12-05,251771.5982225,255809.91999999998,507581.5182225,1.015163036445,5,0.5039780031704482,4,162455.99,5,1,498977.1027225,5.0,0.5,1.0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.9474137976333593,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5,Chenyiyun2087+AShare_supplement,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20251205,0.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,mixed_transition,normal,0.0,
adaptive_market_style,2025-12-09,2025-12-08,251771.5982225,255395.38,507166.9782225,1.014333956445,5,0.5035725726763605,5,254937.99,5,0,506709.5882225,5.0,0.5,1.0,defensive,baseline_full_liquidity,hold_min_state_5_days,1.1221194136392296,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20251208,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
adaptive_market_style,2025-12-10,2025-12-09,251771.5982225,249853.96999999997,501625.5682225,1.0032511364449999,5,0.49808858604507034,5,253909.27000000002,5,0,505680.8682225,5.0,0.5,1.0,defensive,baseline_full_liquidity,hold_min_state_5_days,1.0515900019700983,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20251209,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
adaptive_market_style,2025-12-11,2025-12-10,251771.5982225,243616.53,495388.1282225,0.990776256445,5,0.49176901124804795,5,247902.64,5,0,499674.2382225,5.0,0.5,1.0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.9871871440081379,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20251210,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
adaptive_market_style,2025-12-12,2025-12-11,251771.5982225,247554.53999999998,499326.1382225,0.998652276445,5,0.4957772506787729,5,241928.57,5,0,493700.1682225,5.0,0.7,4.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.0439337234769883,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20251211,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
adaptive_market_style,2025-12-15,2025-12-12,251771.5982225,244177.22,495948.81822250003,0.9918976364450001,5,0.492343586733689,5,242939.22999999998,5,0,494710.8282225,5.0,0.7,4.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.1689010793529784,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20251212,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,mixed_transition,,0.0,
adaptive_market_style,2025-12-16,2025-12-15,251771.5982225,236601.22,488372.81822250003,0.9767456364450001,5,0.48446844535931105,5,242685.12,5,0,494456.7182225,5.0,0.7,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.9935793487079302,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20251215,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
adaptive_market_style,2025-12-17,2025-12-16,251771.5982225,242754.28,494525.8782225,0.989051756445,5,0.4908828651648005,5,237281.87,5,0,489053.4682225,5.0,0.7,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.973261651440648,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20251216,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,mixed_transition,,0.0,
adaptive_market_style,2025-12-18,2025-12-17,251771.5982225,235375.28999999998,487146.8882225,0.9742937764449999,5,0.48317108389799346,5,238368.75999999998,5,0,490140.35822249996,5.0,0.7,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.018699807836067,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity_detail_vol_position|20251217,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
