order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.8404818,4000,99361.9272000,7041.9272000,74.521445,0,0,74.521445,-99436.4486450,500000.0,400563.551355,0,4000,0,92320.00,500000.0,492883.551355,False,0.6000,c0.00075_s0.002
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,620.7706632000001,100,62077.0663200000100,41917.0663200000100,46.557800,0,0,46.557800,-62123.6241200000100,400563.551355,338439.927235,0,100,92320.00,112480.00,492883.551355,450919.927235,False,0.6000,c0.00075_s0.002
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.3159388,800,18652.7510400,252.7510400,13.989563,0,0,13.989563,-18666.7406030,338439.927235,319773.186632,0,800,112480.00,130880.00,450919.927235,450653.186632,False,0.6000,c0.00075_s0.002
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.18538260000001,400,28874.15304000000400,158.15304000000400,21.655615,0,0,21.655615,-28895.80865500000400,319773.186632,290877.377977,0,400,130880.00,159596.00,450653.186632,450473.377977,False,0.6000,c0.00075_s0.002
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,139.1303052,500,69565.1526000,470.1526000,52.173864,0,0,52.173864,-69617.3264640,290877.377977,221260.05151300004,0,500,159596.00,228691.00,450473.377977,449951.05151300004,False,0.6000,c0.00075_s0.002
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.0613888,4000,88245.5552000,5925.5552000,66.184166,0,0,66.184166,88179.3710340,221260.05151234998,309439.42254635,4000,0,219731.00,137411.00,440991.05151234998,446850.42254635,True,0.4000,c0.00075_s0.002
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,591.9168938,100,59191.6893800,39891.6893800,44.393767,0,0,44.393767,59147.2956130,309439.42254635,368586.71815935,100,0,137411.00,118111.00,446850.42254635,486697.71815935,True,0.4000,c0.00075_s0.002
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.6784602,800,16542.7681600,158.7681600,12.407076,0,0,12.407076,16530.3610840,368586.71815935,385117.07924334996,800,0,118111.00,101727.00,486697.71815935,486844.07924334996,True,0.4000,c0.00075_s0.002
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.246693,400,31298.677200,46.677200,23.474008,0,0,23.474008,31275.203192,385117.07924334996,416392.28243534995,400,0,101727.00,70475.00,486844.07924334996,486867.28243534995,True,0.4000,c0.00075_s0.002
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.3426482,500,70671.3241000,196.3241000,53.003493,0,0,53.003493,70618.3206070,416392.28243534995,487010.6030423499,500,0,70475.00,0,486867.28243534995,487010.6030423499,True,0.4000,c0.00075_s0.002
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.7253694,100,19572.5369400,1972.5369400,14.679403,0,0,14.679403,-19587.2163430,487010.6030423499,467423.3866993499,0,100,0,17600.0,487010.6030423499,485023.3866993499,True,0.4000,c0.00075_s0.002
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.092224199999999,1200,18110.669039999998800,770.669039999998800,13.583002,0,0,13.583002,-18124.252041999998800,467423.3866993499,449299.1346573499,0,1200,17600.0,34940.00,485023.3866993499,484239.1346573499,True,0.4000,c0.00075_s0.002
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.3266682,1700,36255.3359400,3190.3359400,27.191502,0,0,27.191502,-36282.5274420,449299.1346573499,413016.6072153499,0,1700,34940.00,68005.00,484239.1346573499,481021.6072153499,True,0.4000,c0.00075_s0.002
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.483445000000001,11700,64156.306500000011700,8113.306500000011700,48.117230,0,0,48.117230,-64204.423730000011700,413016.6072153499,348812.1834853499,0,11700,68005.00,124048.00,481021.6072153499,472860.1834853499,True,0.4000,c0.00075_s0.002
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.861597,300,47058.479100,3165.479100,35.293859,0,0,35.293859,-47093.772959,348812.183485505,301718.410526505,0,300,122831.00,166724.00,471643.183485505,468442.410526505,True,0.4000,c0.00075_s0.002
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.4058292,100,18940.5829200,1840.5829200,14.205437,0,0,14.205437,18926.3774830,301718.41052618,320644.78800918,100,0,167796.00,150696.00,469514.41052618,471340.78800918,True,0.4000,c0.00075_s0.002
