strategy,event_type,mark_price_basis,order_status,event_timestamp,symbol,side,planned_shares,planned_price,planned_notional,planned_fee,signal_date,execution_date,order_id,cost_rate,lot_size,filled_shares,filled_price,filled_notional,fee,reject_reason,remaining_shares,event_date,source_reason,cash_delta,share_delta
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,002021,BUY,17900.0,2.7800000000000002,49762.00000000001,37.32150000000001,2024-01-02,2024-01-03,2024-01-02:002021:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,002021,BUY,17900.0,,,,2024-01-02,2024-01-03,2024-01-02:002021:BUY,,,17900.0,2.4023999999999996,43002.95999999999,32.252219999999994,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,600589,BUY,13500.0,3.6850000000000005,49747.50000000001,37.31062500000001,2024-01-02,2024-01-03,2024-01-02:600589:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,600589,BUY,13500.0,,,,2024-01-02,2024-01-03,2024-01-02:600589:BUY,,,13500.0,3.5235199999999995,47567.52,35.67564,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,603030,BUY,16300.0,3.058,49845.399999999994,37.384049999999995,2024-01-02,2024-01-03,2024-01-02:603030:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,603030,BUY,16300.0,,,,2024-01-02,2024-01-03,2024-01-02:603030:BUY,,,16300.0,2.7727699999999995,45196.15099999999,33.89711325,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,920061,BUY,1500.0,32.285000000000004,48427.50000000001,36.32062500000001,2024-01-02,2024-01-03,2024-01-02:920061:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,920061,BUY,1500.0,,,,2024-01-02,2024-01-03,2024-01-02:920061:BUY,,,1500.0,28.868839999999995,43303.259999999995,32.477444999999996,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,920198,BUY,3800.0,12.980000000000002,49324.00000000001,36.99300000000001,2024-01-02,2024-01-03,2024-01-02:920198:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,920198,BUY,3800.0,,,,2024-01-02,2024-01-03,2024-01-02:920198:BUY,,,3800.0,11.561549999999999,43933.88999999999,32.95041749999999,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,920284,BUY,3100.0,15.972000000000001,49513.200000000004,37.1349,2024-01-02,2024-01-03,2024-01-02:920284:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,920284,BUY,3100.0,,,,2024-01-02,2024-01-03,2024-01-02:920284:BUY,,,3100.0,14.49448,44932.888,33.699666,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,920375,BUY,2000.0,24.629,49258.0,36.9435,2024-01-02,2024-01-03,2024-01-02:920375:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,920375,BUY,2000.0,,,,2024-01-02,2024-01-03,2024-01-02:920375:BUY,,,2000.0,22.422399999999996,44844.799999999996,33.633599999999994,,0.0,,,,
