strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2025-06-04,2025-06-03,4433.133397499958,516256.76999999996,520689.90339749993,1.041379806795,5,0.991486039255661,0,0.0,5,5,500000.0,5,1.0,0
baseline_full_dynamic_factor_industry_cap2,2025-06-05,2025-06-04,4433.133397499958,508470.3,512903.43339749996,1.025806866795,5,0.9913567874402114,5,516182.79000000004,5,0,520615.9233975,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-06,2025-06-05,4433.133397499958,508718.77,513151.9033975,1.0263038067949999,5,0.9913609725148658,5,499487.74,5,0,503920.87339749996,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-09,2025-06-06,4433.133397499958,537128.4199999999,541561.5533974998,1.0831231067949998,5,0.9918141652233462,5,516998.26,5,0,521431.3933975,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-06-10,2025-06-09,4433.133397499958,542636.1,547069.2333974999,1.0941384667949998,5,0.9918965770201177,5,531850.9,5,0,536284.0333974999,5,1.0,3
baseline_full_dynamic_factor_industry_cap2,2025-06-11,2025-06-10,4433.133397499958,547984.9,552418.0333974999,1.104836066795,5,0.9919750385948932,5,547254.8099999999,5,0,551687.9433974999,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-06-12,2025-06-11,4433.133397499958,559362.36,563795.4933974999,1.1275909867949998,5,0.9921369832689061,5,545961.7899999999,5,0,550394.9233974998,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-13,2025-06-12,4433.133397499958,562389.8200000001,566822.9533975,1.133645906795,5,0.9921789804542529,5,563357.23,5,0,567790.3633974999,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-16,2025-06-13,4433.133397499958,586041.51,590474.6433974999,1.1809492867949998,5,0.9924922544141906,5,568728.62,5,0,573161.7533974999,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-17,2025-06-16,4433.133397499958,583721.21,588154.3433974999,1.1763086867949997,5,0.9924626359606703,5,584211.39,5,0,588644.5233974999,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-06-18,2025-06-17,5223.476582499949,586596.1,591819.5765824999,1.183639153165,5,0.9911738698934848,0,0.0,5,9,585467.7933975,5,1.0,0
baseline_full_dynamic_factor_industry_cap2,2025-06-19,2025-06-18,3234.6243324999523,553639.28,556873.9043325,1.113747808665,5,0.9941914600283216,4,478474.02,5,2,606697.4965824999,5,1.0,3
baseline_full_dynamic_factor_industry_cap2,2025-06-20,2025-06-19,3234.6243324999523,564864.94,568099.5643324999,1.1361991286649997,5,0.9943062369070806,5,544016.5,5,0,547251.1243324999,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-23,2025-06-20,3234.6243324999523,594918.48,598153.1043324999,1.1963062086649998,5,0.9945923137252467,5,565777.96,5,0,569012.5843324999,5,1.0,3
baseline_full_dynamic_factor_industry_cap2,2025-06-24,2025-06-23,3234.6243324999523,609424.2,612658.8243324999,1.2253176486649997,5,0.9947203497215207,5,591262.22,5,0,594496.8443324999,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-06-25,2025-06-24,3234.6243324999523,623192.4199999999,626427.0443324998,1.2528540886649997,5,0.9948363909863651,5,597392.2,5,0,600626.8243324999,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-26,2025-06-25,3234.6243324999523,620303.26,623537.8843324999,1.2470757686649998,5,0.9948124654270805,5,620234.62,5,0,623469.2443324999,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-27,2025-06-26,3234.6243324999523,632350.04,635584.6643325,1.2711693286649999,5,0.9949107892087091,5,621633.28,5,0,624867.9043325,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-06-30,2025-06-27,3234.6243324999523,651123.4400000001,654358.0643325,1.308716128665,5,0.9950567976329603,5,632974.6599999999,5,0,636209.2843324998,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-01,2025-06-30,3234.6243324999523,625424.26,628658.8843324999,1.257317768665,5,0.9948547226276228,5,647253.62,5,0,650488.2443324999,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-02,2025-07-01,19398.532277500053,592626.4099999999,612024.9422774999,1.2240498845549999,5,0.9683043436018912,1,98427.0,5,7,621851.1643325,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-03,2025-07-02,2095.373515000072,615907.63,618003.0035150001,1.2360060070300003,5,0.9966094444475475,3,366503.68999999994,5,3,612464.2222775,5,1.0,2
baseline_full_dynamic_factor_industry_cap2,2025-07-04,2025-07-03,98.87726500007216,617124.04,617222.917265,1.23444583453,5,0.999839802991376,4,483528.91000000003,5,1,615299.2835150001,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-07,2025-07-04,908.8616125000699,614968.0299999999,615876.8916125,1.2317537832249998,5,0.9985242803799304,4,485016.91,5,2,617049.7872649999,5,1.0,3
baseline_full_dynamic_factor_industry_cap2,2025-07-08,2025-07-07,908.8616125000699,630263.9,631172.7616125001,1.262345523225,5,0.9985600430376969,5,613888.11,5,0,614796.9716125,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-09,2025-07-08,908.8616125000699,615231.13,616139.9916125,1.232279983225,5,0.9985249105319045,5,629853.24,5,0,630762.1016125,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-10,2025-07-09,908.8616125000699,606818.03,607726.8916125001,1.215453783225,5,0.9985044900512983,5,617113.2,5,0,618022.0616125,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-11,2025-07-10,908.8616125000699,617642.45,618551.3116125,1.237102623225,5,0.9985306609242639,5,605997.53,5,0,606906.3916125001,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-14,2025-07-11,908.8616125000699,614599.2,615508.0616125,1.231016123225,5,0.9985233960866101,5,617977.62,5,0,618886.4816125,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-15,2025-07-14,908.8616125000699,626172.61,627081.4716125,1.254162943225,5,0.9985506482751548,5,617414.3,5,0,618323.1616125001,5,1.0,5
baseline_full_dynamic_factor_industry_cap2,2025-07-16,2025-07-15,22960.757745000068,591409.8200000001,614370.5777450001,1.2287411554900003,5,0.9626271853231062,2,260799.08000000002,5,6,624006.3916125001,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-17,2025-07-16,2108.957020000089,649439.37,651548.3270200001,1.3030966540400002,5,0.9967631610234564,4,480371.9,5,2,617066.957745,5,1.0,2
baseline_full_dynamic_factor_industry_cap2,2025-07-18,2025-07-17,2108.957020000089,630756.96,632865.91702,1.2657318340400001,5,0.996667608472375,5,660795.38,5,0,662904.3370200001,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-21,2025-07-18,2108.957020000089,627271.11,629380.0670200001,1.25876013404,5,0.996649151871006,4,486367.16000000003,5,0,634874.3470200001,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-22,2025-07-21,2134.0108725000755,628004.22,630138.2308725,1.260276461745,5,0.9966134242171829,4,488091.76,5,2,631970.2470200001,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-23,2025-07-22,2134.0108725000755,620675.5,622809.5108725,1.245619021745,5,0.9965735737247967,5,613699.96,5,0,615833.9708725,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-24,2025-07-23,2134.0108725000755,628734.24,630868.2508725,1.261736501745,5,0.9966173430513445,5,621375.26,5,0,623509.2708725,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-25,2025-07-24,2134.0108725000755,624091.24,626225.2508725,1.252450501745,5,0.9965922631361052,5,627959.26,5,0,630093.2708725,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-28,2025-07-25,2134.0108725000755,644072.06,646206.0708725001,1.292412141745,5,0.9966976310364607,5,626757.26,5,0,628891.2708725,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-07-29,2025-07-28,2134.0108725000755,675367.06,677501.0708725001,1.3550021417450002,5,0.9968501734325648,5,645654.22,5,0,647788.2308725,5,1.0,2
baseline_full_dynamic_factor_industry_cap2,2025-07-30,2025-07-29,20549.212647500128,626397.18,646946.3926475001,1.2938927852950004,5,0.968236606802294,2,281229.0,5,5,672943.2908725,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-07-31,2025-07-30,1008.344647500111,632415.8400000001,633424.1846475002,1.2668483692950003,5,0.9984081052287872,3,388956.51999999996,5,4,637825.7326475001,5,1.0,1
baseline_full_dynamic_factor_industry_cap2,2025-08-01,2025-07-31,1008.344647500111,602894.5,603902.8446475001,1.2078056892950002,5,0.9983302866405793,5,621632.34,5,0,622640.6846475,5,1.0,2
baseline_full_dynamic_factor_industry_cap2,2025-08-04,2025-08-01,1008.344647500111,599301.54,600309.8846475001,1.2006197692950002,5,0.9983202931131274,5,603314.12,5,0,604322.4646475001,5,1.0,3
baseline_full_dynamic_factor_industry_cap2,2025-08-05,2025-08-04,20014.830782500096,582094.26,602109.0907825001,1.2042181815650002,5,0.9667587965554733,4,448677.18,5,2,599089.5246475,5,1.0,2
baseline_full_dynamic_factor_industry_cap2,2025-08-06,2025-08-05,20014.830782500096,565159.0,585173.8307825001,1.1703476615650001,5,0.9657967774195643,5,574753.9,5,0,594768.7307825001,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-08-07,2025-08-06,20014.830782500096,572738.44,592753.2707825,1.1855065415650001,5,0.9662341284830394,5,559703.26,5,0,579718.0907825001,5,1.0,4
baseline_full_dynamic_factor_industry_cap2,2025-08-08,2025-08-07,20014.830782500096,586953.2,606968.0307825,1.2139360615650001,5,0.9670249012016381,5,564741.16,5,0,584755.9907825001,5,1.0,4
