strategy,trade_date,industry,weight,market_value
production_governed_vol_position_v1_2b_gate_tuned,2026-06-04,元器件,0.6403651621004119,466105.0
production_governed_vol_position_v1_2b_gate_tuned,2026-06-03,元器件,0.6401412209521179,459056.0
production_governed_vol_position_v1_2b_gate_tuned,2026-06-02,元器件,0.6395902319536075,454847.0
production_governed_vol_position_v1_2b_gate_tuned,2026-06-05,元器件,0.6392689820055736,456572.41000000003
production_governed_vol_position_v1_2b_gate_tuned,2026-06-08,元器件,0.6291730152723389,434754.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-01,半导体,0.5992728530515025,290160.0
production_governed_vol_position_v1_2b_gate_tuned,2025-08-28,半导体,0.599050514224681,293150.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-08,半导体,0.5931119915625306,276510.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-03,半导体,0.5930810013742603,275600.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-02,半导体,0.5900193639147074,276263.0
production_governed_vol_position_v1_2b_gate_tuned,2025-08-29,半导体,0.5889972445602029,278421.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-10,半导体,0.5862149061260437,267280.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-09,半导体,0.5851285390064759,265694.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-05,半导体,0.5795698397257436,260013.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-04,半导体,0.5767990553535025,254020.0
production_governed_vol_position_v1_2b_gate_tuned,2026-06-09,元器件,0.5241645582250302,377216.0
production_governed_vol_position_v1_2b_gate_tuned,2024-12-30,半导体,0.5138630595884268,224443.44
production_governed_vol_position_v1_2b_gate_tuned,2025-01-10,半导体,0.506469107134633,209348.36
production_governed_vol_position_v1_2b_gate_tuned,2024-12-31,半导体,0.5041071584695261,213422.56
production_governed_vol_position_v1_2b_gate_tuned,2025-01-13,半导体,0.499913700886951,203184.8
production_governed_vol_position_v1_2b_gate_tuned,2026-05-29,元器件,0.49812706455321676,351981.24
production_governed_vol_position_v1_2b_gate_tuned,2026-06-01,元器件,0.4974734658098217,344191.0
production_governed_vol_position_v1_2b_gate_tuned,2026-05-28,元器件,0.49425587383376113,351027.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-29,半导体,0.4930517661451047,257306.65999999997
production_governed_vol_position_v1_2b_gate_tuned,2025-01-02,半导体,0.4907751089262185,199685.2
production_governed_vol_position_v1_2b_gate_tuned,2025-01-09,半导体,0.4887123513971508,196864.72
production_governed_vol_position_v1_2b_gate_tuned,2025-01-07,半导体,0.4867586164269409,195193.44
production_governed_vol_position_v1_2b_gate_tuned,2026-05-27,元器件,0.4847228487003222,342290.0
production_governed_vol_position_v1_2b_gate_tuned,2025-01-08,半导体,0.4844282698243027,193052.08
production_governed_vol_position_v1_2b_gate_tuned,2024-07-17,汽车整车,0.4822936621554222,239325.6
production_governed_vol_position_v1_2b_gate_tuned,2025-01-03,半导体,0.4813571097987697,189918.04
production_governed_vol_position_v1_2b_gate_tuned,2025-08-26,软件服务,0.48103580180968164,229283.98
production_governed_vol_position_v1_2b_gate_tuned,2026-03-10,半导体,0.479211323270224,284096.64
production_governed_vol_position_v1_2b_gate_tuned,2025-01-06,半导体,0.4749760380151243,186261.4
production_governed_vol_position_v1_2b_gate_tuned,2025-08-27,软件服务,0.4734608634195255,219472.96
production_governed_vol_position_v1_2b_gate_tuned,2026-05-12,元器件,0.4733567502085787,301585.0
production_governed_vol_position_v1_2b_gate_tuned,2026-05-13,元器件,0.4726862588225054,308831.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-09,半导体,0.4712154869199427,270352.16000000003
production_governed_vol_position_v1_2b_gate_tuned,2026-05-14,元器件,0.4698909163840318,302372.0
production_governed_vol_position_v1_2b_gate_tuned,2026-01-30,黄金,0.4648879705955309,269660.0
production_governed_vol_position_v1_2b_gate_tuned,2026-05-15,元器件,0.4625854635869044,292137.99999999994
production_governed_vol_position_v1_2b_gate_tuned,2025-08-25,软件服务,0.4615692474257189,212622.12
production_governed_vol_position_v1_2b_gate_tuned,2026-05-19,元器件,0.4608071313811112,298480.0
production_governed_vol_position_v1_2b_gate_tuned,2026-05-18,元器件,0.460311740317294,293672.0
production_governed_vol_position_v1_2b_gate_tuned,2025-09-30,半导体,0.4588222944406027,243597.34
production_governed_vol_position_v1_2b_gate_tuned,2026-03-18,半导体,0.4584813390486029,299515.44
production_governed_vol_position_v1_2b_gate_tuned,2025-10-09,半导体,0.45629865294554606,245368.7
production_governed_vol_position_v1_2b_gate_tuned,2026-05-21,元器件,0.45504521134615394,299387.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-17,半导体,0.4535313749024682,283498.56
production_governed_vol_position_v1_2b_gate_tuned,2025-08-19,软件服务,0.4506380779028958,203109.14
production_governed_vol_position_v1_2b_gate_tuned,2025-10-10,半导体,0.4504828146018503,231717.48
production_governed_vol_position_v1_2b_gate_tuned,2026-05-20,元器件,0.4502012646467636,296241.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-16,半导体,0.4495461535361462,281944.88
production_governed_vol_position_v1_2b_gate_tuned,2026-05-22,元器件,0.447749789796128,302922.0
production_governed_vol_position_v1_2b_gate_tuned,2026-05-25,元器件,0.4447208191597309,310002.0
production_governed_vol_position_v1_2b_gate_tuned,2026-02-02,黄金,0.4441184532579868,242704.0
production_governed_vol_position_v1_2b_gate_tuned,2025-08-22,软件服务,0.4426737155749425,196239.38
production_governed_vol_position_v1_2b_gate_tuned,2025-10-13,半导体,0.4426109303325816,227610.32
production_governed_vol_position_v1_2b_gate_tuned,2026-03-19,半导体,0.4425916833917754,276290.96
production_governed_vol_position_v1_2b_gate_tuned,2025-10-15,半导体,0.4384929131036098,219653.18
production_governed_vol_position_v1_2b_gate_tuned,2025-10-16,半导体,0.4381633821026324,218559.21999999997
production_governed_vol_position_v1_2b_gate_tuned,2026-03-20,半导体,0.4378711931728409,265495.60000000003
production_governed_vol_position_v1_2b_gate_tuned,2026-02-03,黄金,0.4373331384707008,241354.0
production_governed_vol_position_v1_2b_gate_tuned,2025-10-14,半导体,0.4371726216202359,218367.02000000002
production_governed_vol_position_v1_2b_gate_tuned,2025-08-20,软件服务,0.4350385914655958,191100.8
production_governed_vol_position_v1_2b_gate_tuned,2025-08-21,软件服务,0.4330795115284462,188173.4
production_governed_vol_position_v1_2b_gate_tuned,2025-08-18,软件服务,0.4304307978077356,189295.06
production_governed_vol_position_v1_2b_gate_tuned,2026-03-13,半导体,0.4291100791822516,256309.92
production_governed_vol_position_v1_2b_gate_tuned,2026-02-27,玻璃,0.4290481919427227,268640.0
production_governed_vol_position_v1_2b_gate_tuned,2026-02-26,玻璃,0.4285049525775034,260040.00000000003
production_governed_vol_position_v1_2b_gate_tuned,2026-02-04,黄金,0.4266936113113023,233179.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-12,软件服务,0.42574610782501743,176793.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-14,软件服务,0.4251998538384949,176582.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-08,软件服务,0.4247603107837334,176007.62
production_governed_vol_position_v1_2b_gate_tuned,2026-02-25,玻璃,0.4245632920016815,247160.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-09,软件服务,0.4233458625506792,174638.14
production_governed_vol_position_v1_2b_gate_tuned,2025-05-13,软件服务,0.42235763787718,173741.0
production_governed_vol_position_v1_2b_gate_tuned,2026-02-05,黄金,0.421955948294675,222369.0
production_governed_vol_position_v1_2b_gate_tuned,2026-02-09,黄金,0.4205228200912809,222959.0
production_governed_vol_position_v1_2b_gate_tuned,2026-02-06,黄金,0.41939692236114356,219243.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-02,玻璃,0.4186365147611033,259000.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-21,软件服务,0.41820496320626,170427.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-15,软件服务,0.4154634495964684,168807.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-16,软件服务,0.41449576089061213,168473.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-19,软件服务,0.41213380226433216,166281.0
production_governed_vol_position_v1_2b_gate_tuned,2025-05-20,软件服务,0.4107359354218433,165199.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-11,半导体,0.404876125839866,239163.83999999997
production_governed_vol_position_v1_2b_gate_tuned,2026-03-12,半导体,0.404066281690552,235047.52
production_governed_vol_position_v1_2b_gate_tuned,2026-02-10,黄金,0.3971928026263624,210280.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-05,玻璃,0.3961494529476732,226960.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-03,玻璃,0.3952650255541874,224860.0
production_governed_vol_position_v1_2b_gate_tuned,2024-12-13,软件服务,0.39215764283429977,173490.2
production_governed_vol_position_v1_2b_gate_tuned,2026-03-04,玻璃,0.3900767011408732,221580.0
production_governed_vol_position_v1_2b_gate_tuned,2026-03-06,玻璃,0.3859666925023629,220580.0
production_governed_vol_position_v1_2b_gate_tuned,2026-02-24,玻璃,0.3846095214979205,207720.0
production_governed_vol_position_v1_2b_gate_tuned,2026-01-16,软件服务,0.38309545667698297,215952.0
production_governed_vol_position_v1_2b_gate_tuned,2026-04-17,通信设备,0.3754817149287514,230482.0
production_governed_vol_position_v1_2b_gate_tuned,2026-04-20,通信设备,0.3751713634051014,236319.0
production_governed_vol_position_v1_2b_gate_tuned,2026-01-15,软件服务,0.3742439798234579,228105.0
production_governed_vol_position_v1_2b_gate_tuned,2026-04-28,银行,0.3706788036394146,232192.0
