strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason
baseline_full_dynamic_factor_industry_cap2,2026-01-06,300058,蓝色光标,广告包装,BUY,13.6,7300,99280.0,74.46000000000001,400645.54,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,300136,信维通信,元器件,BUY,63.5,1500,95250.0,71.4375,305324.1025,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,300857,协创数据,IT设备,BUY,261.1514,300,78345.42000000001,58.759065000000014,226919.92343499995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,601698,中国卫通,电信运营,BUY,39.98,2500,99949.99999999999,74.96249999999999,126894.96093499997,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,603667,五洲新春,机械基件,BUY,74.46,1300,96797.99999999999,72.59849999999999,30024.36243499999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-07,000792,盐湖股份,农药化肥,BUY,32.35,200,6470.0,4.8525,23549.509934999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-07,002131,利欧股份,互联网,BUY,6.63,1100,7293.0,5.46975,16251.040184999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-07,002465,海格通信,通信设备,BUY,19.98,300,5994.0,4.4955,10252.544684999986,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-08,002413,雷科防务,通信设备,BUY,16.4,100,1639.9999999999998,1.2299999999999998,8611.314684999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-09,002195,岩山科技,软件服务,BUY,10.34,200,2068.0,1.551,6541.763684999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-09,600435,北方导航,专用机械,BUY,20.56,100,2056.0,1.542,4484.221684999988,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-16,002716,湖南白银,小金属,BUY,10.52,400,4208.0,3.156,273.06568499998775,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300058,蓝色光标,广告包装,SELL,17.6,7300,128480.00000000001,96.36000000000001,128656.70568500001,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300136,信维通信,元器件,SELL,81.0,1500,121500.0,91.125,250065.580685,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300857,协创数据,IT设备,SELL,269.5187,300,80855.61,60.6417075,330860.5489775,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,601698,中国卫通,电信运营,SELL,39.79,2500,99475.0,74.60625,430260.9427275,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,603667,五洲新春,机械基件,SELL,89.0,1300,115700.0,86.775,545874.1677275,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,002028,思源电气,电气设备,BUY,202.45,500,101225.0,75.91875,444573.24897749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,002156,通富微电,半导体,BUY,47.7,2200,104940.0,78.705,339554.54397749994,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300567,精测电子,电器仪表,BUY,143.03,700,100121.0,75.09075,239358.45322749994,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300751,迈为股份,专用机械,BUY,259.0,400,103600.0,77.7,135680.75322749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,603179,新泉股份,汽车配件,BUY,103.85,1000,103850.0,77.8875,31752.865727499957,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,000792,盐湖股份,农药化肥,SELL,34.69,200,6938.0,5.2035,38685.66222749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,002131,利欧股份,互联网,SELL,9.36,1100,10296.0,7.722,48973.94022749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,002465,海格通信,通信设备,SELL,17.52,300,5256.0,3.942,54225.99822749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,001337,四川黄金,黄金,BUY,41.0,400,16400.0,12.3,37813.69822749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,002546,新联电子,电气设备,BUY,9.7744,1800,17593.92,13.19544,20206.58278749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,601179,中国西电,电气设备,BUY,15.4,1100,16940.0,12.705,3253.877787499947,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-22,002413,雷科防务,通信设备,SELL,13.17,100,1317.0,0.98775,4569.890037499947,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,002195,岩山科技,软件服务,SELL,10.12,200,2023.9999999999998,1.5179999999999998,6592.372037499947,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,600435,北方导航,专用机械,SELL,17.56,100,1755.9999999999998,1.317,8347.055037499946,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,600176,中国巨石,玻璃,BUY,21.04,100,2104.0,1.578,6241.477037499946,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-26,000060,中金岭南,铅锌,BUY,8.08,300,2424.0,1.818,3815.659037499946,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-26,600497,驰宏锌锗,铅锌,BUY,10.41,200,2082.0,1.5615,1732.0975374999462,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-30,002716,湖南白银,小金属,SELL,19.04,400,7616.0,5.712,9342.385537499946,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-30,600489,中金黄金,黄金,BUY,36.9,200,7380.0,5.535,1956.8505374999459,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002028,思源电气,电气设备,SELL,185.2,500,92600.0,69.45,94487.40053749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002156,通富微电,半导体,SELL,50.0,2200,110000.0,82.5,204404.90053749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,300567,精测电子,电器仪表,SELL,131.0,700,91700.0,68.775,296036.12553749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,300751,迈为股份,专用机械,SELL,322.0,400,128800.0,96.60000000000001,424739.5255374999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,603179,新泉股份,汽车配件,SELL,86.27,1000,86270.0,64.7025,510944.8230374999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,001330,博纳影业,影视音像,BUY,10.17,10000,101700.0,76.275,409168.5480374999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002009,天奇股份,工程机械,BUY,29.81,3400,101354.0,76.0155,307738.5325374999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002491,通鼎互联,通信设备,BUY,8.6,11800,101480.0,76.11,206182.42253749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,601869,长飞光纤,通信设备,BUY,160.0,600,96000.0,72.0,110110.42253749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,603629,利通电子,元器件,BUY,40.0,2500,100000.0,75.0,10035.422537499922,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,001337,四川黄金,黄金,SELL,56.06,400,22424.0,16.818,32442.604537499923,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,002546,新联电子,电气设备,SELL,9.1356,1800,16444.08,12.333060000000001,48874.35147749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,601179,中国西电,电气设备,SELL,15.7,1100,17270.0,12.9525,66131.39897749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,002149,西部材料,小金属,BUY,55.39,300,16617.0,12.46275,49501.93622749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,002938,鹏鼎控股,元器件,BUY,62.46,300,18738.0,14.0535,30749.88272749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-05,300316,晶盛机电,专用机械,BUY,57.55,500,28775.0,21.58125,1953.301477499921,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,600176,中国巨石,玻璃,SELL,21.89,100,2189.0,1.64175,4140.659727499921,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,002342,巨力索具,机械基件,BUY,18.9,200,3779.9999999999995,2.8349999999999995,357.82472749992166,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,000060,中金岭南,铅锌,SELL,7.0,300,2100.0,1.575,2456.249727499922,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,600497,驰宏锌锗,铅锌,SELL,8.88,200,1776.0000000000002,1.3320000000000003,4230.917727499922,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-10,002218,拓日新能,新型电力,BUY,7.85,200,1570.0,1.1775,2659.740227499922,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-10,603618,杭电股份,电气设备,BUY,13.57,100,1357.0,1.01775,1301.7224774999222,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-13,600489,中金黄金,黄金,SELL,29.99,200,5998.0,4.4985,7295.2239774999225,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-13,002842,翔鹭钨业,小金属,BUY,37.59,100,3759.0000000000005,2.8192500000000003,3533.404727499922,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,001330,博纳影业,影视音像,SELL,10.34,10000,103400.0,77.55,106855.85472749991,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,002009,天奇股份,工程机械,SELL,34.44,3400,117095.99999999999,87.82199999999999,223864.0327274999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,002491,通鼎互联,通信设备,SELL,10.18,11800,120124.0,90.093,343897.9397274999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,601869,长飞光纤,通信设备,SELL,240.0,600,144000.0,108.0,487789.9397274999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,603629,利通电子,元器件,SELL,55.99,2500,139975.0,104.98125,627659.9584774999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,002008,大族激光,专用机械,BUY,58.6,2100,123060.0,92.295,504507.6634774999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,300008,天海防务,船舶,BUY,9.51,13200,125532.0,94.149,378881.5144774999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,605289,罗曼股份,建筑工程,BUY,100.24,1200,120288.0,90.21600000000001,258503.29847749986,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,688309,恒誉环保,环境保护,BUY,37.01,3300,122133.0,91.59975,136278.69872749987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,688702,盛科通信-U,半导体,BUY,200.62,600,120372.0,90.279,15816.419727499873,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,002149,西部材料,小金属,SELL,48.1,300,14430.0,10.8225,30235.59722749987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,002938,鹏鼎控股,元器件,SELL,58.95,300,17685.0,13.26375,47907.33347749987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,300395,菲利华,玻璃,BUY,123.02,100,12302.0,9.2265,35596.106977499876,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,603256,宏和科技,玻璃,BUY,81.58,200,16316.0,12.237,19267.869977499875,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-27,300316,晶盛机电,专用机械,SELL,54.91,500,27455.0,20.59125,46702.27872749987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-27,000657,中钨高新,小金属,BUY,60.6,700,42420.0,31.815,4250.463727499868,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-02,002342,巨力索具,机械基件,SELL,15.7,200,3140.0,2.355,7388.108727499868,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-02,600487,亨通光电,通信设备,BUY,46.0,100,4600.0,3.45,2784.6587274998683,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-04,002218,拓日新能,新型电力,SELL,5.91,200,1182.0,0.8865000000000001,3965.772227499868,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-04,603618,杭电股份,电气设备,SELL,16.98,100,1698.0,1.2735,5662.498727499868,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-04,601872,招商轮船,水运,BUY,18.8,100,1880.0,1.41,3781.0887274998686,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-05,600759,洲际油气,石油开采,BUY,8.24,400,3296.0,2.472,482.6167274998684,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-09,002842,翔鹭钨业,小金属,SELL,42.56,100,4256.0,3.192,4735.424727499869,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,002008,大族激光,专用机械,SELL,73.27,2100,153867.0,115.40025,158487.02447749986,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,300008,天海防务,船舶,SELL,9.0,13200,118800.0,89.10000000000001,277197.92447749985,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,605289,罗曼股份,建筑工程,SELL,133.31,1200,159972.0,119.979,437049.94547749986,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,688309,恒誉环保,环境保护,SELL,56.37,3300,186021.0,139.51575,622931.4297274998,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,688702,盛科通信-U,半导体,SELL,205.7,600,123420.0,92.565,746258.8647274999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,000988,华工科技,专用机械,BUY,122.99,1200,147588.0,110.691,598560.1737274999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-11,002015,协鑫能科,新型电力,BUY,18.01,8200,147682.0,110.7615,450767.4122274999,rebalance_unlocked
