strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,score_liq_breakout_adj,liquidity_detail_score,s_breakout,s_liquidity,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
tiered_liquidity_then_bs_v2,2026-02-13,2026-02-24,2026-03-09,10,10,5,002378,章源钨业,,0,bs_score_v2,70.17,76.12,76.12,89.95510891451585,98.24,28.89,96.41222771371042,87.22313747025444,97.03459637561778,45.14003294892916,70.17,,,,,,,31.92,44.91,0.40695488721804485
liq20_score_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,603533,掌阅科技,,0,score,81.25,81.25,81.25,80.4987808896211,99.86,24.26,99.72542559033498,87.80889621087314,96.83324180853012,5.107084019769357,67.17,,,,,,,35.83,27.42,-0.23471950879151537
liq20_score_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688702,盛科通信-U,,0,score,79.72,79.72,79.72,86.3398352553542,99.86,26.53,97.76679480139117,92.14717188358044,80.65165659893832,54.93318689364818,64.78,,,,,,,190.0,192.03,0.010684210526315852
liq20_score_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,score,79.71,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_score_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688510,航亚科技,,0,score,79.61,79.61,79.61,70.94927329306242,99.67,24.07,93.35529928610653,54.76844224784917,69.88833974006955,14.863628043199705,73.05,,,,,,,43.74,39.59,-0.09487882944673065
liq20_score_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,score,78.8,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_score_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,score,82.1013,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_score_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,603533,掌阅科技,,0,score,81.25,81.25,81.25,80.4987808896211,99.86,24.26,99.72542559033498,87.80889621087314,96.83324180853012,5.107084019769357,67.17,,,,,,,35.83,27.42,-0.23471950879151537
liq20_score_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,score,81.164,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_score_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688702,盛科通信-U,,0,score,79.72,79.72,79.72,86.3398352553542,99.86,26.53,97.76679480139117,92.14717188358044,80.65165659893832,54.93318689364818,64.78,,,,,,,190.0,192.03,0.010684210526315852
liq20_score_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688510,航亚科技,,0,score,79.61,79.61,79.61,70.94927329306242,99.67,24.07,93.35529928610653,54.76844224784917,69.88833974006955,14.863628043199705,73.05,,,,,,,43.74,39.59,-0.09487882944673065
liq20_score_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,score,83.6955,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_score_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,score,82.74,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_score_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,603533,掌阅科技,,0,score,81.25,81.25,81.25,80.4987808896211,99.86,24.26,99.72542559033498,87.80889621087314,96.83324180853012,5.107084019769357,67.17,,,,,,,35.83,27.42,-0.23471950879151537
liq20_score_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002008,大族激光,,1,score,80.6925,76.85,76.85,84.46961742632254,98.77,28.53,95.46036976020501,72.43272926963206,94.2339373970346,23.375434742815305,70.87,,,,,TRADE,,54.73,67.77,0.23826055179974426
liq20_score_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688702,盛科通信-U,,0,score,79.72,79.72,79.72,86.3398352553542,99.86,26.53,97.76679480139117,92.14717188358044,80.65165659893832,54.93318689364818,64.78,,,,,,,190.0,192.03,0.010684210526315852
liq20_score_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,score,86.0868,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_score_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,score,85.104,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_score_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002008,大族激光,,1,score,82.998,76.85,76.85,84.46961742632254,98.77,28.53,95.46036976020501,72.43272926963206,94.2339373970346,23.375434742815305,70.87,,,,,TRADE,,54.73,67.77,0.23826055179974426
liq20_score_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,603533,掌阅科技,,0,score,81.25,81.25,81.25,80.4987808896211,99.86,24.26,99.72542559033498,87.80889621087314,96.83324180853012,5.107084019769357,67.17,,,,,,,35.83,27.42,-0.23471950879151537
liq20_score_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002837,英维克,,1,score,80.8704,74.88,74.88,89.88095917993776,98.81,29.77,96.50375251693208,86.34449935932638,99.24949661358228,30.477759472817134,68.45,,,,,WATCH,,112.01,97.0,-0.13400589233104188
liq20_bs_score_v2_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,bs_score_v2,73.78,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_bs_score_v2_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688510,航亚科技,,0,bs_score_v2,73.05,79.61,79.61,70.94927329306242,99.67,24.07,93.35529928610653,54.76844224784917,69.88833974006955,14.863628043199705,73.05,,,,,,,43.74,39.59,-0.09487882944673065
liq20_bs_score_v2_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,bs_score_v2,72.05,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_bs_score_v2_b_bonus_0pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002008,大族激光,,1,bs_score_v2,70.87,76.85,76.85,84.46961742632254,98.77,28.53,95.46036976020501,72.43272926963206,94.2339373970346,23.375434742815305,70.87,,,,,TRADE,,54.73,67.77,0.23826055179974426
liq20_bs_score_v2_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,bs_score_v2,75.99340000000001,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_bs_score_v2_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,bs_score_v2,74.2115,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_bs_score_v2_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688510,航亚科技,,0,bs_score_v2,73.05,79.61,79.61,70.94927329306242,99.67,24.07,93.35529928610653,54.76844224784917,69.88833974006955,14.863628043199705,73.05,,,,,,,43.74,39.59,-0.09487882944673065
liq20_bs_score_v2_b_bonus_3pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002008,大族激光,,1,bs_score_v2,72.99610000000001,76.85,76.85,84.46961742632254,98.77,28.53,95.46036976020501,72.43272926963206,94.2339373970346,23.375434742815305,70.87,,,,,TRADE,,54.73,67.77,0.23826055179974426
liq20_bs_score_v2_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,bs_score_v2,77.46900000000001,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_bs_score_v2_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,bs_score_v2,75.6525,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_bs_score_v2_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002008,大族激光,,1,bs_score_v2,74.41350000000001,76.85,76.85,84.46961742632254,98.77,28.53,95.46036976020501,72.43272926963206,94.2339373970346,23.375434742815305,70.87,,,,,TRADE,,54.73,67.77,0.23826055179974426
liq20_bs_score_v2_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688510,航亚科技,,0,bs_score_v2,73.05,79.61,79.61,70.94927329306242,99.67,24.07,93.35529928610653,54.76844224784917,69.88833974006955,14.863628043199705,73.05,,,,,,,43.74,39.59,-0.09487882944673065
liq20_bs_score_v2_b_bonus_5pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002837,英维克,,1,bs_score_v2,71.8725,74.88,74.88,89.88095917993776,98.81,29.77,96.50375251693208,86.34449935932638,99.24949661358228,30.477759472817134,68.45,,,,,WATCH,,112.01,97.0,-0.13400589233104188
liq20_bs_score_v2_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,000738,航发控制,,1,bs_score_v2,79.6824,78.8,78.8,85.71824272377815,99.08,28.64,95.8264689730917,81.56690463115504,93.3369943254622,21.306974190005494,73.78,,,,,TRADE,,29.65,25.74,-0.13187183811129854
liq20_bs_score_v2_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,600862,中航高科,,1,bs_score_v2,77.81400000000001,79.71,79.71,80.88840563792786,98.57,26.79,93.79461834157057,67.54530477759472,94.1790225151016,21.508328757093174,72.05,,,,,TRADE,,27.01,26.11,-0.033320992225101875
liq20_bs_score_v2_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002008,大族激光,,1,bs_score_v2,76.53960000000001,76.85,76.85,84.46961742632254,98.77,28.53,95.46036976020501,72.43272926963206,94.2339373970346,23.375434742815305,70.87,,,,,TRADE,,54.73,67.77,0.23826055179974426
liq20_bs_score_v2_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,002837,英维克,,1,bs_score_v2,73.926,74.88,74.88,89.88095917993776,98.81,29.77,96.50375251693208,86.34449935932638,99.24949661358228,30.477759472817134,68.45,,,,,WATCH,,112.01,97.0,-0.13400589233104188
liq20_bs_score_v2_b_bonus_8pct,2026-02-13,2026-02-24,2026-03-09,10,10,5,688510,航亚科技,,0,bs_score_v2,73.05,79.61,79.61,70.94927329306242,99.67,24.07,93.35529928610653,54.76844224784917,69.88833974006955,14.863628043199705,73.05,,,,,,,43.74,39.59,-0.09487882944673065
baseline_full_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
baseline_full_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
baseline_full_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,002826,易明医药,,0,score,81.57,81.57,81.57,56.24562366575176,97.49,18.2,87.72186642268984,35.5352241537054,54.839890210430006,8.78316559926807,73.64,,,,,,,22.43,18.08,-0.19393669193045038
baseline_full_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
baseline_full_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,10,10,5,300677,英科医疗,,1,bs_score_v2,71.26,77.62,77.62,80.26494663007016,98.5,23.33,99.26806953339434,95.64501372369625,89.89935956084172,14.730100640439158,71.26,,,,,TRADE,,48.58,53.81,0.10765747221078636
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,10,10,5,002648,卫星化学,,1,bs_score_v2,70.85,76.24,76.24,89.85598048185422,98.65,28.58,98.26166514181153,89.03934126258005,98.1152790484904,40.23787740164684,70.85,,,,,TRADE,,25.63,25.67,0.0015606710885682773
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,10,10,5,688300,联瑞新材,,1,bs_score_v2,68.91,72.76,72.76,80.87641354071363,99.8,22.83,98.95699908508692,92.90027447392498,73.33943275388837,57.09057639524245,68.91,,,,,WATCH,,88.01,77.18,-0.12305419838654696
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,10,10,5,300773,拉卡拉,,1,bs_score_v2,67.86,66.07,66.07,89.13367490088442,96.72,28.31,97.43824336688014,86.16651418115279,98.46294602012809,42.049405306495885,67.86,,,,,WATCH,,30.0,23.95,-0.20166666666666666
baseline_b_score_v2,2026-03-09,2026-03-10,2026-03-23,10,10,5,002128,电投能源,,1,bs_score_v2,66.63,66.4,66.4,84.21101555352243,48.23,25.86,87.44739249771271,88.54528819762123,92.57090576395242,50.741079597438244,66.63,,,,,WATCH,,31.95,29.27,-0.08388106416275432
baseline_full_liquidity,2026-03-09,2026-03-10,2026-03-23,10,10,5,300308,中际旭创,,0,s_liquidity,30.0,30.25,30.25,74.52424519670632,48.23,30.0,33.54071363220494,36.523330283623054,99.85361390667886,73.59560841720037,35.85,,,,,,,540.6386,600.3291,0.11040739599429283
baseline_full_liquidity,2026-03-09,2026-03-10,2026-03-23,10,10,5,300394,天孚通信,,0,s_liquidity,29.99,53.48,53.48,77.13213784690454,48.23,29.99,39.743824336688014,33.70539798719122,99.46935041171089,92.2049405306496,60.46,,,,,,,329.0,298.49,-0.09273556231003033
baseline_full_liquidity,2026-03-09,2026-03-10,2026-03-23,10,10,5,300502,新易盛,,0,s_liquidity,29.99,35.26,35.26,76.69938395852394,48.23,29.99,43.62305580969808,52.82708142726441,99.83531564501372,50.887465690759385,43.16,,,,,,,394.75,460.44,0.16640911969601002
baseline_full_liquidity,2026-03-09,2026-03-10,2026-03-23,10,10,5,300750,宁德时代,,0,s_liquidity,29.98,49.43,49.43,79.83060689234523,48.23,29.98,63.54986276303751,49.807868252516016,99.72552607502287,47.17291857273559,56.96,,,,,,,380.8807,408.294,0.0719734552052651
baseline_full_liquidity,2026-03-09,2026-03-10,2026-03-23,10,10,5,601899,紫金矿业,,0,s_liquidity,29.98,40.72,40.72,83.29904239097286,48.23,29.98,66.11161939615737,46.78865507776761,99.76212259835316,81.20768526989936,46.85,,,,,,,36.98,30.58,-0.17306652244456455
baseline_full_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score_liq_breakout_adj,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
baseline_full_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score_liq_breakout_adj,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
baseline_full_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,002826,易明医药,,0,score_liq_breakout_adj,81.57,81.57,81.57,56.24562366575176,97.49,18.2,87.72186642268984,35.5352241537054,54.839890210430006,8.78316559926807,73.64,,,,,,,22.43,18.08,-0.19393669193045038
baseline_full_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score_liq_breakout_adj,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
baseline_full_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score_liq_breakout_adj,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
baseline_full_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,10,10,5,001309,德明利,,0,liquidity_detail_score,94.61690759377859,44.96,44.96,94.61690759377859,48.23,29.22,90.9423604757548,91.52790484903934,98.38975297346752,89.80786825251602,54.39,,,,,,,288.3036,321.3384,0.11458337669040541
baseline_full_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,10,10,5,002261,拓维信息,,0,liquidity_detail_score,92.4350350716682,75.63,75.63,92.4350350716682,99.8,29.59,98.93870082342178,98.81061299176578,98.93870082342178,35.315645013723696,61.42,,,,,,,42.15,34.28,-0.1867141162514827
baseline_full_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,10,10,5,000933,神火股份,,0,liquidity_detail_score,92.4048551387618,65.0,65.0,92.4048551387618,48.23,28.16,91.39981701738334,89.86276303751144,97.43824336688014,84.83074107959744,64.55,,,,,,,34.9,29.98,-0.14097421203438387
baseline_full_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,10,10,5,601868,中国能建,,0,liquidity_detail_score,92.1678438548338,71.64,71.64,92.1678438548338,98.08,28.63,99.87191216834401,97.9871912168344,99.48764867337603,43.98902104300092,69.21,,,,,,,2.98,3.19,0.07046979865771807
baseline_full_liquidity_detail,2026-03-09,2026-03-10,2026-03-23,10,10,5,601872,招商轮船,,0,liquidity_detail_score,91.99727965843245,57.97,57.97,91.99727965843245,48.23,29.39,85.45288197621225,93.90667886550777,94.41903019213174,74.71180237877402,61.47,,,,,,,15.5,17.0,0.09677419354838701
liq_top_10_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
liq_top_10_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
liq_top_10_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
liq_top_10_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
liq_top_10_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601088,中国神华,,0,score,80.97,80.97,80.97,86.78932601402867,98.59,28.6,95.33394327538883,91.3815187557182,98.6459286367795,10.850869167429094,73.71,,,,,,,45.99,49.5,0.07632093933463802
liq_top_20_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
liq_top_20_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
liq_top_20_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
liq_top_20_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
liq_top_20_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601088,中国神华,,0,score,80.97,80.97,80.97,86.78932601402867,98.59,28.6,95.33394327538883,91.3815187557182,98.6459286367795,10.850869167429094,73.71,,,,,,,45.99,49.5,0.07632093933463802
liq_top_30_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
liq_top_30_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
liq_top_30_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
liq_top_30_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
liq_top_30_then_score,2026-03-09,2026-03-10,2026-03-23,10,10,5,601088,中国神华,,0,score,80.97,80.97,80.97,86.78932601402867,98.59,28.6,95.33394327538883,91.3815187557182,98.6459286367795,10.850869167429094,73.71,,,,,,,45.99,49.5,0.07632093933463802
liq_top_10_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score_liq_breakout_adj,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
liq_top_10_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score_liq_breakout_adj,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
liq_top_10_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score_liq_breakout_adj,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
liq_top_10_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score_liq_breakout_adj,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
liq_top_10_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601088,中国神华,,0,score_liq_breakout_adj,80.97,80.97,80.97,86.78932601402867,98.59,28.6,95.33394327538883,91.3815187557182,98.6459286367795,10.850869167429094,73.71,,,,,,,45.99,49.5,0.07632093933463802
liq_top_20_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score_liq_breakout_adj,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
liq_top_20_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score_liq_breakout_adj,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
liq_top_20_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,600673,东阳光,,0,score_liq_breakout_adj,81.44,81.44,81.44,88.78140896614822,99.19,28.92,98.75571820677035,93.72369624885636,95.91948764867337,20.237877401646845,73.33,,,,,,,40.5,29.7,-0.2666666666666667
liq_top_20_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601985,中国核电,,0,score_liq_breakout_adj,81.03,81.03,81.03,86.07089966453188,96.93,27.34,96.15736505032022,93.13815187557182,98.62763037511436,16.212259835315646,67.95,,,,,,,8.85,9.04,0.021468926553672274
liq_top_20_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601088,中国神华,,0,score_liq_breakout_adj,80.97,80.97,80.97,86.78932601402867,98.59,28.6,95.33394327538883,91.3815187557182,98.6459286367795,10.850869167429094,73.71,,,,,,,45.99,49.5,0.07632093933463802
liq_top_30_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,601778,晶科科技,,0,score_liq_breakout_adj,82.64,82.64,82.64,80.93410186032328,98.26,27.61,88.72827081427265,65.10521500457457,90.97895699908509,29.624885635864594,64.06,,,,,,,5.06,5.38,0.06324110671936767
liq_top_30_then_liq_breakout_adj,2026-03-09,2026-03-10,2026-03-23,10,10,5,002506,协鑫集成,,0,score_liq_breakout_adj,81.82,81.82,81.82,81.40802683745045,97.22,29.86,86.8252516010979,57.07227813357731,99.28636779505948,7.758462946020128,72.02,,,,,,,5.78,5.8,0.0034602076124565784
