strategy,signal_date,exit_date,cycle_ret,selected_count,gross_exposure,market_amount_ratio_20,market_liquidity_bucket,index_bucket,market_bs_ratio,market_avg_score,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,avg_vol_20,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,amount_state,industry_concentration_bucket,volatility_bucket
tiered_liquidity_then_bs_v2,2023-01-06,2023-01-20,0.004807036957164803,5,1.0,1.1393120933167395,normal_liquidity,index_neutral,0.0,39.726270938023454,15.003142797319935,50.01049317943336,50.01049317943337,49.98953098827471,50.01049758555532,0.023932663519085087,-0.0514035688305019,矿物制品,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-06,2023-01-20,0.07499430097177347,5,1.0,1.1393120933167395,normal_liquidity,index_neutral,0.0,39.726270938023454,15.003142797319935,50.01049317943336,50.01049317943337,49.98953098827471,50.01049758555532,0.023932663519085087,-0.0514035688305019,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-06,2023-01-20,0.04849015443540488,5,1.0,1.1393120933167395,normal_liquidity,index_neutral,0.0,39.726270938023454,15.003142797319935,50.01049317943336,50.01049317943337,49.98953098827471,50.01049758555532,0.023932663519085087,-0.0514035688305019,白酒,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-06,2023-01-20,0.07497649481078127,5,0.39926947133780244,1.1393120933167395,normal_liquidity,index_neutral,0.0,39.726270938023454,15.003142797319935,50.01049317943336,50.01049317943337,49.98953098827471,50.01049758555532,0.023932663519085087,-0.0514035688305019,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-06,2023-01-20,0.07707526387621934,5,0.780733709443262,1.1393120933167395,normal_liquidity,index_neutral,0.0,39.726270938023454,15.003142797319935,50.01049317943336,50.01049317943337,49.98953098827471,50.01049758555532,0.023932663519085087,-0.0514035688305019,保险,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-09,2023-01-30,0.011476955538247192,5,1.0,1.1135813776737984,normal_liquidity,index_neutral,0.0,40.583716739995815,15.003130106851037,50.010495382031905,50.010495382031905,49.98952440812906,50.0104997900042,0.023845275569249074,-0.04238682300410068,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-09,2023-01-30,0.06490554188424985,5,1.0,1.1135813776737984,normal_liquidity,index_neutral,0.0,40.583716739995815,15.003130106851037,50.010495382031905,50.010495382031905,49.98952440812906,50.0104997900042,0.023845275569249074,-0.04238682300410068,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity,2023-01-09,2023-01-30,0.023023364852649844,5,1.0,1.1135813776737984,normal_liquidity,index_neutral,0.0,40.583716739995815,15.003130106851037,50.010495382031905,50.010495382031905,49.98952440812906,50.0104997900042,0.023845275569249074,-0.04238682300410068,白酒,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-09,2023-01-30,0.059872445665432664,5,0.2890633229619557,1.1135813776737984,normal_liquidity,index_neutral,0.0,40.583716739995815,15.003130106851037,50.010495382031905,50.010495382031905,49.98952440812906,50.0104997900042,0.023845275569249074,-0.04238682300410068,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-09,2023-01-30,0.07182052323492642,5,0.7612080990529247,1.1135813776737984,normal_liquidity,index_neutral,0.0,40.583716739995815,15.003130106851037,50.010495382031905,50.010495382031905,49.98952440812906,50.0104997900042,0.023845275569249074,-0.04238682300410068,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
tiered_liquidity_then_bs_v2,2023-01-10,2023-01-31,-0.041398990743500445,5,1.0,1.0434940477903671,normal_liquidity,index_neutral,0.0,41.04523550345406,15.003127485869793,50.0104821802935,50.010482180293494,49.98953317981997,50.01048657718121,0.02350254630516699,-0.042150321387314005,化学制药,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-10,2023-01-31,0.07201376078984341,5,1.0,1.0434940477903671,normal_liquidity,index_neutral,0.0,41.04523550345406,15.003127485869793,50.0104821802935,50.010482180293494,49.98953317981997,50.01048657718121,0.02350254630516699,-0.042150321387314005,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity,2023-01-10,2023-01-31,0.039249159325655314,5,1.0,1.0434940477903671,normal_liquidity,index_neutral,0.0,41.04523550345406,15.003127485869793,50.0104821802935,50.010482180293494,49.98953317981997,50.01048657718121,0.02350254630516699,-0.042150321387314005,白酒,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-10,2023-01-31,0.06845927144591486,5,0.2808722767147466,1.0434940477903671,normal_liquidity,index_neutral,0.0,41.04523550345406,15.003127485869793,50.0104821802935,50.010482180293494,49.98953317981997,50.01048657718121,0.02350254630516699,-0.042150321387314005,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-10,2023-01-31,0.07424264872716287,5,0.9497349311938248,1.0434940477903671,normal_liquidity,index_neutral,0.0,41.04523550345406,15.003127485869793,50.0104821802935,50.010482180293494,49.98953317981997,50.01048657718121,0.02350254630516699,-0.042150321387314005,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
tiered_liquidity_then_bs_v2,2023-01-11,2023-02-01,-0.06190206179406782,5,1.0,1.0417647374981975,normal_liquidity,index_neutral,0.0,41.84818296001675,15.003127485869793,50.01047559187094,50.010475591870936,49.98953317981997,50.0104821802935,0.02331059280838759,-0.04975440427438671,医疗保健,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-11,2023-02-01,0.06824431058251186,5,1.0,1.0417647374981975,normal_liquidity,index_neutral,0.0,41.84818296001675,15.003127485869793,50.01047559187094,50.010475591870936,49.98953317981997,50.0104821802935,0.02331059280838759,-0.04975440427438671,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-11,2023-02-01,0.06234129168081447,5,1.0,1.0417647374981975,normal_liquidity,index_neutral,0.0,41.84818296001675,15.003127485869793,50.01047559187094,50.010475591870936,49.98953317981997,50.0104821802935,0.02331059280838759,-0.04975440427438671,白酒,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-11,2023-02-01,0.0705566595658675,5,0.37008434232903253,1.0417647374981975,normal_liquidity,index_neutral,0.0,41.84818296001675,15.003127485869793,50.01047559187094,50.010475591870936,49.98953317981997,50.0104821802935,0.02331059280838759,-0.04975440427438671,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-11,2023-02-01,0.0699786857882902,5,0.8266062816162381,1.0417647374981975,normal_liquidity,index_neutral,0.0,41.84818296001675,15.003127485869793,50.01047559187094,50.010475591870936,49.98953317981997,50.0104821802935,0.02331059280838759,-0.04975440427438671,保险,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-12,2023-02-02,0.0036900668569818766,5,1.0,0.9647761002906378,normal_liquidity,index_neutral,0.0,42.18040217846669,15.003152492668619,50.0104821802935,50.0104821802935,49.98952660242983,50.0104821802935,0.02312790876249294,-0.04806544813521879,电气设备,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-12,2023-02-02,-0.026235012392881202,5,1.0,0.9647761002906378,normal_liquidity,index_neutral,0.0,42.18040217846669,15.003152492668619,50.0104821802935,50.0104821802935,49.98952660242983,50.0104821802935,0.02312790876249294,-0.04806544813521879,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-12,2023-02-02,0.06289074129162092,5,1.0,0.9647761002906378,normal_liquidity,index_neutral,0.0,42.18040217846669,15.003152492668619,50.0104821802935,50.0104821802935,49.98952660242983,50.0104821802935,0.02312790876249294,-0.04806544813521879,电气设备,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-12,2023-02-02,0.017352471502646006,5,0.27654331855284564,0.9647761002906378,normal_liquidity,index_neutral,0.0,42.18040217846669,15.003152492668619,50.0104821802935,50.0104821802935,49.98952660242983,50.0104821802935,0.02312790876249294,-0.04806544813521879,保险,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-12,2023-02-02,-0.026235012392881202,5,1.0,0.9647761002906378,normal_liquidity,index_neutral,0.0,42.18040217846669,15.003152492668619,50.0104821802935,50.0104821802935,49.98952660242983,50.0104821802935,0.02312790876249294,-0.04806544813521879,保险,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-13,2023-02-03,-0.019810729858475033,5,1.0,0.999244444389779,normal_liquidity,index_neutral,0.0,42.694219895287965,15.003139267015705,50.01047339757017,50.01047339757017,49.989528795811516,50.010479983232024,0.023096261303504804,-0.03799320279293383,白酒,0.6,3,amount_normal,industry_high_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-13,2023-02-03,-0.010815775480723211,5,1.0,0.999244444389779,normal_liquidity,index_neutral,0.0,42.694219895287965,15.003139267015705,50.01047339757017,50.01047339757017,49.989528795811516,50.010479983232024,0.023096261303504804,-0.03799320279293383,电气设备,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity,2023-01-13,2023-02-03,0.03436910160373717,5,1.0,0.999244444389779,normal_liquidity,index_neutral,0.0,42.694219895287965,15.003139267015705,50.01047339757017,50.01047339757017,49.989528795811516,50.010479983232024,0.023096261303504804,-0.03799320279293383,电气设备,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-13,2023-02-03,0.012127469370478235,5,0.3028675753411534,0.999244444389779,normal_liquidity,index_neutral,0.0,42.694219895287965,15.003139267015705,50.01047339757017,50.01047339757017,49.989528795811516,50.010479983232024,0.023096261303504804,-0.03799320279293383,电气设备,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-13,2023-02-03,-0.025849839194231006,5,0.7896876169530691,0.999244444389779,normal_liquidity,index_neutral,0.0,42.694219895287965,15.003139267015705,50.01047339757017,50.01047339757017,49.989528795811516,50.010479983232024,0.023096261303504804,-0.03799320279293383,电气设备,0.4,4,amount_normal,industry_mid_concentration,vol_low
tiered_liquidity_then_bs_v2,2023-01-16,2023-02-06,-0.07260928009270864,5,1.0,1.2902436740862637,high_liquidity,index_strong,0.0,43.439501675041875,15.003138609715242,50.010471204188484,50.010471204188484,49.98953098827471,50.010471204188484,0.02299222989966879,-0.019882884315481575,化学制药,0.4,4,amount_high,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-16,2023-02-06,0.011124305394724622,5,1.0,1.2902436740862637,high_liquidity,index_strong,0.0,43.439501675041875,15.003138609715242,50.010471204188484,50.010471204188484,49.98953098827471,50.010471204188484,0.02299222989966879,-0.019882884315481575,保险,0.2,5,amount_high,industry_diversified,vol_low
baseline_full_liquidity,2023-01-16,2023-02-06,-0.03483018417381223,5,1.0,1.2902436740862637,high_liquidity,index_strong,0.0,43.439501675041875,15.003138609715242,50.010471204188484,50.010471204188484,49.98953098827471,50.010471204188484,0.02299222989966879,-0.019882884315481575,白酒,0.4,4,amount_high,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-16,2023-02-06,0.015129321093867564,5,0.43930638488356566,1.2902436740862637,high_liquidity,index_strong,0.0,43.439501675041875,15.003138609715242,50.010471204188484,50.010471204188484,49.98953098827471,50.010471204188484,0.02299222989966879,-0.019882884315481575,保险,0.2,5,amount_high,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-16,2023-02-06,0.007299227334340989,5,0.9272920971994583,1.2902436740862637,high_liquidity,index_strong,0.0,43.439501675041875,15.003138609715242,50.010471204188484,50.010471204188484,49.98953098827471,50.010471204188484,0.02299222989966879,-0.019882884315481575,保险,0.2,5,amount_high,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-17,2023-02-07,-0.049183974057750816,5,1.0,0.9960424747697851,normal_liquidity,index_strong,0.0,43.222795811518324,15.003139267015705,50.010473397570166,50.01047339757017,49.989528795811516,50.01047339757017,0.022095566712318045,-0.0219328894332812,电气设备,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-17,2023-02-07,-0.009333000859072361,5,1.0,0.9960424747697851,normal_liquidity,index_strong,0.0,43.222795811518324,15.003139267015705,50.010473397570166,50.01047339757017,49.989528795811516,50.01047339757017,0.022095566712318045,-0.0219328894332812,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-17,2023-02-07,-0.011773604839262885,5,1.0,0.9960424747697851,normal_liquidity,index_strong,0.0,43.222795811518324,15.003139267015705,50.010473397570166,50.01047339757017,49.989528795811516,50.01047339757017,0.022095566712318045,-0.0219328894332812,电气设备,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-17,2023-02-07,0.004045674625997054,5,0.5345972648960433,0.9960424747697851,normal_liquidity,index_strong,0.0,43.222795811518324,15.003139267015705,50.010473397570166,50.01047339757017,49.989528795811516,50.01047339757017,0.022095566712318045,-0.0219328894332812,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-17,2023-02-07,-0.009333000859072361,5,1.0,0.9960424747697851,normal_liquidity,index_strong,0.0,43.222795811518324,15.003139267015705,50.010473397570166,50.01047339757017,49.989528795811516,50.01047339757017,0.022095566712318045,-0.0219328894332812,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-18,2023-02-08,-0.05311627507811894,5,1.0,0.8959688348689601,normal_liquidity,index_strong,0.0,44.51582827225131,15.003139267015708,50.01047559187094,50.01047559187094,49.989528795811516,50.01047559187094,0.021922069319827656,-0.01803634391103892,小金属,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-18,2023-02-08,0.005583161286296835,5,1.0,0.8959688348689601,normal_liquidity,index_strong,0.0,44.51582827225131,15.003139267015708,50.01047559187094,50.01047559187094,49.989528795811516,50.01047559187094,0.021922069319827656,-0.01803634391103892,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-18,2023-02-08,-0.021503714920360767,5,1.0,0.8959688348689601,normal_liquidity,index_strong,0.0,44.51582827225131,15.003139267015708,50.01047559187094,50.01047559187094,49.989528795811516,50.01047559187094,0.021922069319827656,-0.01803634391103892,电气设备,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-18,2023-02-08,0.013727430897595034,5,0.32564470367628456,0.8959688348689601,normal_liquidity,index_strong,0.0,44.51582827225131,15.003139267015708,50.01047559187094,50.01047559187094,49.989528795811516,50.01047559187094,0.021922069319827656,-0.01803634391103892,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-18,2023-02-08,0.024609997843211443,5,0.5946943555102338,0.8959688348689601,normal_liquidity,index_strong,0.0,44.51582827225131,15.003139267015708,50.01047559187094,50.01047559187094,49.989528795811516,50.01047559187094,0.021922069319827656,-0.01803634391103892,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-19,2023-02-09,0.031997407720794874,5,1.0,0.9617282537993992,normal_liquidity,index_strong,0.0,46.097793132328306,15.003128140703518,50.01047559187094,50.01047559187094,49.98953098827471,50.01047778709137,0.02174557347302435,-0.011955894985819948,玻璃,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-19,2023-02-09,0.021577483336390712,5,1.0,0.9617282537993992,normal_liquidity,index_strong,0.0,46.097793132328306,15.003128140703518,50.01047559187094,50.01047559187094,49.98953098827471,50.01047778709137,0.02174557347302435,-0.011955894985819948,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-19,2023-02-09,-0.024753750865452152,5,1.0,0.9617282537993992,normal_liquidity,index_strong,0.0,46.097793132328306,15.003128140703518,50.01047559187094,50.01047559187094,49.98953098827471,50.01047778709137,0.02174557347302435,-0.011955894985819948,白酒,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-19,2023-02-09,0.02431866783855866,5,0.5629490654899649,0.9617282537993992,normal_liquidity,index_strong,0.0,46.097793132328306,15.003128140703518,50.01047559187094,50.01047559187094,49.98953098827471,50.01047778709137,0.02174557347302435,-0.011955894985819948,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-19,2023-02-09,0.021278840959371815,5,0.9810306233483601,0.9617282537993992,normal_liquidity,index_strong,0.0,46.097793132328306,15.003128140703518,50.01047559187094,50.01047559187094,49.98953098827471,50.01047778709137,0.02174557347302435,-0.011955894985819948,化学制药,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-01-20,2023-02-10,-0.05394791911362114,5,1.0,1.041512037452604,normal_liquidity,index_strong,0.0,47.77758635126649,15.003146326146117,50.01047339757017,50.01047339757017,49.98953317981997,50.01047339757017,0.021149239704810058,-0.008797164216807984,小金属,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-20,2023-02-10,-0.02292307831362455,5,1.0,1.041512037452604,normal_liquidity,index_strong,0.0,47.77758635126649,15.003146326146117,50.01047339757017,50.01047339757017,49.98953317981997,50.01047339757017,0.021149239704810058,-0.008797164216807984,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity,2023-01-20,2023-02-10,-0.06592044237228219,5,1.0,1.041512037452604,normal_liquidity,index_strong,0.0,47.77758635126649,15.003146326146117,50.01047339757017,50.01047339757017,49.98953317981997,50.01047339757017,0.021149239704810058,-0.008797164216807984,电气设备,0.4,3,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-20,2023-02-10,-0.020661460736324584,5,0.44733250526301005,1.041512037452604,normal_liquidity,index_strong,0.0,47.77758635126649,15.003146326146117,50.01047339757017,50.01047339757017,49.98953317981997,50.01047339757017,0.021149239704810058,-0.008797164216807984,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-20,2023-02-10,-0.02292307831362455,5,1.0,1.041512037452604,normal_liquidity,index_strong,0.0,47.77758635126649,15.003146326146117,50.01047339757017,50.01047339757017,49.98953317981997,50.01047339757017,0.021149239704810058,-0.008797164216807984,小金属,0.4,4,amount_normal,industry_mid_concentration,vol_low
tiered_liquidity_then_bs_v2,2023-01-30,2023-02-13,-0.0015065559526897358,5,1.0,1.4313729119192797,high_liquidity,index_strong,0.0,49.28910804020101,15.003128140703518,50.01047778709137,50.01047778709137,49.989530988274716,50.01047778709137,0.0212544103292006,-0.002172533702771595,小金属,0.6,3,amount_high,industry_high_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-30,2023-02-13,-0.026880983586102605,5,1.0,1.4313729119192797,high_liquidity,index_strong,0.0,49.28910804020101,15.003128140703518,50.01047778709137,50.01047778709137,49.989530988274716,50.01047778709137,0.0212544103292006,-0.002172533702771595,小金属,0.8,2,amount_high,industry_high_concentration,vol_low
baseline_full_liquidity,2023-01-30,2023-02-13,-0.029439253303825377,5,1.0,1.4313729119192797,high_liquidity,index_strong,0.0,49.28910804020101,15.003128140703518,50.01047778709137,50.01047778709137,49.989530988274716,50.01047778709137,0.0212544103292006,-0.002172533702771595,电气设备,0.4,3,amount_high,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-30,2023-02-13,-0.02146099488751135,5,0.45503639174321986,1.4313729119192797,high_liquidity,index_strong,0.0,49.28910804020101,15.003128140703518,50.01047778709137,50.01047778709137,49.989530988274716,50.01047778709137,0.0212544103292006,-0.002172533702771595,小金属,0.8,2,amount_high,industry_high_concentration,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-30,2023-02-13,-0.026880983586102605,5,1.0,1.4313729119192797,high_liquidity,index_strong,0.0,49.28910804020101,15.003128140703518,50.01047778709137,50.01047778709137,49.989530988274716,50.01047778709137,0.0212544103292006,-0.002172533702771595,小金属,0.8,2,amount_high,industry_high_concentration,vol_low
tiered_liquidity_then_bs_v2,2023-01-31,2023-02-14,-0.03930285175582391,5,1.0,1.186510457647276,normal_liquidity,index_strong,0.0,49.05860942408377,15.00313717277487,50.010482180293494,50.0104821802935,49.989528795811516,50.0104821802935,0.020896988805934564,-0.006533322494920224,软件服务,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_market_gate,2023-01-31,2023-02-14,0.010486105550033358,5,1.0,1.186510457647276,normal_liquidity,index_strong,0.0,49.05860942408377,15.00313717277487,50.010482180293494,50.0104821802935,49.989528795811516,50.0104821802935,0.020896988805934564,-0.006533322494920224,农药化肥,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity,2023-01-31,2023-02-14,-0.020580060894317898,5,1.0,1.186510457647276,normal_liquidity,index_strong,0.0,49.05860942408377,15.00313717277487,50.010482180293494,50.0104821802935,49.989528795811516,50.0104821802935,0.020896988805934564,-0.006533322494920224,白酒,0.4,4,amount_normal,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-01-31,2023-02-14,0.00026735656174333014,5,0.46704926820268644,1.186510457647276,normal_liquidity,index_strong,0.0,49.05860942408377,15.00313717277487,50.010482180293494,50.0104821802935,49.989528795811516,50.0104821802935,0.020896988805934564,-0.006533322494920224,农药化肥,0.2,5,amount_normal,industry_diversified,vol_low
baseline_full_liquidity_detail_hist_mdd_position,2023-01-31,2023-02-14,0.012913648452249384,5,0.9494262731019807,1.186510457647276,normal_liquidity,index_strong,0.0,49.05860942408377,15.00313717277487,50.010482180293494,50.0104821802935,49.989528795811516,50.0104821802935,0.020896988805934564,-0.006533322494920224,农药化肥,0.2,5,amount_normal,industry_diversified,vol_low
tiered_liquidity_then_bs_v2,2023-02-01,2023-02-15,-0.03488875687701201,5,1.0,1.2968787244159046,high_liquidity,index_strong,0.0,49.809403391249745,15.003129579233828,50.010479983232024,50.01047998323203,49.98953317981997,50.010479983232024,0.0209612797740576,0.0,小金属,0.8,2,amount_high,industry_high_concentration,vol_low
baseline_full_liquidity_detail_market_gate,2023-02-01,2023-02-15,0.010543473748034639,5,1.0,1.2968787244159046,high_liquidity,index_strong,0.0,49.809403391249745,15.003129579233828,50.010479983232024,50.01047998323203,49.98953317981997,50.010479983232024,0.0209612797740576,0.0,小金属,0.2,5,amount_high,industry_diversified,vol_low
baseline_full_liquidity,2023-02-01,2023-02-15,-0.04716482274329237,5,1.0,1.2968787244159046,high_liquidity,index_strong,0.0,49.809403391249745,15.003129579233828,50.010479983232024,50.01047998323203,49.98953317981997,50.010479983232024,0.0209612797740576,0.0,白酒,0.4,4,amount_high,industry_mid_concentration,vol_low
baseline_full_liquidity_detail_vol_position,2023-02-01,2023-02-15,-0.006422595855190676,5,0.46526602869508493,1.2968787244159046,high_liquidity,index_strong,0.0,49.809403391249745,15.003129579233828,50.010479983232024,50.01047998323203,49.98953317981997,50.010479983232024,0.0209612797740576,0.0,小金属,0.2,5,amount_high,industry_diversified,vol_low
