bucket_type,bucket,strategy,cost_rate,periods,total_return,avg_return,win_rate,max_drawdown
index_bucket,index_neutral,baseline_full_liquidity,0.0,25,0.5817835339175739,0.02113822724184732,0.52,-0.26752279482082675
index_bucket,index_neutral,baseline_full_liquidity_industry_cap2,0.0,25,0.5817835339175739,0.02113822724184732,0.52,-0.26752279482082675
index_bucket,index_neutral,baseline_full_score,0.0,25,0.24565684814558586,0.012599586259182127,0.4,-0.4499068847501212
index_bucket,index_neutral,baseline_full_liq_breakout_adj,0.0,25,-0.15556518585847,-0.004137790052014843,0.4,-0.5087013656834054
index_bucket,index_neutral,baseline_full_liquidity_detail,0.0,25,-0.20187651598081446,-0.005726944646559353,0.36,-0.4852708238574319
index_bucket,index_neutral,liq_top_20_then_liquidity_detail,0.0,25,-0.20187651598081446,-0.005726944646559353,0.36,-0.4852708238574319
index_bucket,index_neutral,liq_top_30_then_liquidity_detail,0.0,25,-0.20187651598081446,-0.005726944646559353,0.36,-0.4852708238574319
index_bucket,index_neutral,liq_top_10_then_liquidity_detail,0.0,25,-0.20905481620243616,-0.00613684054573556,0.36,-0.48990028362545257
index_bucket,index_neutral,tiered_liquidity_then_bs_v2,0.0,25,-0.22759337105248167,-0.005988761917384119,0.4,-0.6385382881510554
index_bucket,index_neutral,tiered_liquidity_then_liquidity_detail,0.0,25,-0.24073966301494287,-0.0076620518474598874,0.36,-0.5103346091685073
index_bucket,index_neutral,liq20_bs_score_v2_b_bonus_3pct,0.0,25,-0.24374255348753826,-0.007140387009597066,0.4,-0.6215961281622604
index_bucket,index_neutral,liq_top_30_then_liq_breakout_adj,0.0,25,-0.2526360481384424,-0.009117236907112958,0.4,-0.5757921384254546
index_bucket,index_neutral,liq_top_30_then_score,0.0,25,-0.2526360481384424,-0.009117236907112958,0.4,-0.5757921384254546
index_bucket,index_neutral,liq_top_10_then_liq_breakout_adj,0.0,25,-0.2916966144540837,-0.007203151052864176,0.28,-0.718819889189076
index_bucket,index_neutral,liq_top_10_then_score,0.0,25,-0.2916966144540837,-0.007203151052864176,0.28,-0.718819889189076
index_bucket,index_neutral,liq_top_10_then_score_industry_cap2,0.0,25,-0.2916966144540837,-0.007203151052864176,0.28,-0.718819889189076
index_bucket,index_neutral,liq_top_10_then_dynamic_factor,0.0,25,-0.3036301713816597,-0.010376936752515971,0.4,-0.6204714959854238
index_bucket,index_neutral,liq_top_20_then_dynamic_factor,0.0,25,-0.3240846626788856,-0.01193693542476709,0.44,-0.5948672353005635
index_bucket,index_neutral,liq_top_30_then_dynamic_factor,0.0,25,-0.33002933177830307,-0.012356303435143944,0.44,-0.5948672353005635
