order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price_exact,fill_price_exact,gross_notional_exact,price_impact_cost_exact,commission_exact,total_fee_exact,cash_delta_exact,cash_before_exact,cash_after_exact,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,risk_state,target_exposure,scenario
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.3347,39066.9400,3866.9400,29.300205000,29.300205000,-39096.240205000,488099.53643999994,449003.29623499996,176.0,195.3347,200,39066.94,3866.94,29.300205,29.300205,-39096.24,488099.54,449003.3,0,200,True,0.6,c0.00075_s0.0
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.0621,27111.7800,1101.7800,20.333835000,20.333835000,-27132.113835000,449003.29623499996,421871.18239999993,14.45,15.0621,1800,27111.78,1101.78,20.333835,20.333835,-27132.11,449003.3,421871.18,0,1800,True,0.6,c0.00075_s0.0
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.2841,55338.6600,4768.6600,41.503995000,41.503995000,-55380.163995000,421871.18239999993,366491.0184049999,19.45,21.2841,2600,55338.66,4768.66,41.503995,41.503995,-55380.16,421871.18,366491.02,0,2600,True,0.6,c0.00075_s0.0
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.4725,96863.2500,12080.2500,72.647437500,72.647437500,-96935.897437500,366491.0184049999,269555.1209674999,4.79,5.4725,17700,96863.25,12080.25,72.647437,72.647437,-96935.9,366491.02,269555.12,0,17700,True,0.6,c0.00075_s0.0
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.5485,62619.4000,4095.4000,46.964550000,46.964550000,-62666.364550000,269555.1209674999,206888.7564174999,146.31,156.5485,400,62619.4,4095.4,46.96455,46.96455,-62666.36,269555.12,206888.76,0,400,True,0.6,c0.00075_s0.0
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.7854,37957.0800,3757.0800,28.467810000,28.467810000,37928.612190000,206888.7564174999,244817.36860749993,171.0,189.7854,200,37957.08,3757.08,28.46781,28.46781,37928.61,206888.76,244817.37,200,0,True,0.6,c0.00075_s0.0
17,2023-12-28,2,2023-12-27,002558,SELL,10.82,11.2783,20300.9400,824.9400,15.225705000,15.225705000,20285.714295000,244817.36860749993,265103.08290249994,10.82,11.2783,1800,20300.94,824.94,15.225705,15.225705,20285.71,244817.37,265103.08,1800,0,True,0.6,c0.00075_s0.0
18,2023-12-28,3,2023-12-27,601398,SELL,4.83,5.5182,97672.1400,12181.1400,73.254105000,73.254105000,97598.885895000,265103.08290249994,362701.96879749995,4.83,5.5182,17700,97672.14,12181.14,73.254105,73.254105,97598.89,265103.08,362701.97,17700,0,True,0.6,c0.00075_s0.0
19,2023-12-28,4,2023-12-27,002786,BUY,17.71,17.71,19481.00,0.00,14.6107500,14.6107500,-19495.6107500,362701.96879749995,343206.35804749996,17.71,17.71,1100,19481.0,0.0,14.61075,14.61075,-19495.61,362701.97,343206.36,0,1100,True,0.6,c0.00075_s0.0
20,2023-12-28,5,2023-12-27,002855,BUY,38.6,38.6,23160.0,0.0,17.370000,17.370000,-23177.370000,343206.35804749996,320028.98804749997,38.6,38.6,600,23160.0,0.0,17.37,17.37,-23177.37,343206.36,320028.99,0,600,True,0.6,c0.00075_s0.0
21,2023-12-28,6,2023-12-27,300735,BUY,22.45,23.1901,74208.3200,2368.3200,55.656240000,55.656240000,-74263.976240000,320028.98804749997,245765.01180749998,22.45,23.1901,3200,74208.32,2368.32,55.65624,55.65624,-74263.98,320028.99,245765.01,0,3200,True,0.6,c0.00075_s0.0
22,2023-12-28,7,2023-12-27,600938,BUY,20.55,22.4879,44975.8000,3875.8000,33.731850000,33.731850000,-45009.531850000,245765.01180749998,200755.47995749998,20.55,22.4879,2000,44975.8,3875.8,33.73185,33.73185,-45009.53,245765.01,200755.48,2600,4600,True,0.6,c0.00075_s0.0
23,2023-12-29,1,2023-12-28,600938,SELL,20.5,22.4331,103192.2600,8892.2600,77.394195000,77.394195000,103114.865805000,200755.47995749998,303870.34576249996,20.5,22.4331,4600,103192.26,8892.26,77.394195,77.394195,103114.87,200755.48,303870.35,4600,0,True,0.6,c0.00075_s0.0
24,2023-12-29,2,2023-12-28,600941,BUY,97.26,108.4756,97628.0400,10094.0400,73.221030000,73.221030000,-97701.261030000,303870.34576249996,206169.08473249996,97.26,108.4756,900,97628.04,10094.04,73.22103,73.22103,-97701.26,303870.35,206169.08,0,900,True,0.6,c0.00075_s0.0
25,2024-01-03,1,2024-01-02,300750,SELL,156.1,167.0236,66809.4400,4369.4400,50.107080000,50.107080000,66759.332920000,206169.08473249996,272928.4176525,156.1,167.0236,400,66809.44,4369.44,50.10708,50.10708,66759.33,206169.08,272928.42,400,0,True,0.6,c0.00075_s0.0
26,2024-01-03,2,2024-01-02,002241,BUY,20.75,21.4145,79233.6500,2458.6500,59.425237500,59.425237500,-79293.075237500,272928.4176525,193635.34241499996,20.75,21.4145,3700,79233.65,2458.65,59.425238,59.425238,-79293.08,272928.42,193635.34,0,3700,True,0.6,c0.00075_s0.0
27,2024-01-12,1,2024-01-11,002786,SELL,16.3,16.3,17930.0,0.0,13.447500,13.447500,17916.552500,193635.34241499996,211551.89491499995,16.3,16.3,1100,17930.0,0.0,13.4475,13.4475,17916.55,193635.34,211551.89,1100,0,True,0.6,c0.00075_s0.0
28,2024-01-12,2,2024-01-11,002855,SELL,33.85,33.85,20310.00,0.00,15.2325000,15.2325000,20294.7675000,211551.89491499995,231846.66241499997,33.85,33.85,600,20310.0,0.0,15.2325,15.2325,20294.77,211551.89,231846.66,600,0,True,0.6,c0.00075_s0.0
29,2024-01-12,3,2024-01-11,300735,SELL,20.17,20.8349,66671.6800,2127.6800,50.003760000,50.003760000,66621.676240000,231846.66241499997,298468.33865499997,20.17,20.8349,3200,66671.68,2127.68,50.00376,50.00376,66621.68,231846.66,298468.34,3200,0,True,0.6,c0.00075_s0.0
30,2024-01-12,4,2024-01-11,002415,BUY,30.73,33.4914,23443.9800,1932.9800,17.582985000,17.582985000,-23461.562985000,298468.33865499997,275006.77566999994,30.73,33.4914,700,23443.98,1932.98,17.582985,17.582985,-23461.56,298468.34,275006.78,0,700,True,0.6,c0.00075_s0.0
31,2024-01-12,5,2024-01-11,601398,BUY,4.77,5.4497,50137.2400,6253.2400,37.602930000,37.602930000,-50174.842930000,275006.77566999994,224831.93273999996,4.77,5.4497,9200,50137.24,6253.24,37.60293,37.60293,-50174.84,275006.78,224831.93,0,9200,True,0.6,c0.00075_s0.0
32,2024-01-12,6,2024-01-11,601857,BUY,7.26,8.0641,36288.4500,3618.4500,27.216337500,27.216337500,-36315.666337500,224831.93273999996,188516.26640249995,7.26,8.0641,4500,36288.45,3618.45,27.216338,27.216338,-36315.67,224831.93,188516.27,0,4500,True,0.6,c0.00075_s0.0
33,2024-01-15,1,2024-01-12,600941,SELL,95.19,106.1669,95550.2100,9879.2100,71.662657500,71.662657500,95478.547342500,188516.26640249995,283994.81374499993,95.19,106.1669,900,95550.21,9879.21,71.662657,71.662657,95478.55,188516.27,283994.81,900,0,True,0.6,c0.00075_s0.0
34,2024-01-15,2,2024-01-12,000158,BUY,9.23,9.25,98050.00,212.00,73.5375000,73.5375000,-98123.5375000,283994.81374499993,185871.27624499993,9.23,9.25,10600,98050.0,212.0,73.5375,73.5375,-98123.54,283994.81,185871.28,0,10600,True,0.6,c0.00075_s0.0
35,2024-01-17,1,2024-01-16,002241,SELL,18.89,19.4949,72131.1300,2238.1300,54.098347500,54.098347500,72077.031652500,185871.27624499993,257948.30789749994,18.89,19.4949,3700,72131.13,2238.13,54.098348,54.098348,72077.03,185871.28,257948.31,3700,0,True,0.6,c0.00075_s0.0
36,2024-01-17,2,2024-01-16,000338,BUY,14.92,16.3714,70397.0200,6241.0200,52.797765000,52.797765000,-70449.817765000,257948.30789749994,187498.49013249995,14.92,16.3714,4300,70397.02,6241.02,52.797765,52.797765,-70449.82,257948.31,187498.49,0,4300,True,0.6,c0.00075_s0.0
37,2024-01-26,1,2024-01-25,002415,SELL,32.08,34.9627,24473.8900,2017.8900,18.355417500,18.355417500,24455.534582500,187498.49013249995,211954.02471499995,32.08,34.9627,700,24473.89,2017.89,18.355418,18.355418,24455.53,187498.49,211954.02,700,0,True,0.6,c0.00075_s0.0
38,2024-01-26,2,2024-01-25,601398,SELL,5.01,5.7239,52659.8800,6567.8800,39.494910000,39.494910000,52620.385090000,211954.02471499995,264574.40980499994,5.01,5.7239,9200,52659.88,6567.88,39.49491,39.49491,52620.39,211954.02,264574.41,9200,0,True,0.6,c0.00075_s0.0
39,2024-01-26,3,2024-01-25,601857,SELL,8.05,8.9416,40237.2000,4012.2000,30.177900000,30.177900000,40207.022100000,264574.40980499994,304781.43190499995,8.05,8.9416,4500,40237.2,4012.2,30.1779,30.1779,40207.02,264574.41,304781.43,4500,0,True,0.6,c0.00075_s0.0
40,2024-01-26,4,2024-01-25,300059,BUY,13.25,13.3985,34836.1000,386.1000,26.127075000,26.127075000,-34862.227075000,304781.43190499995,269919.20482999994,13.25,13.3985,2600,34836.1,386.1,26.127075,26.127075,-34862.23,304781.43,269919.2,0,2600,True,0.6,c0.00075_s0.0
41,2024-01-26,5,2024-01-25,600030,BUY,20.4,21.8385,48044.7000,3164.7000,36.033525000,36.033525000,-48080.733525000,269919.20482999994,221838.47130499996,20.4,21.8385,2200,48044.7,3164.7,36.033525,36.033525,-48080.73,269919.2,221838.47,0,2200,True,0.6,c0.00075_s0.0
42,2024-01-26,6,2024-01-25,601099,BUY,3.45,3.45,29325.00,0.00,21.9937500,21.9937500,-29346.9937500,221838.47130499996,192491.47755499996,3.45,3.45,8500,29325.0,0.0,21.99375,21.99375,-29346.99,221838.47,192491.48,0,8500,True,0.6,c0.00075_s0.0
43,2024-01-29,1,2024-01-26,000158,SELL,9.09,9.1097,96562.8200,208.8200,72.422115000,72.422115000,96490.397885000,192491.47755499996,288981.87544,9.09,9.1097,10600,96562.82,208.82,72.422115,72.422115,96490.4,192491.48,288981.88,10600,0,True,0.6,c0.00075_s0.0
44,2024-01-29,2,2024-01-26,000002,BUY,10.41,10.41,98895.00,0.00,74.1712500,74.1712500,-98969.1712500,288981.87544,190012.70418999996,10.41,10.41,9500,98895.0,0.0,74.17125,74.17125,-98969.17,288981.88,190012.7,0,9500,True,0.6,c0.00075_s0.0
45,2024-01-31,1,2024-01-30,000338,SELL,14.91,16.3604,70349.7200,6236.7200,52.762290000,52.762290000,70296.957710000,190012.70418999996,260309.66189999995,14.91,16.3604,4300,70349.72,6236.72,52.76229,52.76229,70296.96,190012.7,260309.66,4300,0,True,0.6,c0.00075_s0.0
46,2024-01-31,2,2024-01-30,601857,BUY,8.34,9.2637,75035.9700,7481.9700,56.276977500,56.276977500,-75092.246977500,260309.66189999995,185217.41492249994,8.34,9.2637,8100,75035.97,7481.97,56.276978,56.276978,-75092.25,260309.66,185217.41,0,8100,True,0.6,c0.00075_s0.0
47,2024-02-19,1,2024-02-08,300059,SELL,13.35,13.4996,35098.9600,388.9600,26.324220000,26.324220000,35072.635780000,185217.41492249994,220290.05070249992,13.35,13.4996,2600,35098.96,388.96,26.32422,26.32422,35072.64,185217.41,220290.05,2600,0,True,0.6,c0.00075_s0.0
48,2024-02-19,2,2024-02-08,600030,SELL,21.12,22.6092,49740.2400,3276.2400,37.305180000,37.305180000,49702.934820000,220290.05070249992,269992.98552249995,21.12,22.6092,2200,49740.24,3276.24,37.30518,37.30518,49702.93,220290.05,269992.99,2200,0,True,0.6,c0.00075_s0.0
49,2024-02-19,3,2024-02-08,601099,SELL,3.29,3.29,27965.00,0.00,20.9737500,20.9737500,27944.0262500,269992.98552249995,297937.01177249994,3.29,3.29,8500,27965.0,0.0,20.97375,20.97375,27944.03,269992.99,297937.01,8500,0,True,0.6,c0.00075_s0.0
50,2024-02-19,4,2024-02-08,000895,BUY,28.34,32.4796,64959.2000,8279.2000,48.719400000,48.719400000,-65007.919400000,297937.01177249994,232929.09237249993,28.34,32.4796,2000,64959.2,8279.2,48.7194,48.7194,-65007.92,297937.01,232929.09,0,2000,True,0.6,c0.00075_s0.0
51,2024-02-19,5,2024-02-08,002340,BUY,5.18,5.3046,20687.9400,485.9400,15.515955000,15.515955000,-20703.455955000,232929.09237249993,212225.63641749992,5.18,5.3046,3900,20687.94,485.94,15.515955,15.515955,-20703.46,232929.09,212225.64,0,3900,True,0.6,c0.00075_s0.0
52,2024-02-19,6,2024-02-08,600111,BUY,18.34,18.4888,24035.4400,193.4400,18.026580000,18.026580000,-24053.466580000,212225.63641749992,188172.1698374999,18.34,18.4888,1300,24035.44,193.44,18.02658,18.02658,-24053.47,212225.64,188172.17,0,1300,True,0.6,c0.00075_s0.0
53,2024-02-20,1,2024-02-19,000002,SELL,9.9,9.9,94050.0,0.0,70.537500,70.537500,93979.462500,188172.1698374999,282151.6323374999,9.9,9.9,9500,94050.0,0.0,70.5375,70.5375,93979.46,188172.17,282151.63,9500,0,True,0.6,c0.00075_s0.0
54,2024-02-20,2,2024-02-19,002463,BUY,26.39,27.3644,93038.9600,3312.9600,69.779220000,69.779220000,-93108.739220000,282151.6323374999,189042.8931174999,26.39,27.3644,3400,93038.96,3312.96,69.77922,69.77922,-93108.74,282151.63,189042.89,0,3400,True,0.6,c0.00075_s0.0
55,2024-02-22,1,2024-02-21,601857,SELL,8.63,9.5858,77644.9800,7741.9800,58.233735000,58.233735000,77586.746265000,189042.8931174999,266629.63938249985,8.63,9.5858,8100,77644.98,7741.98,58.233735,58.233735,77586.75,189042.89,266629.64,8100,0,True,0.6,c0.00075_s0.0
56,2024-02-22,2,2024-02-21,600839,BUY,4.75,4.8196,79523.4000,1148.4000,59.642550000,59.642550000,-79583.042550000,266629.63938249985,187046.59683249984,4.75,4.8196,16500,79523.4,1148.4,59.64255,59.64255,-79583.04,266629.64,187046.6,0,16500,True,0.6,c0.00075_s0.0
57,2024-03-04,1,2024-03-01,000895,SELL,29.01,33.2475,66495.0000,8475.0000,49.871250000,49.871250000,66445.128750000,187046.5968324999,253491.7255824999,29.01,33.2475,2000,66495.0,8475.0,49.87125,49.87125,66445.13,187046.6,253491.73,2000,0,True,0.6,c0.00075_s0.0
58,2024-03-04,2,2024-03-01,002340,SELL,5.42,5.5504,21646.5600,508.5600,16.234920000,16.234920000,21630.325080000,253491.7255824999,275122.0506624999,5.42,5.5504,3900,21646.56,508.56,16.23492,16.23492,21630.33,253491.73,275122.05,3900,0,True,0.6,c0.00075_s0.0
59,2024-03-04,3,2024-03-01,600111,SELL,19.1,19.2549,25031.3700,201.3700,18.773527500,18.773527500,25012.596472500,275122.0506624999,300134.6471349999,19.1,19.2549,1300,25031.37,201.37,18.773528,18.773528,25012.6,275122.05,300134.65,1300,0,True,0.6,c0.00075_s0.0
60,2024-03-04,4,2024-03-01,002281,BUY,34.45,34.8717,34871.7000,421.7000,26.153775000,26.153775000,-34897.853775000,300134.6471349999,265236.7933599999,34.45,34.8717,1000,34871.7,421.7,26.153775,26.153775,-34897.85,300134.65,265236.79,0,1000,True,0.6,c0.00075_s0.0
61,2024-03-04,5,2024-03-01,300045,BUY,22.97,22.97,29861.00,0.00,22.3957500,22.3957500,-29883.3957500,265236.7933599999,235353.3976099999,22.97,22.97,1300,29861.0,0.0,22.39575,22.39575,-29883.4,265236.79,235353.4,0,1300,True,0.6,c0.00075_s0.0
62,2024-03-04,6,2024-03-01,603220,BUY,34.8,45.7577,36606.1600,8766.1600,27.454620000,27.454620000,-36633.614620000,235353.3976099999,198719.7829899999,34.8,45.7577,800,36606.16,8766.16,27.45462,27.45462,-36633.61,235353.4,198719.78,0,800,True,0.6,c0.00075_s0.0
63,2024-03-05,1,2024-03-04,002463,SELL,27.75,28.7746,97833.6400,3483.6400,73.375230000,73.375230000,97760.264770000,198719.7829899999,296480.04775999987,27.75,28.7746,3400,97833.64,3483.64,73.37523,73.37523,97760.26,198719.78,296480.05,3400,0,True,0.6,c0.00075_s0.0
64,2024-03-05,2,2024-03-04,000938,BUY,24.89,25.1671,95634.9800,1052.9800,71.726235000,71.726235000,-95706.706235000,296480.04775999987,200773.34152499988,24.89,25.1671,3800,95634.98,1052.98,71.726235,71.726235,-95706.71,296480.05,200773.34,0,3800,True,0.6,c0.00075_s0.0
65,2024-03-07,1,2024-03-06,600839,SELL,5.55,5.6313,92916.4500,1341.4500,69.687337500,69.687337500,92846.762662500,200773.34152499988,293620.10418749985,5.55,5.6313,16500,92916.45,1341.45,69.687337,69.687337,92846.76,200773.34,293620.1,16500,0,True,0.6,c0.00075_s0.0
66,2024-03-07,2,2024-03-06,002456,BUY,9.6,9.6,96000.0,0.0,72.000000,72.000000,-96072.000000,293620.10418749985,197548.10418749985,9.6,9.6,10000,96000.0,0.0,72.0,72.0,-96072.0,293620.1,197548.1,0,10000,True,0.6,c0.00075_s0.0
67,2024-03-18,1,2024-03-15,002281,SELL,39.8,40.2872,40287.2000,487.2000,30.215400000,30.215400000,40256.984600000,197548.1041874999,237805.0887874999,39.8,40.2872,1000,40287.2,487.2,30.2154,30.2154,40256.98,197548.1,237805.09,1000,0,False,0.6,c0.00075_s0.0
68,2024-03-18,2,2024-03-15,300045,SELL,24.91,24.91,32383.00,0.00,24.2872500,24.2872500,32358.7127500,237805.0887874999,270163.8015374999,24.91,24.91,1300,32383.0,0.0,24.28725,24.28725,32358.71,237805.09,270163.8,1300,0,False,0.6,c0.00075_s0.0
69,2024-03-18,3,2024-03-15,603220,SELL,36.46,47.9404,38352.3200,9184.3200,28.764240000,28.764240000,38323.555760000,270163.8015374999,308487.3572974999,36.46,47.9404,800,38352.32,9184.32,28.76424,28.76424,38323.56,270163.8,308487.36,800,0,False,0.6,c0.00075_s0.0
70,2024-03-18,4,2024-03-15,601138,BUY,23.45,24.7117,17298.1900,883.1900,12.973642500,12.973642500,-17311.163642500,308487.3572974999,291176.1936549999,23.45,24.7117,700,17298.19,883.19,12.973643,12.973643,-17311.16,308487.36,291176.19,0,700,False,0.6,c0.00075_s0.0
71,2024-03-18,5,2024-03-15,601225,BUY,24.53,27.5986,38638.0400,4296.0400,28.978530000,28.978530000,-38667.018530000,291176.1936549999,252509.1751249999,24.53,27.5986,1400,38638.04,4296.04,28.97853,28.97853,-38667.02,291176.19,252509.18,0,1400,False,0.6,c0.00075_s0.0
72,2024-03-18,6,2024-03-15,601899,BUY,15.97,16.6277,49883.1000,1973.1000,37.412325000,37.412325000,-49920.512325000,252509.1751249999,202588.66279999987,15.97,16.6277,3000,49883.1,1973.1,37.412325,37.412325,-49920.51,252509.18,202588.66,0,3000,False,0.6,c0.00075_s0.0
73,2024-03-19,1,2024-03-18,000938,SELL,23.6,23.8627,90678.2600,998.2600,68.008695000,68.008695000,90610.251305000,202588.66279999987,293198.91410499986,23.6,23.8627,3800,90678.26,998.26,68.008695,68.008695,90610.25,202588.66,293198.91,3800,0,False,0.6,c0.00075_s0.0
74,2024-03-19,2,2024-03-18,603993,BUY,7.75,8.2467,91538.3700,5513.3700,68.653777500,68.653777500,-91607.023777500,293198.91410499986,201591.89032749986,7.75,8.2467,11100,91538.37,5513.37,68.653778,68.653778,-91607.02,293198.91,201591.89,0,11100,False,0.6,c0.00075_s0.0
75,2024-03-21,1,2024-03-20,002456,SELL,10.41,10.41,104100.00,0.00,78.0750000,78.0750000,104021.9250000,201591.89032749983,305613.8153274998,10.41,10.41,10000,104100.0,0.0,78.075,78.075,104021.93,201591.89,305613.82,10000,0,False,0.6,c0.00075_s0.0
76,2024-03-21,2,2024-03-20,300496,BUY,64.0,64.7924,103667.8400,1267.8400,77.750880000,77.750880000,-103745.590880000,305613.8153274998,201868.22444749982,64.0,64.7924,1600,103667.84,1267.84,77.75088,77.75088,-103745.59,305613.82,201868.22,0,1600,False,0.6,c0.00075_s0.0
77,2024-04-01,1,2024-03-29,601138,SELL,22.9,24.1321,16892.4700,862.4700,12.669352500,12.669352500,16879.800647500,201868.22444749982,218748.02509499982,22.9,24.1321,700,16892.47,862.47,12.669353,12.669353,16879.8,201868.22,218748.03,700,0,False,0.6,c0.00075_s0.0
78,2024-04-01,2,2024-03-29,601225,SELL,24.7,27.7899,38905.8600,4325.8600,29.179395000,29.179395000,38876.680605000,218748.02509499982,257624.70569999982,24.7,27.7899,1400,38905.86,4325.86,29.179395,29.179395,38876.68,218748.03,257624.71,1400,0,False,0.6,c0.00075_s0.0
79,2024-04-01,3,2024-03-29,601899,SELL,17.24,17.95,53850.00,2130.00,40.3875000,40.3875000,53809.6125000,257624.70569999982,311434.3181999998,17.24,17.95,3000,53850.0,2130.0,40.3875,40.3875,53809.61,257624.71,311434.32,3000,0,False,0.6,c0.00075_s0.0
80,2024-04-01,4,2024-03-29,000977,BUY,42.38,42.679,21339.500,149.500,16.00462500,16.00462500,-21355.50462500,311434.3181999998,290078.8135749998,42.38,42.679,500,21339.5,149.5,16.004625,16.004625,-21355.5,311434.32,290078.81,0,500,False,0.6,c0.00075_s0.0
81,2024-04-01,5,2024-03-29,300975,BUY,14.11,14.1603,9912.2100,35.2100,7.434157500,7.434157500,-9919.644157500,290078.8135749998,280159.1694174998,14.11,14.1603,700,9912.21,35.21,7.434158,7.434158,-9919.64,290078.81,280159.17,0,700,False,0.6,c0.00075_s0.0
82,2024-04-01,6,2024-03-29,601166,BUY,15.8,18.6145,78180.9000,11820.9000,58.635675000,58.635675000,-78239.535675000,280159.1694174998,201919.6337424998,15.8,18.6145,4200,78180.9,11820.9,58.635675,58.635675,-78239.54,280159.17,201919.63,0,4200,False,0.6,c0.00075_s0.0
83,2024-04-02,1,2024-04-01,603993,SELL,8.22,8.7469,97090.5900,5848.5900,72.817942500,72.817942500,97017.772057500,201919.6337424998,298937.40579999983,8.22,8.7469,11100,97090.59,5848.59,72.817943,72.817943,97017.77,201919.63,298937.41,11100,0,False,0.6,c0.00075_s0.0
84,2024-04-02,2,2024-04-01,600309,BUY,84.5,89.345,98279.500,5329.500,73.70962500,73.70962500,-98353.20962500,298937.40579999983,200584.19617499982,84.5,89.345,1100,98279.5,5329.5,73.709625,73.709625,-98353.21,298937.41,200584.2,0,1100,False,0.6,c0.00075_s0.0
85,2024-04-08,1,2024-04-03,300496,SELL,50.71,51.3378,82140.4800,1004.4800,61.605360000,61.605360000,82078.874640000,200584.19617499982,282663.0708149998,50.71,51.3378,1600,82140.48,1004.48,61.60536,61.60536,82078.87,200584.2,282663.07,1600,0,False,0.6,c0.00075_s0.0
86,2024-04-08,2,2024-04-03,601857,BUY,10.05,11.1631,88188.4900,8793.4900,66.141367500,66.141367500,-88254.631367500,282663.0708149998,194408.4394474998,10.05,11.1631,7900,88188.49,8793.49,66.141368,66.141368,-88254.63,282663.07,194408.44,0,7900,False,0.6,c0.00075_s0.0
87,2024-04-17,1,2024-04-16,000977,SELL,37.2,37.4625,18731.2500,131.2500,14.048437500,14.048437500,18717.201562500,194408.4394474998,213125.64100999982,37.2,37.4625,500,18731.25,131.25,14.048438,14.048438,18717.2,194408.44,213125.64,500,0,False,0.6,c0.00075_s0.0
88,2024-04-17,2,2024-04-16,300975,SELL,8.75,8.7812,6146.8400,21.8400,4.610130000,4.610130000,6142.229870000,213125.64100999982,219267.87087999983,8.75,8.7812,700,6146.84,21.84,4.61013,4.61013,6142.23,213125.64,219267.87,700,0,False,0.6,c0.00075_s0.0
89,2024-04-17,3,2024-04-16,601166,SELL,15.91,18.7441,78725.2200,11903.2200,59.043915000,59.043915000,78666.176085000,219267.87087999983,297934.0469649998,15.91,18.7441,4200,78725.22,11903.22,59.043915,59.043915,78666.18,219267.87,297934.05,4200,0,False,0.6,c0.00075_s0.0
90,2024-04-17,4,2024-04-16,300760,BUY,265.76,282.0832,28208.3200,1632.3200,21.156240000,21.156240000,-28229.476240000,297934.0469649998,269704.5707249998,265.76,282.0832,100,28208.32,1632.32,21.15624,21.15624,-28229.48,297934.05,269704.57,0,100,False,0.6,c0.00075_s0.0
91,2024-04-17,5,2024-04-16,600019,BUY,6.97,7.5527,36252.9600,2796.9600,27.189720000,27.189720000,-36280.149720000,269704.5707249998,233424.42100499984,6.97,7.5527,4800,36252.96,2796.96,27.18972,27.18972,-36280.15,269704.57,233424.42,0,4800,False,0.6,c0.00075_s0.0
