trade_date,production_strategy,shadow_strategy,production_target_position,shadow_target_position,position_diff,production_risk_decision,shadow_risk_decision,risk_decision_diff,shadow_recovery_status,shadow_risk_governor_reasons,top5_overlap,production_top5,shadow_top5,buy_list_added_by_shadow,buy_list_removed_by_shadow,sell_list_added_by_shadow,sell_list_removed_by_shadow,production_estimated_order_value,shadow_estimated_order_value,estimated_order_value_diff,production_theory_return,shadow_theory_return,theory_gap,large_slippage_proxy,limit_up_buy_ratio,execution_feasibility,fp_explanation_label
2026-06-01,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|002916|300373|600183|600584,002463|002916|300373|600183|600584,,600584,,,8009.999999999999,0.0,-8009.999999999999,-0.021811411122015012,-0.020847785349096815,0.0009636257729181974,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-02,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|002916|300408|600183|600584,002463|002916|300408|600183|600584,,,,,164472.0,177793.0,13321.0,0.027380387650181248,0.02785990052898768,0.0004795128788064318,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-03,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,300408|300620|600036|600183|688498,300408|300620|600036|600183|688498,,,,,0.0,0.0,0.0,0.009191768822660373,0.008384965830574576,-0.0008068029920857978,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-04,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,300308|300620|600183|600584|688498,300308|300620|600183|600584|688498,,,,,0.0,0.0,0.0,0.015880608386388495,0.015000346610831716,-0.0008802617755567788,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-05,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|300620|300750|600183|688630,002463|300620|300750|600183|688630,,,,,0.0,0.0,0.0,-0.020156962004466372,-0.018771922689573506,0.0013850393148928664,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|002636|300620|688146|688498,002463|002636|300620|688146|688498,,,,,0.0,0.0,0.0,-0.030620512719902848,-0.03250781197117436,-0.0018872992512715125,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-09,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|300319|600522|688146|688498,002463|300319|600522|688146|688498,,,,,371778.0,510535.0,138757.0,0.041309806132004745,0.041475251695269444,0.00016544556326469895,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|300308|600522|688146|688498,002463|300308|600522|688146|688498,,,,,178150.0,243600.0,65450.0,-0.010537166414240628,-0.008996989165728997,0.0015401772485116316,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-11,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002460|002463|600522|601208|688146,002460|002463|600522|601208|688146,,,,,30775.0,43085.0,12310.0,0.01580955892944802,0.01839190450866557,0.0025823455792175487,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-12,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000657|002460|002466|600869|688146,000657|002460|002466|600869|688146,,,,,0.0,0.0,0.0,-0.020992204098360445,-0.023690135963519432,-0.0026979318651589868,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000657|002466|600869|688146|688498,000657|002466|600869|688146|688498,,,,,0.0,0.0,0.0,0.048963766241680196,0.04852572232713048,-0.0004380439145497128,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002240|002460|002466|600869|688146,002240|002460|002466|600869|688146,,,,,200310.0,230538.0,30228.0,0.03859357140049391,0.03799222093510757,-0.0006013504653863411,,,unknown_missing_execution_proxy,unknown_pending_forward_return
2026-06-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000657|002466|301217|600378|688146,000657|002466|301217|600378|688146,,,,,0.0,0.0,0.0,0.017435558269964346,0.018635675873133417,0.0012001176031690708,,,unknown_missing_execution_proxy,unknown_pending_forward_return
