strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped
baseline_full_liquidity_detail_market_gate,2023-01-05,2023-01-04,102155.05991500006,395768.33,497923.38991500007,0.9958467798300001,5,0.7948377963677529,0,0.0,5,5,500000.0,5,0.8,0
baseline_full_liquidity_detail_market_gate,2023-01-06,2023-01-05,102155.05991500006,397685.89,499840.94991500006,0.9996818998300001,5,0.7956248684058961,5,394261.79,5,0,496416.849915,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-09,2023-01-06,102155.05991500006,407273.32,509428.37991500006,1.01885675983,5,0.7994712035241441,5,401195.38,5,0,503350.43991500005,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-10,2023-01-09,102155.05991500006,410028.41,512183.469915,1.0243669398300002,5,0.8005498694990033,5,409388.97000000003,5,0,511544.0299150001,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-11,2023-01-10,102155.05991500006,421382.79,523537.849915,1.0470756998300002,5,0.8048755024463167,5,413108.74000000005,5,0,515263.7999150001,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-12,2023-01-11,102155.05991500006,420241.79,522396.849915,1.04479369983,5,0.8044493186901456,5,424712.9,5,0,526867.9599150001,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-13,2023-01-12,102155.05991500006,414487.95999999996,516643.019915,1.0332860398300001,5,0.8022714795763486,5,411416.73,5,0,513571.78991500003,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-01-16,2023-01-13,102155.05991500006,412073.36,514228.41991500003,1.02845683983,5,0.8013430297534199,5,410616.77999999997,5,0,512771.839915,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-17,2023-01-16,102155.05991500006,404359.72000000003,506514.7799150001,1.01302955983,5,0.7983177116131872,5,411492.28,5,0,513647.3399150001,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-18,2023-01-17,102155.05991500006,400615.81000000006,502770.8699150001,1.0055417398300002,5,0.7968158737353446,5,403377.8,5,0,505532.85991500004,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-01-19,2023-01-18,102155.05991500006,392573.69,494728.74991500005,0.9894574998300001,5,0.7935129908408367,5,398159.09,5,0,500314.1499150001,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-01-20,2023-01-19,102155.05991500006,396127.80000000005,498282.8599150001,0.9965657198300002,5,0.794985803982047,5,395609.94000000006,5,0,497764.9999150001,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-01-30,2023-01-20,112299.13403500002,390344.66,502643.794035,1.00528758807,5,0.776583068630943,0,0.0,5,10,504488.73991500004,5,0.8,0
baseline_full_liquidity_detail_market_gate,2023-01-31,2023-01-30,112299.13403500002,383306.36,495605.494035,0.99121098807,5,0.7734102317536671,5,387847.69,5,0,500146.82403500006,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-02-01,2023-01-31,112299.13403500002,389172.12,501471.254035,1.00294250807,5,0.7760606752004131,5,384707.23,5,0,497006.364035,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-02,2023-02-01,112299.13403500002,387795.76000000007,500094.8940350001,1.0001897880700001,5,0.7754443499134375,5,387850.09,5,0,500149.2240350001,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-03,2023-02-02,112299.13403500002,389259.72,501558.85403499997,1.00311770807,5,0.7760997874296054,5,386060.97,5,0,498360.10403499997,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-06,2023-02-03,112299.13403500002,385799.61,498098.744035,0.99619748807,5,0.77454443445232,5,387819.79,5,0,500118.92403500003,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-07,2023-02-06,112299.13403500002,384986.38,497285.514035,0.99457102807,5,0.7741757383524023,5,385513.63,5,0,497812.764035,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-08,2023-02-07,112299.13403500002,389553.67999999993,501852.81403499993,1.0037056280699999,5,0.7762309368516003,5,385769.6,5,0,498068.734035,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-09,2023-02-08,112299.13403500002,390631.35000000003,502930.4840350001,1.0058609680700001,5,0.7767104249994421,5,386878.06,5,0,499177.19403500005,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-10,2023-02-09,112299.13403500002,382976.47,495275.60403499997,0.99055120807,5,0.7732593062930996,5,390062.01,5,0,502361.144035,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-13,2023-02-10,112299.13403500002,382325.1,494624.234035,0.98924846807,5,0.7729607117732658,5,381599.99,5,0,493899.124035,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-14,2023-02-13,112299.13403500002,378330.5,490629.634035,0.98125926807,5,0.7711122071623808,5,382395.1099999999,5,0,494694.244035,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-02-15,2023-02-14,108431.96383249997,399668.57000000007,508100.53383250005,1.0162010676650002,5,0.7865934857131137,0,0.0,5,10,490290.414035,5,0.8,0
baseline_full_liquidity_detail_market_gate,2023-02-16,2023-02-15,108431.96383249997,387914.38,496346.3438325,0.992692687665,5,0.7815397147982376,5,399222.17000000004,5,0,507654.1338325,5,0.8,1
baseline_full_liquidity_detail_market_gate,2023-02-17,2023-02-16,108431.96383249997,369522.01,477953.9738325,0.955907947665,5,0.7731330425751409,5,389008.10000000003,5,0,497440.0638325,5,0.8,2
baseline_full_liquidity_detail_market_gate,2023-02-20,2023-02-17,108431.96383249997,385906.36,494338.32383249997,0.988676647665,5,0.7806523212850462,5,369382.92000000004,5,0,477814.8838325,5,0.8,2
baseline_full_liquidity_detail_market_gate,2023-02-21,2023-02-20,108431.96383249997,381275.19000000006,489707.15383250004,0.979414307665,5,0.7785779460563319,5,382802.57,5,0,491234.5338325,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-02-22,2023-02-21,108431.96383249997,385003.02,493434.9838325,0.986869967665,5,0.7802507576777167,5,377661.35000000003,5,0,486093.3138325,5,0.8,2
baseline_full_liquidity_detail_market_gate,2023-02-23,2023-02-22,108431.96383249997,375500.08999999997,483932.05383249995,0.9678641076649999,5,0.7759355616686825,5,380870.33999999997,5,0,489302.30383249995,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-02-24,2023-02-23,108431.96383249997,390187.13,498619.0938325,0.9972381876649999,5,0.7825354761305525,5,380999.06999999995,5,0,489431.03383249993,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-02-27,2023-02-24,108431.96383249997,388368.58999999997,496800.55383249995,0.9936011076649999,5,0.781739446552512,5,388344.81,5,0,496776.7738325,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-02-28,2023-02-27,108431.96383249997,402580.4000000001,511012.36383250006,1.022024727665,5,0.7878095100884058,5,401290.06,5,0,509722.0238325,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-03-01,2023-02-28,108431.96383249997,424613.57,533045.5338325,1.066091067665,5,0.7965802976475688,5,400162.64,5,0,508594.6038325,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-03-02,2023-03-01,108431.96383249997,425593.67000000004,534025.6338325,1.068051267665,5,0.7969536348764296,5,421456.85000000003,5,0,529888.8138325,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-03-03,2023-03-02,113789.90483749995,412275.70999999996,526065.6148374999,1.0521312296749998,5,0.7836963648105962,0,0.0,5,10,514932.9038325,5,0.8,0
baseline_full_liquidity_detail_market_gate,2023-03-06,2023-03-03,113789.90483749995,407396.77999999997,521186.6848374999,1.042373369675,5,0.781671504380473,5,410038.79000000004,5,0,523828.6948375,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-03-07,2023-03-06,113789.90483749995,399463.15,513253.0548375,1.026506109675,5,0.7782966827668921,5,405617.34,5,0,519407.2448375,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-03-08,2023-03-07,113789.90483749995,398308.86,512098.76483749994,1.0241975296749999,5,0.7777969550978941,5,397054.93,5,0,510844.83483749995,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-09,2023-03-08,113789.90483749995,397502.41000000003,511292.3148375,1.022584629675,5,0.7774464791756847,5,397197.36,5,0,510987.26483749994,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-10,2023-03-09,113789.90483749995,384443.13,498233.03483749996,0.996466069675,5,0.7716130868869167,5,391275.97,5,0,505065.8748374999,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-13,2023-03-10,113789.90483749995,397914.0,511703.90483749995,1.023407809675,5,0.7776254905194913,5,380883.44,5,0,494673.34483749996,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-14,2023-03-13,113789.90483749995,392757.37,506547.27483749995,1.013094549675,5,0.7753617273451847,5,395450.92,5,0,509240.82483749994,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-15,2023-03-14,113789.90483749995,384144.14,497934.04483749997,0.995868089675,5,0.7714759494409844,5,397028.55,5,0,510818.45483749994,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-16,2023-03-15,113789.90483749995,377439.76,491229.66483749996,0.9824593296749999,5,0.7683570171293667,5,380506.37,5,0,494296.27483749995,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-17,2023-03-16,113789.90483749995,393394.67,507184.57483749994,1.0143691496749998,5,0.775643995336495,5,380377.36,5,0,494167.26483749994,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-20,2023-03-17,113789.90483749995,385188.12,498978.02483749995,0.9979560496749998,5,0.771954075784084,5,400034.49,5,0,513824.39483749995,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-21,2023-03-20,114577.74746999993,379779.07999999996,494356.8274699999,0.9887136549399999,5,0.7682286536703024,0,0.0,5,10,499250.65483749995,5,0.8,0
baseline_full_liquidity_detail_market_gate,2023-03-22,2023-03-21,114577.74746999993,383843.30000000005,498421.04747,0.99684209494,5,0.7701185613015341,5,379197.86,5,0,493775.60746999993,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-03-23,2023-03-22,114577.74746999993,401512.54000000004,516090.28747,1.03218057494,5,0.777988948345283,5,382730.55999999994,5,0,497308.3074699999,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-03-24,2023-03-23,114577.74746999993,395165.72,509743.4674699999,1.0194869349399998,5,0.7752246869613033,5,400128.08999999997,5,0,514705.8374699999,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-03-27,2023-03-24,114577.74746999993,384698.0800000001,499275.82747,0.9985516549400001,5,0.7705121274334384,5,392512.44,5,0,507090.18746999995,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-03-28,2023-03-27,114577.74746999993,378735.37,493313.11746999994,0.9866262349399999,5,0.7677382915386032,5,385381.79,5,0,499959.5374699999,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-29,2023-03-28,114577.74746999993,378351.02,492928.76746999996,0.98585753494,5,0.7675571907517585,5,376961.89,5,0,491539.63746999996,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-30,2023-03-29,114577.74746999993,377748.99,492326.73746999993,0.9846534749399999,5,0.767272953610443,5,379861.30000000005,5,0,494439.04747,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-03-31,2023-03-30,114577.74746999993,381304.33,495882.07746999996,0.9917641549399999,5,0.7689415434117364,5,377474.66,5,0,492052.4074699999,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-04-03,2023-03-31,114577.74746999993,388048.77,502626.51746999996,1.00525303494,5,0.7720419765221824,5,384101.51999999996,5,0,498679.2674699999,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-04-04,2023-04-03,114577.74746999993,413916.87,528494.6174699999,1.0569892349399999,5,0.7831997835313735,5,386168.62000000005,5,0,500746.36747,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-04-06,2023-04-04,114577.74746999993,415054.73,529632.4774699999,1.05926495494,5,0.7836655561280417,5,409708.7,5,0,524286.44746999996,5,0.8,5
baseline_full_liquidity_detail_market_gate,2023-04-07,2023-04-06,126665.22309999986,410083.16000000003,536748.3830999999,1.0734967661999997,5,0.7640137779857993,0,0.0,5,10,529397.4174699999,5,0.8,0
baseline_full_liquidity_detail_market_gate,2023-04-10,2023-04-07,126665.22309999986,391054.83,517720.0530999999,1.0354401061999998,5,0.7553403188816912,5,410229.99999999994,5,0,536895.2230999998,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-04-11,2023-04-10,126665.22309999986,393898.1,520563.3230999998,1.0411266461999995,5,0.756676628031154,5,386332.72000000003,5,0,512997.9430999999,5,0.8,3
baseline_full_liquidity_detail_market_gate,2023-04-12,2023-04-11,126665.22309999986,408719.75,535384.9730999998,1.0707699461999998,5,0.7634128160777849,5,392921.54000000004,5,0,519586.76309999987,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-04-13,2023-04-12,126665.22309999986,394066.4,520731.62309999985,1.0414632461999997,5,0.7567552699297554,5,401921.02999999997,5,0,528586.2530999999,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-04-14,2023-04-13,126665.22309999986,394533.04,521198.26309999987,1.0423965261999997,5,0.7569730521613476,5,391733.08,5,0,518398.3030999999,5,0.8,4
baseline_full_liquidity_detail_market_gate,2023-04-17,2023-04-14,126665.22309999986,394584.24,521249.4630999998,1.0424989261999997,5,0.756996923609877,5,390785.63999999996,5,0,517450.86309999984,5,0.8,5
