strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,market_style_state,selected_strategy,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,target_position_ratio,strategy_source,route_reason,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_route_cache_hit,ashare_weekly_unconfirmed_count,ashare_resolved_strategy
adaptive_market_style,2023-11-30,2023-11-29,656672.3896893151,347365.88,1004038.2696893152,1.004038269689315,5,0.3459687648235632,0.0,0.0,5.0,5.0,1000000.0,5.0,0.35,0.0,0.6570666495952123,0.65,0.65,0.0070666495952123,-342.7275800000061,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8894321007173338,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231129,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-01,2023-11-29,656672.3896893151,348894.07,1005566.4596893152,1.0055664596893152,5,0.3469627160275374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptive_market_style,2023-12-04,2023-12-01,656672.3896893151,345505.68,1002178.069689315,1.002178069689315,5,0.3447547800632976,5.0,350649.64,5.0,0.0,1007322.0296893152,5.0,0.35,0.0,0.6518991646512986,0.65,0.65,0.0018991646512985,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.9435386870858667,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231201,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-05,2023-12-01,656672.3896893151,340037.16000000003,996709.5496893151,0.9967095496893152,5,0.3411597291367311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptive_market_style,2023-12-06,2023-12-05,656672.3896893151,339749.73,996422.1196893152,0.996422119689315,5,0.3409696786999611,5.0,337517.22000000003,5.0,0.0,994189.6096893152,5.0,0.35,1.0,0.6605102118242069,0.65,0.65,0.0105102118242068,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.9553335381210006,index_weak,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,0.0,index_weak,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231205,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-07,2023-12-06,656672.3896893151,343571.55,1000243.9396893152,1.0002439396893152,5,0.3434877597026146,5.0,338111.0,5.0,0.0,994783.3896893152,5.0,0.35,1.0,0.66011595739893,0.65,0.65,0.01011595739893,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.9598344986144238,index_weak,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,0.0,index_weak,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231206,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-08,2023-12-07,656672.3896893151,341788.48000000004,998460.8696893152,0.9984608696893152,5,0.3423153479278084,5.0,339311.64,5.0,0.0,995984.0296893152,5.0,0.35,1.0,0.6593202000379021,0.65,0.65,0.0093202000379021,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.9711328977149326,index_weak,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,0.0,index_weak,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231207,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-11,2023-12-08,656672.3896893151,353211.57999999996,1009883.9696893152,1.0098839696893152,5,0.3497546159769854,5.0,341907.21,5.0,0.0,998579.5996893152,5.0,0.35,1.0,0.6576064541010286,0.65,0.65,0.0076064541010285,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,1.127741362993749,index_weak,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_weak,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231208,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-12,2023-12-11,656672.3896893151,354413.12,1011085.5096893152,1.0110855096893152,5,0.3505273457127316,5.0,351231.31,5.0,0.0,1007903.6996893152,5.0,0.35,2.0,0.6515229479678797,0.65,0.65,0.0015229479678796,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,1.06320689229074,index_weak,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_weak,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231211,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
adaptive_market_style,2023-12-13,2023-12-12,656672.3896893151,348597.20999999996,1005269.5996893152,1.005269599689315,5,0.3467698715923928,5.0,353174.78,5.0,0.0,1009847.1696893153,5.0,0.35,1.0,0.6502690797176209,0.65,0.65,0.0002690797176209,0.0,0.0,0.0,0.0,0.0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.9234326882292422,index_weak,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_weak,normal,0.5,0.35,defensive_reduce_to_50pct,0.35,Chenyiyun2087,adaptive_v22_ashare_weighted_enhancement,,v2.2,production_stage1,prod_stage1,2.0,v2.2|prod_stage1|production_stage1|limit2|top5|baseline_full_liquidity|20231212,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,
