strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped
tiered_liquidity_then_bs_v2,2023-01-04,2023-01-03,153225.91434999998,355299.64,508525.55435,1.0170511087,5,0.6986859105913484,0,0.0,5,5,500000.0,5.0,0.7,0.0
tiered_liquidity_then_bs_v2,2023-01-05,2023-01-04,153225.91434999998,347257.53,500483.44435,1.0009668887,5,0.6938441898932316,5,347020.95,5,0,500246.86435,5.0,0.7,4.0
tiered_liquidity_then_bs_v2,2023-01-06,2023-01-05,153225.91434999998,340799.04,494024.95434999996,0.9880499086999999,5,0.6898417519179717,5,337272.52999999997,5,0,490498.44434999995,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-09,2023-01-06,153225.91434999998,335616.51999999996,488842.43434999994,0.9776848686999998,5,0.6865535731288546,5,334617.39999999997,5,0,487843.31434999994,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-10,2023-01-09,153225.91434999998,337804.20999999996,491030.12434999994,0.9820602486999999,5,0.6879500732203906,5,334115.30999999994,5,0,487341.2243499999,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-11,2023-01-10,153225.91434999998,334360.14,487586.05435,0.9751721086999999,5,0.685745904783382,5,335385.8,5,0,488611.71434999997,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-12,2023-01-11,153225.91434999998,338337.85000000003,491563.76435,0.9831275287,5,0.6882888335908726,5,334082.51999999996,5,0,487308.43434999994,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-13,2023-01-12,153225.91434999998,336349.71,489575.62435,0.9791512487,5,0.6870229914868923,5,336802.71,5,0,490028.62435,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-16,2023-01-13,153225.91434999998,326565.52,479791.43435,0.9595828687,5,0.6806405796769098,5,329361.44,5,0,482587.35435,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-17,2023-01-16,153225.91434999998,323267.41000000003,476493.32435,0.9529866487,5,0.6784300922599065,5,326879.62,5,0,480105.53435,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-18,2023-01-17,166109.6434625,305235.74,471345.3834625,0.942690766925,5,0.6475840237529014,0,0.0,5,10,474597.72435,5.0,0.7,0.0
tiered_liquidity_then_bs_v2,2023-01-19,2023-01-18,166109.6434625,308376.83999999997,474486.4834625,0.948972966925,5,0.6499170171290493,5,304962.05,5,0,471071.6934625,5.0,0.7,4.0
tiered_liquidity_then_bs_v2,2023-01-20,2023-01-19,166109.6434625,309628.38999999996,475738.03346249997,0.951476066925,5,0.6508379995319554,5,307776.38,5,0,473886.0234625,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-30,2023-01-20,166109.6434625,305359.05000000005,471468.69346250006,0.9429373869250001,5,0.6476761961805378,5,313442.23,5,0,479551.8734625,5.0,0.7,5.0
tiered_liquidity_then_bs_v2,2023-01-31,2023-01-30,166109.6434625,299310.24,465419.8834625,0.930839766925,5,0.6430972346374113,5,304433.06,5,0,470542.7034625,5.0,0.7,5.0
