trade_date,history_dates,history_start,history_end,weight_s_liquidity,weight_liquidity_detail_score,weight_score,weight_bs_score_v2,weight_s_breakout,weight_s_relative_amount,weight_s_low_impact_cost,raw_s_liquidity,raw_liquidity_detail_score,raw_score,raw_bs_score_v2,raw_s_breakout,raw_s_relative_amount,raw_s_low_impact_cost
2026-02-13,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-06,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,0,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-10,1,2026-02-13,2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022044458033789315
2026-03-11,2,2026-02-13,2026-02-24,0.0,0.0,0.5663927910364182,0.0,0.0,0.0,0.4336072089635819,0.0,0.0,0.10283615077004324,0.0,0.0,0.0,0.07872716076481534
2026-03-12,3,2026-02-13,2026-02-25,0.0,0.0,0.43613852760598076,0.0,0.0,0.2984295028964796,0.2654319694975397,0.0,0.0,0.10829074376723526,0.0,0.0,0.0740983673424565,0.06590526536206089
2026-03-13,4,2026-02-13,2026-02-26,0.0,0.0,0.5515992379276516,0.03017479000457046,0.0,0.23417960647735378,0.18404636559042414,0.0,0.0,0.12701693247361803,0.0069483585198840195,0.0,0.053924612685077436,0.04238041531391651
2026-03-17,6,2026-02-13,2026-03-02,0.0,0.0,0.7709677353278046,0.0,0.0,0.14036506776139565,0.08866719691079963,0.0,0.0,0.08410743613280591,0.0,0.0,0.015312892396202447,0.0096729996075376
2026-03-18,7,2026-02-13,2026-03-03,0.0,0.0,0.863092244428624,0.0,0.0,0.0,0.1369077555713759,0.0,0.0,0.06673675451895338,0.0,0.0,0.0,0.010586098223320762
2026-03-19,8,2026-02-13,2026-03-04,0.0,0.0,0.843269736858095,0.0,0.0,0.0,0.15673026314190489,0.0,0.0,0.04924365415134731,0.0,0.0,0.0,0.009152434311191695
2026-03-20,9,2026-02-13,2026-03-05,0.0,0.0,0.9963759808396072,0.0,0.0,0.0,0.003624019160392896,0.0,0.0,0.04087573673321463,0.0,0.0,0.0,0.00014867324781506517
2026-03-23,10,2026-02-13,2026-03-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03273936949343303,0.0,0.0,0.0,0.0
2026-03-24,11,2026-02-13,2026-03-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022991551944727837,0.0,0.0,0.0,0.0
2026-03-25,12,2026-02-13,2026-03-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010055187728639373,0.0,0.0,0.0,0.0
2026-03-26,13,2026-02-13,2026-03-11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00488155139022035,0.0,0.0,0.0,0.0
2026-03-27,14,2026-02-13,2026-03-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029630010751813415,0.0,0.0,0.0,0.0
2026-03-30,15,2026-02-13,2026-03-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011804031996018456,0.0,0.0,0.0,0.0
2026-03-31,15,2026-02-13,2026-03-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011804031996018456,0.0,0.0,0.0,0.0
2026-04-01,16,2026-02-13,2026-03-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008430195133537018,0.0,0.0,0.0,0.0
2026-04-02,17,2026-02-13,2026-03-18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007667724738308013,0.0,0.0,0.0,0.0
2026-04-03,18,2026-02-13,2026-03-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002906041876730157,0.0,0.0,0.0,0.0
2026-04-08,20,2026-02-13,2026-03-23,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,20,2026-02-24,2026-03-24,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-13,20,2026-02-26,2026-03-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988293767319141e-05,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-14,20,2026-02-27,2026-03-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006319067773464315,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-22,20,2026-03-06,2026-04-03,0.6666063902476167,0.33339360975238325,0.0,0.0,0.0,0.0,0.0,0.05503173130219047,0.027523329836285047,0.0,0.0,0.0,0.0,0.0
2026-04-23,20,2026-03-09,2026-04-08,0.6188988602152888,0.3811011397847112,0.0,0.0,0.0,0.0,0.0,0.05856820480102372,0.03606471273359625,0.0,0.0,0.0,0.0,0.0
2026-04-24,20,2026-03-10,2026-04-09,0.5939486334447451,0.3337155098703061,0.0,0.0,0.0,0.0,0.07233585668494877,0.06462184939670484,0.03630838124015939,0.0,0.0,0.0,0.0,0.007870170202371969
2026-04-27,20,2026-03-10,2026-04-09,0.5939486334447451,0.3337155098703061,0.0,0.0,0.0,0.0,0.07233585668494877,0.06462184939670484,0.03630838124015939,0.0,0.0,0.0,0.0,0.007870170202371969
2026-04-28,20,2026-03-11,2026-04-13,0.5219363054333795,0.34593529943929013,0.04489657776574688,0.0,0.0,0.0,0.08723181736158347,0.0650830198624827,0.04313651633382111,0.005598393581874659,0.0,0.0,0.0,0.010877400255324944
