signal_date,execution_date,symbol,action,risk_state_on_signal,risk_state_on_execution,trigger_count,trigger_components,baseline_buy_eligible,epc_buy_blocked,label
2023-11-29,2023-11-30,300351,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,002594,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,688271,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,002142,BUY,False,False,0,,True,False,E1
2023-11-29,2023-11-30,688041,BUY,False,False,0,,True,False,E1
2024-06-18,2024-06-19,300351,NATURAL_SELL,True,True,1,,,,E1
2024-06-18,2024-06-19,002142,NATURAL_SELL,True,True,1,,,,E1
2024-06-18,2024-06-19,002594,NATURAL_SELL,True,True,1,,,,E1
2024-06-18,2024-06-19,688271,NATURAL_SELL,True,True,1,,,,E1
2024-06-25,2024-06-26,600809,BUY,False,False,0,,True,False,E1
2024-06-25,2024-06-26,688256,BUY,False,False,0,,True,False,E1
2024-06-25,2024-06-26,688008,BUY,False,False,0,,True,False,E1
2024-06-25,2024-06-26,600733,BUY,False,False,0,,True,False,E1
2024-06-26,2024-06-27,688041,SELL,False,False,0,,,,E1
2024-06-26,2024-06-27,300450,BUY,False,False,0,,True,False,E1
2024-07-09,2024-07-10,600809,SELL,False,False,0,,,,E1
2024-07-09,2024-07-10,688256,SELL,False,False,0,,,,E1
2024-07-09,2024-07-10,688008,SELL,False,False,0,,,,E1
2024-07-09,2024-07-10,601600,BUY,False,False,0,,True,False,E1
2024-07-09,2024-07-10,600219,BUY,False,False,0,,True,False,E1
2024-07-09,2024-07-10,600418,BUY,False,False,0,,True,False,E1
2024-07-10,2024-07-11,300450,SELL,False,False,0,,,,E1
2024-07-10,2024-07-11,601012,BUY,False,False,0,,True,False,E1
2024-07-15,2024-07-16,600733,SELL,False,False,0,,,,E1
2024-07-15,2024-07-16,601398,BUY,False,False,0,,True,False,E1
2024-07-23,2024-07-24,601600,SELL,False,False,0,,,,E1
2024-07-23,2024-07-24,600219,SELL,False,False,0,,,,E1
2024-07-23,2024-07-24,600418,SELL,False,False,0,,,,E1
2024-07-23,2024-07-24,600900,BUY,False,False,0,,True,False,E1
2024-07-23,2024-07-24,601288,BUY,False,False,0,,True,False,E1
2024-07-23,2024-07-24,601899,BUY,False,False,0,,True,False,E1
2024-07-24,2024-07-25,601012,SELL,False,False,0,,,,E1
2024-07-24,2024-07-25,601668,BUY,False,False,0,,True,False,E1
2024-07-29,2024-07-30,601398,SELL,False,False,1,,,,E1
2024-07-29,2024-07-30,600926,BUY,False,False,1,acct_dd=-0.0905≤-0.08,True,False,E1
2024-08-06,2024-08-07,600900,SELL,False,False,1,,,,E1
2024-08-06,2024-08-07,601288,SELL,False,False,1,,,,E1
2024-08-06,2024-08-07,601899,SELL,False,False,1,,,,E1
2024-08-06,2024-08-07,001696,BUY,False,False,1,acct_dd=-0.1089≤-0.08,True,False,E1
2024-08-06,2024-08-07,000099,BUY,False,False,1,acct_dd=-0.1089≤-0.08,True,False,E1
2024-08-06,2024-08-07,002085,BUY,False,False,1,acct_dd=-0.1089≤-0.08,True,False,E1
2024-08-07,2024-08-08,601668,SELL,False,False,1,,,,E1
2024-08-07,2024-08-08,300762,BUY,False,False,1,acct_dd=-0.0982≤-0.08,True,False,E1
2024-09-10,2024-09-11,001696,NATURAL_SELL,True,True,1,,,,E1
2024-09-10,2024-09-11,000099,NATURAL_SELL,True,True,1,,,,E1
2024-09-10,2024-09-11,300762,NATURAL_SELL,True,True,1,,,,E1
2024-09-10,2024-09-11,600926,NATURAL_SELL,True,True,1,,,,E1
2024-11-05,2024-11-06,002085,SELL,False,False,0,,,,E1
2024-11-05,2024-11-06,600733,BUY,False,False,0,,True,False,E1
2024-11-05,2024-11-06,002156,BUY,False,False,0,,True,False,E1
2024-11-05,2024-11-06,002384,BUY,False,False,0,,True,False,E1
2024-11-05,2024-11-06,300429,BUY,False,False,0,,True,False,E1
2024-11-05,2024-11-06,000625,BUY,False,False,0,,True,False,E1
2025-01-22,2025-01-23,300429,NATURAL_SELL,True,True,1,,,,E1
2025-01-22,2025-01-23,002156,NATURAL_SELL,True,True,1,,,,E1
2025-01-22,2025-01-23,000625,NATURAL_SELL,True,True,1,,,,E1
2025-01-22,2025-01-23,600733,NATURAL_SELL,True,True,1,,,,E1
2025-07-09,2025-07-10,002384,SELL,False,False,0,,,,E1
2025-07-09,2025-07-10,002714,BUY,False,False,0,,True,False,E1
2025-07-09,2025-07-10,600744,BUY,False,False,0,,True,False,E1
2025-07-09,2025-07-10,000063,BUY,False,False,0,,True,False,E1
2025-07-09,2025-07-10,000988,BUY,False,False,0,,True,False,E1
2025-07-09,2025-07-10,002987,BUY,False,False,0,,True,False,E1
2025-07-23,2025-07-24,002714,SELL,False,False,0,,,,E1
2025-07-23,2025-07-24,600744,SELL,False,False,0,,,,E1
2025-07-23,2025-07-24,000063,SELL,False,False,0,,,,E1
2025-07-23,2025-07-24,000988,SELL,False,False,0,,,,E1
2025-07-23,2025-07-24,002987,SELL,False,False,0,,,,E1
2025-07-23,2025-07-24,601727,BUY,False,False,0,,True,False,E1
2025-07-23,2025-07-24,300015,BUY,False,False,0,,True,False,E1
2025-07-23,2025-07-24,688012,BUY,False,False,0,,True,False,E1
2025-07-23,2025-07-24,601888,BUY,False,False,0,,True,False,E1
2025-07-24,2025-07-25,000657,BUY,False,False,0,,True,False,E1
2025-08-06,2025-08-07,601888,SELL,False,False,0,,,,E1
2025-08-06,2025-08-07,300015,SELL,False,False,0,,,,E1
2025-08-06,2025-08-07,688012,SELL,False,False,0,,,,E1
2025-08-06,2025-08-07,601727,SELL,False,False,0,,,,E1
2025-08-06,2025-08-07,002600,BUY,False,False,0,,True,False,E1
2025-08-06,2025-08-07,300199,BUY,False,False,0,,True,False,E1
2025-08-06,2025-08-07,002415,BUY,False,False,0,,True,False,E1
2025-08-06,2025-08-07,002465,BUY,False,False,0,,True,False,E1
2025-08-07,2025-08-08,000657,SELL,False,False,0,,,,E1
2025-08-07,2025-08-08,600967,BUY,False,False,0,,True,False,E1
2025-08-20,2025-08-21,300199,SELL,False,False,0,,,,E1
2025-08-20,2025-08-21,002415,SELL,False,False,0,,,,E1
2025-08-20,2025-08-21,002465,SELL,False,False,0,,,,E1
2025-08-20,2025-08-21,002456,BUY,False,False,0,,True,False,E1
2025-08-20,2025-08-21,601689,BUY,False,False,0,,True,False,E1
2025-08-20,2025-08-21,000617,BUY,False,False,0,,True,False,E1
2025-08-21,2025-08-22,600967,SELL,False,False,0,,,,E1
2025-08-21,2025-08-22,002600,SELL,False,False,0,,,,E1
2025-08-21,2025-08-22,601127,BUY,False,False,0,,True,False,E1
2025-08-21,2025-08-22,300803,BUY,False,False,0,,True,False,E1
2025-09-03,2025-09-04,002456,SELL,False,False,0,,,,E1
2025-09-03,2025-09-04,601689,SELL,False,False,0,,,,E1
2025-09-03,2025-09-04,000617,SELL,False,False,0,,,,E1
2025-09-03,2025-09-04,300308,BUY,False,False,0,,True,False,E1
2025-09-03,2025-09-04,601012,BUY,False,False,0,,True,False,E1
2025-09-04,2025-09-05,601127,SELL,False,False,0,,,,E1
2025-09-04,2025-09-05,300803,SELL,False,False,0,,,,E1
2025-09-04,2025-09-05,300502,BUY,False,False,0,,True,False,E1
2025-09-04,2025-09-05,300394,BUY,False,False,0,,True,False,E1
2025-09-04,2025-09-05,601138,BUY,False,False,0,,True,False,E1
2025-09-17,2025-09-18,300308,SELL,False,False,0,,,,E1
2025-09-17,2025-09-18,601012,SELL,False,False,0,,,,E1
2025-09-17,2025-09-18,002602,BUY,False,False,0,,True,False,E1
2025-09-17,2025-09-18,002384,BUY,False,False,0,,True,False,E1
2025-09-18,2025-09-19,300502,SELL,False,False,0,,,,E1
2025-09-18,2025-09-19,300394,SELL,False,False,0,,,,E1
2025-09-18,2025-09-19,601138,SELL,False,False,0,,,,E1
2025-09-18,2025-09-19,600580,BUY,False,False,0,,True,False,E1
2025-09-18,2025-09-19,601689,BUY,False,False,0,,True,False,E1
2025-09-18,2025-09-19,600143,BUY,False,False,0,,True,False,E1
2025-10-09,2025-10-10,002602,SELL,False,False,0,,,,E1
2025-10-09,2025-10-10,002384,SELL,False,False,0,,,,E1
2025-10-09,2025-10-10,603799,BUY,False,False,0,,True,False,E1
2025-10-09,2025-10-10,688347,BUY,False,False,0,,True,False,E1
2025-10-10,2025-10-13,600580,SELL,False,False,0,,,,E1
2025-10-10,2025-10-13,601689,SELL,False,False,0,,,,E1
2025-10-10,2025-10-13,600143,SELL,False,False,0,,,,E1
2025-10-10,2025-10-13,002460,BUY,False,False,0,,True,False,E1
2025-10-10,2025-10-13,000977,BUY,False,False,0,,True,False,E1
2025-10-10,2025-10-13,601899,BUY,False,False,0,,True,False,E1
2025-10-23,2025-10-24,603799,SELL,False,False,1,,,,E1
2025-10-23,2025-10-24,688347,SELL,False,False,1,,,,E1
2025-10-23,2025-10-24,601857,BUY,False,False,1,turnover=0.744≤0.85,True,False,E1
2025-10-23,2025-10-24,601288,BUY,False,False,1,turnover=0.744≤0.85,True,False,E1
2025-10-24,2025-10-27,002460,SELL,False,False,0,,,,E1
2025-10-24,2025-10-27,000977,SELL,False,False,0,,,,E1
2025-10-24,2025-10-27,601899,SELL,False,False,0,,,,E1
2025-10-24,2025-10-27,300476,BUY,False,False,0,,True,False,E1
2025-10-27,2025-10-28,301308,BUY,False,False,0,,True,False,E1
2025-10-27,2025-10-28,688313,BUY,False,False,0,,True,False,E1
2025-11-06,2025-11-07,601857,SELL,False,False,0,,,,E1
2025-11-06,2025-11-07,601288,SELL,False,False,0,,,,E1
2025-11-06,2025-11-07,000400,BUY,False,False,0,,True,False,E1
2025-11-06,2025-11-07,002812,BUY,False,False,0,,True,False,E1
2025-11-07,2025-11-10,300476,SELL,False,False,0,,,,E1
2025-11-07,2025-11-10,002407,BUY,False,False,0,,True,False,E1
2025-11-10,2025-11-11,301308,SELL,False,False,0,,,,E1
2025-11-10,2025-11-11,688313,SELL,False,False,0,,,,E1
2025-11-10,2025-11-11,600096,BUY,False,False,0,,True,False,E1
2025-11-10,2025-11-11,600977,BUY,False,False,0,,True,False,E1
2025-11-20,2025-11-21,000400,SELL,False,False,1,,,,E1
2025-11-20,2025-11-21,002240,BUY,False,False,1,turnover=0.835≤0.85,True,False,E1
2025-11-21,2025-11-24,002407,SELL,False,False,0,,,,E1
2025-11-21,2025-11-24,002812,SELL,False,False,0,,,,E1
2025-11-21,2025-11-24,000158,BUY,False,False,0,,True,False,E1
2025-11-21,2025-11-24,601988,BUY,False,False,0,,True,False,E1
2025-11-24,2025-11-25,600096,SELL,False,False,1,,,,E1
2025-11-24,2025-11-25,600977,SELL,False,False,1,,,,E1
2025-11-24,2025-11-25,300620,BUY,False,False,1,acct_dd=-0.0945≤-0.08,True,False,E1
2025-11-24,2025-11-25,300346,BUY,False,False,1,acct_dd=-0.0945≤-0.08,True,False,E1
2026-01-13,2026-01-14,300346,SELL,False,False,0,,,,E1
2026-01-13,2026-01-14,601988,SELL,False,False,0,,,,E1
2026-01-13,2026-01-14,300620,SELL,False,False,0,,,,E1
2026-01-13,2026-01-14,000158,SELL,False,False,0,,,,E1
2026-01-13,2026-01-14,002240,SELL,False,False,0,,,,E1
2026-01-13,2026-01-14,002230,BUY,False,False,0,,True,False,E1
2026-01-13,2026-01-14,300442,BUY,False,False,0,,True,False,E1
2026-01-13,2026-01-14,688111,BUY,False,False,0,,True,False,E1
2026-01-13,2026-01-14,300624,BUY,False,False,0,,True,False,E1
2026-01-13,2026-01-14,300058,BUY,False,False,0,,True,False,E1
2026-01-27,2026-01-28,002230,SELL,False,False,0,,,,E1
2026-01-27,2026-01-28,300442,SELL,False,False,0,,,,E1
2026-01-27,2026-01-28,688111,SELL,False,False,0,,,,E1
2026-01-27,2026-01-28,300624,SELL,False,False,0,,,,E1
2026-01-27,2026-01-28,300058,SELL,False,False,0,,,,E1
2026-01-27,2026-01-28,600988,BUY,False,False,0,,True,False,E1
2026-01-27,2026-01-28,000657,BUY,False,False,0,,True,False,E1
2026-01-27,2026-01-28,600547,BUY,False,False,0,,True,False,E1
2026-01-27,2026-01-28,600489,BUY,False,False,0,,True,False,E1
2026-01-27,2026-01-28,601899,BUY,False,False,0,,True,False,E1
2026-04-17,2026-04-20,600988,NATURAL_SELL,True,True,1,,,,E1
2026-04-17,2026-04-20,601899,NATURAL_SELL,True,True,1,,,,E1
2026-04-17,2026-04-20,600489,NATURAL_SELL,True,True,1,,,,E1
2026-04-17,2026-04-20,600547,NATURAL_SELL,True,True,1,,,,E1
2026-06-16,2026-06-17,688146,BUY,False,False,0,,True,False,E1
2026-06-16,2026-06-17,002466,BUY,False,False,0,,True,False,E1
2026-06-16,2026-06-17,301217,BUY,False,False,0,,True,False,E1
2026-06-16,2026-06-17,600378,BUY,False,False,0,,True,False,E1
2026-06-17,2026-06-18,000657,SELL,False,False,0,,,,E1
2026-06-17,2026-06-18,300285,BUY,False,False,0,,True,False,E1
