trade_date,signal_date,nav,equity,cash,position_ratio,actual_exposure,position_count,in_risk,force_sells
2023-02-16,2023-02-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-17,2023-02-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-20,2023-02-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-21,2023-02-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-22,2023-02-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-23,2023-02-22,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-24,2023-02-23,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-27,2023-02-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-02-28,2023-02-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-01,2023-02-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-02,2023-03-01,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-03,2023-03-02,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-06,2023-03-03,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-07,2023-03-06,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-08,2023-03-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-09,2023-03-08,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-10,2023-03-09,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-13,2023-03-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-14,2023-03-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-15,2023-03-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-16,2023-03-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-17,2023-03-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-20,2023-03-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-21,2023-03-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-22,2023-03-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-23,2023-03-22,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-24,2023-03-23,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-27,2023-03-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-28,2023-03-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-29,2023-03-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-30,2023-03-29,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-03-31,2023-03-30,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-03,2023-03-31,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-04,2023-04-03,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-06,2023-04-04,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-07,2023-04-06,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-10,2023-04-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-11,2023-04-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-12,2023-04-11,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-13,2023-04-12,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-14,2023-04-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-17,2023-04-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-18,2023-04-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-19,2023-04-18,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-20,2023-04-19,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-21,2023-04-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-24,2023-04-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-25,2023-04-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-26,2023-04-25,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-27,2023-04-26,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-04-28,2023-04-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-04,2023-04-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-05,2023-05-04,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-08,2023-05-05,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-09,2023-05-08,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-10,2023-05-09,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-11,2023-05-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-12,2023-05-11,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-15,2023-05-12,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-16,2023-05-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-17,2023-05-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-18,2023-05-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-19,2023-05-18,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-22,2023-05-19,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-23,2023-05-22,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-24,2023-05-23,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-25,2023-05-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-26,2023-05-25,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-29,2023-05-26,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-30,2023-05-29,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-05-31,2023-05-30,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-01,2023-05-31,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-02,2023-06-01,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-05,2023-06-02,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-06,2023-06-05,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-07,2023-06-06,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-08,2023-06-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-09,2023-06-08,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-12,2023-06-09,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-13,2023-06-12,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-14,2023-06-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-15,2023-06-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-16,2023-06-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-19,2023-06-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-20,2023-06-19,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-21,2023-06-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-26,2023-06-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-27,2023-06-26,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-28,2023-06-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-29,2023-06-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-06-30,2023-06-29,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-03,2023-06-30,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-04,2023-07-03,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-05,2023-07-04,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-06,2023-07-05,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-07,2023-07-06,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-10,2023-07-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-11,2023-07-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-12,2023-07-11,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-13,2023-07-12,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-14,2023-07-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-17,2023-07-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-18,2023-07-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-19,2023-07-18,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-20,2023-07-19,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-21,2023-07-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-24,2023-07-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-25,2023-07-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-26,2023-07-25,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-27,2023-07-26,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-28,2023-07-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-07-31,2023-07-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-01,2023-07-31,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-02,2023-08-01,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-03,2023-08-02,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-04,2023-08-03,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-07,2023-08-04,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-08,2023-08-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-09,2023-08-08,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-10,2023-08-09,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-11,2023-08-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-14,2023-08-11,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-15,2023-08-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-16,2023-08-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-17,2023-08-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-18,2023-08-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-21,2023-08-18,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-22,2023-08-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-23,2023-08-22,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-24,2023-08-23,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-25,2023-08-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-28,2023-08-25,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-29,2023-08-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-30,2023-08-29,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-08-31,2023-08-30,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-01,2023-08-31,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-04,2023-09-01,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-05,2023-09-04,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-06,2023-09-05,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-07,2023-09-06,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-08,2023-09-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-11,2023-09-08,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-12,2023-09-11,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-13,2023-09-12,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-14,2023-09-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-15,2023-09-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-18,2023-09-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-19,2023-09-18,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-20,2023-09-19,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-21,2023-09-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-22,2023-09-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-25,2023-09-22,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-26,2023-09-25,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-27,2023-09-26,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-09-28,2023-09-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-09,2023-09-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-10,2023-10-09,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-11,2023-10-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-12,2023-10-11,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-13,2023-10-12,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-16,2023-10-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-17,2023-10-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-18,2023-10-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-19,2023-10-18,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-20,2023-10-19,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-23,2023-10-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-24,2023-10-23,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-25,2023-10-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-26,2023-10-25,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-27,2023-10-26,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-30,2023-10-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-10-31,2023-10-30,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-01,2023-10-31,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-02,2023-11-01,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-03,2023-11-02,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-06,2023-11-03,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-07,2023-11-06,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-08,2023-11-07,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-09,2023-11-08,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-10,2023-11-09,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-13,2023-11-10,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-14,2023-11-13,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-15,2023-11-14,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-16,2023-11-15,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-17,2023-11-16,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-20,2023-11-17,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-21,2023-11-20,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-22,2023-11-21,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-23,2023-11-22,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-24,2023-11-23,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-27,2023-11-24,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-28,2023-11-27,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-29,2023-11-28,1.0,500000.0,500000.0,0.6,0.0,0,False,0
2023-11-30,2023-11-29,0.908999,454499.42,221816.42,0.6,0.512,5,False,0
2023-12-01,2023-11-30,0.903001,451500.42,221816.42,0.6,0.5087,5,False,0
2023-12-04,2023-12-01,0.897699,448849.42,221816.42,0.6,0.5058,5,False,0
2023-12-05,2023-12-04,0.888313,444156.42,221816.42,0.6,0.5006,5,False,0
2023-12-06,2023-12-05,0.89698,448489.91,255797.91,0.4,0.4296,5,True,3
2023-12-07,2023-12-06,0.8906,445299.91,255797.91,0.4,0.4256,5,True,0
2023-12-08,2023-12-07,0.897814,448906.91,255797.91,0.4,0.4302,5,True,0
2023-12-11,2023-12-08,0.89834,449169.91,255797.91,0.4,0.4305,5,True,0
2023-12-12,2023-12-11,0.893838,446918.91,255797.91,0.4,0.4276,5,True,0
2023-12-13,2023-12-12,0.883576,441787.91,255797.91,0.4,0.421,5,True,0
2023-12-14,2023-12-13,0.946398,473199.18,349717.18,0.4,0.261,4,True,0
2023-12-15,2023-12-14,0.94491,472455.18,349717.18,0.4,0.2598,4,True,0
2023-12-18,2023-12-15,0.946124,473062.18,349717.18,0.4,0.2607,4,True,0
2023-12-19,2023-12-18,0.942737,471368.4,302717.4,0.4,0.3578,5,True,0
2023-12-20,2023-12-19,0.941533,470766.4,302717.4,0.4,0.357,5,True,0
2023-12-21,2023-12-20,0.945529,472764.4,302717.4,0.4,0.3597,5,True,0
2023-12-22,2023-12-21,0.943779,471889.4,302717.4,0.4,0.3585,5,True,0
2023-12-25,2023-12-22,0.942761,471380.4,302717.4,0.4,0.3578,5,True,0
2023-12-26,2023-12-25,0.941739,470869.4,302717.4,0.4,0.3571,5,True,0
2023-12-27,2023-12-26,0.942679,471339.4,302717.4,0.4,0.3578,5,True,0
2023-12-28,2023-12-27,0.962166,481083.11,296672.11,0.4,0.3833,5,True,0
2023-12-29,2023-12-28,0.961862,480931.13,296545.13,0.4,0.3834,5,True,0
2024-01-02,2023-12-29,0.948824,474412.13,296545.13,0.4,0.3749,5,True,0
2024-01-03,2024-01-02,0.945292,472646.23,293038.23,0.4,0.38,5,True,0
2024-01-04,2024-01-03,0.947412,473706.23,293038.23,0.4,0.3814,5,True,0
2024-01-05,2024-01-04,0.940766,470383.23,293038.23,0.4,0.377,5,True,0
2024-01-08,2024-01-05,0.938936,469468.23,293038.23,0.4,0.3758,5,True,0
2024-01-09,2024-01-08,0.936402,468201.23,293038.23,0.4,0.3741,5,True,0
2024-01-10,2024-01-09,0.928218,464109.23,293038.23,0.4,0.3686,5,True,0
2024-01-11,2024-01-10,0.931248,465624.23,293038.23,0.4,0.3707,5,True,0
2024-01-12,2024-01-11,0.912833,456416.42,285555.42,0.4,0.3744,5,True,0
2024-01-15,2024-01-12,0.929743,464871.53,283483.53,0.4,0.3902,5,True,0
2024-01-16,2024-01-15,0.931285,465642.53,283483.53,0.4,0.3912,5,True,0
2024-01-17,2024-01-16,0.923525,461762.55,284671.55,0.4,0.3835,5,True,0
2024-01-18,2024-01-17,0.929365,464682.55,284671.55,0.4,0.3874,5,True,0
2024-01-19,2024-01-18,0.918355,459177.55,284671.55,0.4,0.38,5,True,0
2024-01-22,2024-01-19,0.906069,453034.55,284671.55,0.4,0.3716,5,True,0
2024-01-23,2024-01-22,0.906303,453151.55,284671.55,0.4,0.3718,5,True,0
2024-01-24,2024-01-23,0.911619,455809.55,284671.55,0.4,0.3755,5,True,0
2024-01-25,2024-01-24,0.931377,465688.55,284671.55,0.4,0.3887,5,True,0
2024-01-26,2024-01-25,0.9452,472599.77,288928.77,0.4,0.3886,5,True,0
2024-01-29,2024-01-26,0.93613,468064.95,287926.95,0.4,0.3849,5,True,0
2024-01-30,2024-01-29,0.930618,465308.95,287926.95,0.4,0.3812,5,True,0
2024-01-31,2024-01-30,0.925214,462606.9,283420.9,0.4,0.3873,5,True,0
2024-02-01,2024-01-31,0.921422,460710.9,283420.9,0.4,0.3848,5,True,0
2024-02-02,2024-02-01,0.918688,459343.9,283420.9,0.4,0.383,5,True,0
2024-02-05,2024-02-02,0.914846,457422.9,283420.9,0.4,0.3804,5,True,0
2024-02-06,2024-02-05,0.925208,462603.9,283420.9,0.4,0.3873,5,True,0
2024-02-07,2024-02-06,0.92791,463954.9,283420.9,0.4,0.3891,5,True,0
2024-02-08,2024-02-07,0.93602,468009.9,283420.9,0.4,0.3944,5,True,0
2024-02-19,2024-02-08,0.932835,466417.42,289798.42,0.4,0.3787,5,True,0
2024-02-20,2024-02-19,0.92748,463739.83,286397.83,0.4,0.3824,5,True,0
2024-02-21,2024-02-20,0.921138,460568.83,286397.83,0.4,0.3782,5,True,0
2024-02-22,2024-02-21,0.933363,466681.72,285535.72,0.4,0.3882,5,True,0
2024-02-23,2024-02-22,0.933773,466886.72,285535.72,0.4,0.3884,5,True,0
2024-02-26,2024-02-23,0.942531,471265.72,285535.72,0.4,0.3941,5,True,0
2024-02-27,2024-02-26,0.955403,477701.72,285535.72,0.4,0.4023,5,True,0
2024-02-28,2024-02-27,0.937485,468742.72,285535.72,0.4,0.3908,5,True,0
2024-02-29,2024-02-28,0.947959,473979.72,285535.72,0.4,0.3976,5,True,0
2024-03-01,2024-02-29,0.954773,477386.72,285535.72,0.4,0.4019,5,True,0
2024-03-04,2024-03-01,0.97803,489015.14,296313.14,0.4,0.3941,5,True,0
2024-03-05,2024-03-04,0.970428,485213.84,299836.84,0.4,0.3821,5,True,0
2024-03-06,2024-03-05,0.970466,485232.84,299836.84,0.4,0.3821,5,True,0
2024-03-07,2024-03-06,0.960935,480467.69,295211.69,0.4,0.3856,5,True,0
2024-03-08,2024-03-07,0.971609,485804.69,295211.69,0.4,0.3923,5,True,0
2024-03-11,2024-03-08,0.981839,490919.69,295211.69,0.4,0.3987,5,True,0
2024-03-12,2024-03-11,0.976623,488311.69,295211.69,0.4,0.3954,5,True,0
2024-03-13,2024-03-12,0.970137,485068.69,295211.69,0.4,0.3914,5,True,0
2024-03-14,2024-03-13,0.968737,484368.69,295211.69,0.4,0.3905,5,True,0
2024-03-15,2024-03-14,0.973211,486605.69,295211.69,0.6,0.3933,5,False,0
2024-03-18,2024-03-15,0.978131,489065.67,200384.67,0.6,0.5903,5,False,0
2024-03-19,2024-03-18,0.968898,484449.23,199659.23,0.6,0.5879,5,False,0
2024-03-20,2024-03-19,0.968782,484391.23,199659.23,0.6,0.5878,5,False,0
2024-03-21,2024-03-20,0.964007,482003.71,202189.71,0.6,0.5805,5,False,0
2024-03-22,2024-03-21,0.948503,474251.71,202189.71,0.6,0.5737,5,False,0
2024-03-25,2024-03-22,0.952091,476045.71,202189.71,0.6,0.5753,5,False,0
2024-03-26,2024-03-25,0.945171,472585.71,202189.71,0.6,0.5722,5,False,0
2024-03-27,2024-03-26,0.936849,468424.71,202189.71,0.6,0.5684,5,False,0
2024-03-28,2024-03-27,0.948749,474374.71,202189.71,0.6,0.5738,5,False,0
2024-03-29,2024-03-28,0.955507,477753.71,202189.71,0.6,0.5768,5,False,0
2024-04-01,2024-03-29,0.947593,473796.49,201542.49,0.6,0.5746,5,False,0
2024-04-02,2024-04-01,0.937451,468725.66,205380.66,0.6,0.5618,5,False,0
2024-04-03,2024-04-02,0.926295,463147.66,205380.66,0.6,0.5566,5,False,0
2024-04-08,2024-04-03,0.921066,460533.05,194781.05,0.6,0.5771,5,False,0
2024-04-09,2024-04-08,0.917028,458514.05,194781.05,0.6,0.5752,5,False,0
2024-04-10,2024-04-09,0.922012,461006.05,194781.05,0.6,0.5775,5,False,0
2024-04-11,2024-04-10,0.917088,458544.05,194781.05,0.6,0.5752,5,False,0
2024-04-12,2024-04-11,0.91399,456995.05,194781.05,0.6,0.5738,5,False,0
2024-04-15,2024-04-12,0.923804,461902.05,194781.05,0.6,0.5783,5,False,0
2024-04-16,2024-04-15,0.92335,461675.05,194781.05,0.6,0.5781,5,False,0
2024-04-17,2024-04-16,0.944173,472086.68,216356.68,0.6,0.5417,5,False,0
2024-04-18,2024-04-17,0.934968,467484.07,197655.07,0.6,0.5772,5,False,0
2024-04-19,2024-04-18,0.938324,469162.07,197655.07,0.6,0.5787,5,False,0
2024-04-22,2024-04-19,0.934552,467275.78,198853.78,0.6,0.5744,5,False,0
2024-04-23,2024-04-22,0.928324,464161.79,199696.79,0.6,0.5698,5,False,0
2024-04-24,2024-04-23,0.929494,464746.79,199696.79,0.6,0.5703,5,False,0
2024-04-25,2024-04-24,0.931592,465795.79,199696.79,0.6,0.5713,5,False,0
2024-04-26,2024-04-25,0.932654,466326.79,199696.79,0.6,0.5718,5,False,0
2024-04-29,2024-04-26,0.938706,469352.79,199696.79,0.6,0.5745,5,False,0
2024-04-30,2024-04-29,0.936042,468020.79,199696.79,0.6,0.5733,5,False,0
2024-05-06,2024-04-30,0.934212,467105.91,202972.91,0.6,0.5655,5,False,0
2024-05-07,2024-05-06,0.93616,468079.99,198697.99,0.6,0.5755,5,False,0
2024-05-08,2024-05-07,0.931548,465773.99,198697.99,0.6,0.5734,5,False,0
2024-05-09,2024-05-08,0.94289,471444.99,198697.99,0.6,0.5785,5,False,0
2024-05-10,2024-05-09,0.938166,469082.85,200024.85,0.6,0.5736,5,False,0
2024-05-13,2024-05-10,0.948538,474268.85,200024.85,0.6,0.5782,5,False,0
2024-05-14,2024-05-13,0.941412,470705.85,200024.85,0.6,0.5751,5,False,0
