strategy,event_type,mark_price_basis,order_status,event_timestamp,symbol,side,planned_shares,planned_price,planned_notional,planned_fee,signal_date,execution_date,order_id,cost_rate,lot_size,filled_shares,filled_price,filled_notional,fee,reject_reason,remaining_shares,event_date,source_reason,cash_delta,share_delta
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,000042,BUY,8000.0,6.18,49440.0,37.08,2024-01-02,2024-01-03,2024-01-02:000042:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,000042,BUY,8000.0,,,,2024-01-02,2024-01-03,2024-01-02:000042:BUY,,,8000.0,5.645639999999999,45165.119999999995,33.873839999999994,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,000069,BUY,15000.0,3.33,49950.0,37.4625,2024-01-02,2024-01-03,2024-01-02:000069:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,000069,BUY,15000.0,,,,2024-01-02,2024-01-03,2024-01-02:000069:BUY,,,15000.0,3.02302,45345.299999999996,34.008975,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,000402,BUY,12700.0,3.927,49872.9,37.404675000000005,2024-01-02,2024-01-03,2024-01-02:000402:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,000402,BUY,12700.0,,,,2024-01-02,2024-01-03,2024-01-02:000402:BUY,,,12700.0,3.56356,45257.212,33.942909,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,000926,BUY,10800.0,4.609000000000001,49777.20000000001,37.33290000000001,2024-01-02,2024-01-03,2024-01-02:000926:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,000926,BUY,10800.0,,,,2024-01-02,2024-01-03,2024-01-02:000926:BUY,,,10800.0,4.2042,45405.36,34.05402,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-01-02T15:00:00+08:00,002146,BUY,27200.0,1.837,49966.4,37.4748,2024-01-02,2024-01-03,2024-01-02:002146:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-01-03T09:30:00+08:00,002146,BUY,27200.0,,,,2024-01-02,2024-01-03,2024-01-02:002146:BUY,,,27200.0,1.6716699999999998,45469.42399999999,34.102067999999996,,0.0,,,,
