trade_date,signal_date,nav,equity,cash,position_ratio,position_count,in_risk,force_sells
2023-03-13,2023-03-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-14,2023-03-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-15,2023-03-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-16,2023-03-15,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-17,2023-03-16,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-20,2023-03-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-21,2023-03-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-22,2023-03-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-23,2023-03-22,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-24,2023-03-23,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-27,2023-03-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-28,2023-03-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-29,2023-03-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-30,2023-03-29,1.0,500000.0,500000.0,0.6,0,False,0
2023-03-31,2023-03-30,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-03,2023-03-31,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-04,2023-04-03,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-06,2023-04-04,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-07,2023-04-06,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-10,2023-04-07,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-11,2023-04-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-12,2023-04-11,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-13,2023-04-12,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-14,2023-04-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-17,2023-04-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-18,2023-04-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-19,2023-04-18,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-20,2023-04-19,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-21,2023-04-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-24,2023-04-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-25,2023-04-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-26,2023-04-25,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-27,2023-04-26,1.0,500000.0,500000.0,0.6,0,False,0
2023-04-28,2023-04-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-04,2023-04-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-05,2023-05-04,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-08,2023-05-05,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-09,2023-05-08,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-10,2023-05-09,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-11,2023-05-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-12,2023-05-11,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-15,2023-05-12,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-16,2023-05-15,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-17,2023-05-16,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-18,2023-05-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-19,2023-05-18,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-22,2023-05-19,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-23,2023-05-22,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-24,2023-05-23,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-25,2023-05-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-26,2023-05-25,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-29,2023-05-26,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-30,2023-05-29,1.0,500000.0,500000.0,0.6,0,False,0
2023-05-31,2023-05-30,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-01,2023-05-31,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-02,2023-06-01,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-05,2023-06-02,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-06,2023-06-05,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-07,2023-06-06,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-08,2023-06-07,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-09,2023-06-08,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-12,2023-06-09,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-13,2023-06-12,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-14,2023-06-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-15,2023-06-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-16,2023-06-15,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-19,2023-06-16,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-20,2023-06-19,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-21,2023-06-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-26,2023-06-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-27,2023-06-26,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-28,2023-06-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-29,2023-06-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-06-30,2023-06-29,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-03,2023-06-30,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-04,2023-07-03,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-05,2023-07-04,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-06,2023-07-05,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-07,2023-07-06,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-10,2023-07-07,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-11,2023-07-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-12,2023-07-11,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-13,2023-07-12,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-14,2023-07-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-17,2023-07-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-18,2023-07-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-19,2023-07-18,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-20,2023-07-19,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-21,2023-07-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-24,2023-07-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-25,2023-07-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-26,2023-07-25,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-27,2023-07-26,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-28,2023-07-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-07-31,2023-07-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-01,2023-07-31,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-02,2023-08-01,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-03,2023-08-02,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-04,2023-08-03,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-07,2023-08-04,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-08,2023-08-07,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-09,2023-08-08,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-10,2023-08-09,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-11,2023-08-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-14,2023-08-11,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-15,2023-08-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-16,2023-08-15,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-17,2023-08-16,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-18,2023-08-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-21,2023-08-18,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-22,2023-08-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-23,2023-08-22,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-24,2023-08-23,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-25,2023-08-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-28,2023-08-25,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-29,2023-08-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-30,2023-08-29,1.0,500000.0,500000.0,0.6,0,False,0
2023-08-31,2023-08-30,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-01,2023-08-31,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-04,2023-09-01,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-05,2023-09-04,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-06,2023-09-05,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-07,2023-09-06,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-08,2023-09-07,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-11,2023-09-08,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-12,2023-09-11,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-13,2023-09-12,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-14,2023-09-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-15,2023-09-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-18,2023-09-15,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-19,2023-09-18,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-20,2023-09-19,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-21,2023-09-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-22,2023-09-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-25,2023-09-22,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-26,2023-09-25,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-27,2023-09-26,1.0,500000.0,500000.0,0.6,0,False,0
2023-09-28,2023-09-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-09,2023-09-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-10,2023-10-09,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-11,2023-10-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-12,2023-10-11,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-13,2023-10-12,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-16,2023-10-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-17,2023-10-16,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-18,2023-10-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-19,2023-10-18,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-20,2023-10-19,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-23,2023-10-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-24,2023-10-23,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-25,2023-10-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-26,2023-10-25,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-27,2023-10-26,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-30,2023-10-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-10-31,2023-10-30,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-01,2023-10-31,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-02,2023-11-01,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-03,2023-11-02,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-06,2023-11-03,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-07,2023-11-06,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-08,2023-11-07,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-09,2023-11-08,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-10,2023-11-09,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-13,2023-11-10,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-14,2023-11-13,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-15,2023-11-14,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-16,2023-11-15,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-17,2023-11-16,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-20,2023-11-17,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-21,2023-11-20,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-22,2023-11-21,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-23,2023-11-22,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-24,2023-11-23,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-27,2023-11-24,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-28,2023-11-27,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-29,2023-11-28,1.0,500000.0,500000.0,0.6,0,False,0
2023-11-30,2023-11-29,0.908999,454499.42,221816.42,0.6,5,False,0
2023-12-01,2023-11-30,0.903001,451500.42,221816.42,0.6,5,False,0
2023-12-04,2023-12-01,0.897699,448849.42,221816.42,0.6,5,False,0
2023-12-05,2023-12-04,0.888313,444156.42,221816.42,0.6,5,False,0
2023-12-06,2023-12-05,0.897031,448515.42,221816.42,0.4,5,True,0
2023-12-07,2023-12-06,0.889689,444844.42,221816.42,0.4,5,True,0
2023-12-08,2023-12-07,0.897311,448655.42,221816.42,0.4,5,True,0
2023-12-11,2023-12-08,0.897469,448734.42,221816.42,0.4,5,True,0
2023-12-12,2023-12-11,0.892371,446185.42,221816.42,0.4,5,True,0
2023-12-13,2023-12-12,0.880443,440221.42,221816.42,0.4,5,True,0
2023-12-14,2023-12-13,0.872301,436150.42,221816.42,0.4,5,True,0
2023-12-15,2023-12-14,0.869621,434810.42,221816.42,0.4,5,True,0
2023-12-18,2023-12-15,0.868129,434064.42,221816.42,0.4,5,True,0
2023-12-19,2023-12-18,0.866397,433198.42,221816.42,0.4,5,True,0
2023-12-20,2023-12-19,0.861357,430678.42,221816.42,0.4,5,True,0
2023-12-21,2023-12-20,0.867203,433601.42,221816.42,0.4,5,True,0
2023-12-22,2023-12-21,0.862999,431499.42,221816.42,0.4,5,True,0
2023-12-25,2023-12-22,0.865619,432809.42,221816.42,0.4,5,True,0
2023-12-26,2023-12-25,0.864731,432365.42,221816.42,0.4,5,True,0
2023-12-27,2023-12-26,0.862723,431361.42,221816.42,0.4,5,True,0
2023-12-28,2023-12-27,0.869903,434951.42,221816.42,0.4,5,True,0
2023-12-29,2023-12-28,0.871059,435529.42,221816.42,0.4,5,True,0
2024-01-02,2023-12-29,0.870891,435445.42,221816.42,0.4,5,True,0
2024-01-03,2024-01-02,0.874437,437218.42,221816.42,0.4,5,True,0
2024-01-04,2024-01-03,0.873727,436863.42,221816.42,0.4,5,True,0
2024-01-05,2024-01-04,0.868803,434401.42,221816.42,0.4,5,True,0
2024-01-08,2024-01-05,0.857381,428690.42,221816.42,0.4,5,True,0
2024-01-09,2024-01-08,0.864747,432373.42,221816.42,0.4,5,True,0
2024-01-10,2024-01-09,0.858389,429194.42,221816.42,0.4,5,True,0
2024-01-11,2024-01-10,0.862833,431416.42,221816.42,0.4,5,True,0
2024-01-12,2024-01-11,0.855431,427715.42,221816.42,0.4,5,True,0
2024-01-15,2024-01-12,0.855573,427786.42,221816.42,0.4,5,True,0
2024-01-16,2024-01-15,0.857823,428911.42,221816.42,0.4,5,True,0
2024-01-17,2024-01-16,0.851381,425690.42,221816.42,0.4,5,True,0
2024-01-18,2024-01-17,0.857031,428515.42,221816.42,0.4,5,True,0
2024-01-19,2024-01-18,0.857197,428598.42,221816.42,0.4,5,True,0
2024-01-22,2024-01-19,0.853175,426587.42,221816.42,0.4,5,True,0
2024-01-23,2024-01-22,0.854023,427011.42,221816.42,0.4,5,True,0
2024-01-24,2024-01-23,0.860051,430025.42,221816.42,0.4,5,True,0
2024-01-25,2024-01-24,0.874763,437381.42,221816.42,0.4,5,True,0
2024-01-26,2024-01-25,0.874377,437188.42,221816.42,0.4,5,True,0
2024-01-29,2024-01-26,0.873653,436826.42,221816.42,0.4,5,True,0
2024-01-30,2024-01-29,0.863571,431785.42,221816.42,0.4,5,True,0
2024-01-31,2024-01-30,0.860571,430285.42,221816.42,0.4,5,True,0
2024-02-01,2024-01-31,0.860925,430462.42,221816.42,0.4,5,True,0
2024-02-02,2024-02-01,0.860575,430287.42,221816.42,0.4,5,True,0
2024-02-05,2024-02-02,0.869631,434815.42,221816.42,0.4,5,True,0
2024-02-06,2024-02-05,0.877089,438544.42,221816.42,0.4,5,True,0
2024-02-07,2024-02-06,0.879389,439694.42,221816.42,0.4,5,True,0
2024-02-08,2024-02-07,0.875511,437755.42,221816.42,0.4,5,True,0
2024-02-19,2024-02-08,0.887213,443606.42,221816.42,0.4,5,True,0
2024-02-20,2024-02-19,0.886589,443294.42,221816.42,0.4,5,True,0
2024-02-21,2024-02-20,0.894703,447351.42,221816.42,0.4,5,True,0
2024-02-22,2024-02-21,0.893675,446837.42,221816.42,0.4,5,True,0
2024-02-23,2024-02-22,0.893961,446980.42,221816.42,0.4,5,True,0
2024-02-26,2024-02-23,0.891983,445991.42,221816.42,0.4,5,True,0
2024-02-27,2024-02-26,0.900549,450274.42,221816.42,0.4,5,True,0
2024-02-28,2024-02-27,0.892233,446116.42,221816.42,0.4,5,True,0
2024-02-29,2024-02-28,0.897693,448846.42,221816.42,0.4,5,True,0
2024-03-01,2024-02-29,0.896385,448192.42,221816.42,0.4,5,True,0
2024-03-04,2024-03-01,0.892551,446275.42,221816.42,0.4,5,True,0
2024-03-05,2024-03-04,0.897097,448548.42,221816.42,0.4,5,True,0
2024-03-06,2024-03-05,0.892887,446443.42,221816.42,0.4,5,True,0
2024-03-07,2024-03-06,0.888021,444010.42,221816.42,0.4,5,True,0
2024-03-08,2024-03-07,0.966078,483039.07,208939.07,0.6,5,False,0
2024-03-11,2024-03-08,0.98237,491185.07,208939.07,0.6,5,False,0
2024-03-12,2024-03-11,0.968288,484144.07,208939.07,0.6,5,False,0
2024-03-13,2024-03-12,0.96842,484210.07,208939.07,0.6,5,False,0
2024-03-14,2024-03-13,0.982696,491348.07,208939.07,0.6,5,False,0
2024-03-15,2024-03-14,0.991668,495834.07,208939.07,0.6,5,False,0
2024-03-18,2024-03-15,0.992226,496113.07,208939.07,0.6,5,False,0
2024-03-19,2024-03-18,0.984548,492274.07,208939.07,0.6,5,False,0
2024-03-20,2024-03-19,0.881136,440568.07,208939.07,0.6,5,False,0
2024-03-21,2024-03-20,0.881386,440693.07,208939.07,0.6,5,False,0
2024-03-22,2024-03-21,0.866921,433460.34,205507.34,0.6,6,False,0
2024-03-25,2024-03-22,0.847285,423642.34,205507.34,0.6,6,False,0
2024-03-26,2024-03-25,0.839881,419940.34,205507.34,0.6,6,False,0
2024-03-27,2024-03-26,0.932262,466130.79,261839.79,0.6,5,False,0
2024-03-28,2024-03-27,0.942738,471368.79,261839.79,0.6,5,False,0
2024-03-29,2024-03-28,0.940022,470010.79,261839.79,0.6,5,False,0
2024-04-01,2024-03-29,0.950748,475373.79,261839.79,0.6,5,False,0
2024-04-02,2024-04-01,0.944774,472386.79,261839.79,0.6,5,False,0
2024-04-03,2024-04-02,0.937232,468615.79,261839.79,0.6,5,False,0
2024-04-08,2024-04-03,0.928476,464237.79,261839.79,0.6,5,False,0
2024-04-09,2024-04-08,0.92036,460180.12,192118.12,0.6,5,False,0
2024-04-10,2024-04-09,0.920098,460049.12,192118.12,0.4,5,True,0
2024-04-11,2024-04-10,0.915462,457731.12,192118.12,0.4,5,True,0
2024-04-12,2024-04-11,0.928086,464043.12,192118.12,0.4,5,True,0
2024-04-15,2024-04-12,0.93097,465485.12,192118.12,0.4,5,True,0
2024-04-16,2024-04-15,0.910404,455202.12,192118.12,0.4,5,True,0
2024-04-17,2024-04-16,0.924908,462454.12,192118.12,0.4,5,True,0
2024-04-18,2024-04-17,0.928868,464434.12,192118.12,0.4,5,True,0
2024-04-19,2024-04-18,0.93021,465105.12,192118.12,0.4,5,True,0
2024-04-22,2024-04-19,0.912696,456348.12,192118.12,0.4,5,True,0
2024-04-23,2024-04-22,0.890682,445341.12,192118.12,0.4,5,True,0
2024-04-24,2024-04-23,0.901018,450509.12,192118.12,0.4,5,True,0
2024-04-25,2024-04-24,0.90713,453565.12,192118.12,0.4,5,True,0
2024-04-26,2024-04-25,0.925704,462852.12,192118.12,0.4,5,True,0
2024-04-29,2024-04-26,0.913844,456922.12,192118.12,0.4,5,True,0
2024-04-30,2024-04-29,0.906404,453202.12,192118.12,0.4,5,True,0
2024-05-06,2024-04-30,0.90285,451425.12,192118.12,0.4,5,True,0
2024-05-07,2024-05-06,0.907964,453982.12,192118.12,0.4,5,True,0
2024-05-08,2024-05-07,0.911454,455727.12,192118.12,0.4,5,True,0
2024-05-09,2024-05-08,0.9215,460750.12,192118.12,0.4,5,True,0
2024-05-10,2024-05-09,0.923588,461794.12,192118.12,0.4,5,True,0
2024-05-13,2024-05-10,0.92274,461370.12,192118.12,0.4,5,True,0
2024-05-14,2024-05-13,0.922632,461316.12,192118.12,0.4,5,True,0
2024-05-15,2024-05-14,0.913372,456686.12,192118.12,0.4,5,True,0
2024-05-16,2024-05-15,0.905818,452909.12,192118.12,0.4,5,True,0
2024-05-17,2024-05-16,0.909,454500.12,192118.12,0.4,5,True,0
2024-05-20,2024-05-17,0.928432,464216.12,192118.12,0.4,5,True,0
2024-05-21,2024-05-20,0.920076,460038.12,192118.12,0.4,5,True,0
2024-05-22,2024-05-21,0.91489,457445.12,192118.12,0.4,5,True,0
2024-05-23,2024-05-22,0.905502,452751.12,192118.12,0.4,5,True,0
2024-05-24,2024-05-23,0.901356,450678.12,192118.12,0.4,5,True,0
2024-05-27,2024-05-24,0.918266,459133.12,192118.12,0.4,5,True,0
2024-05-28,2024-05-27,0.92081,460405.12,192118.12,0.4,5,True,0
2024-05-29,2024-05-28,0.935182,467591.12,192118.12,0.4,5,True,0
2024-05-30,2024-05-29,0.918794,459397.12,192118.12,0.4,5,True,0
2024-05-31,2024-05-30,0.91958,459790.12,192118.12,0.4,5,True,0
2024-06-03,2024-05-31,0.910704,455352.12,192118.12,0.4,5,True,0
2024-06-04,2024-06-03,0.910018,455009.12,192118.12,0.4,5,True,0
2024-06-05,2024-06-04,0.896286,448143.12,192118.12,0.4,5,True,0
2024-06-06,2024-06-05,0.901806,450903.12,192118.12,0.4,5,True,0
2024-06-07,2024-06-06,0.90276,451380.12,192118.12,0.4,5,True,0
2024-06-11,2024-06-07,0.886834,443417.12,192118.12,0.4,5,True,0
2024-06-12,2024-06-11,0.89751,448755.12,192118.12,0.4,5,True,0
2024-06-13,2024-06-12,0.890524,445262.12,192118.12,0.4,5,True,0
2024-06-14,2024-06-13,0.892182,446091.12,192118.12,0.4,5,True,0
2024-06-17,2024-06-14,0.88317,441585.12,192118.12,0.4,5,True,0
2024-06-18,2024-06-17,0.887118,443559.12,192118.12,0.4,5,True,0
2024-06-19,2024-06-18,0.891624,445812.12,192118.12,0.4,5,True,0
2024-06-20,2024-06-19,0.892186,446093.12,192118.12,0.4,5,True,0
2024-06-21,2024-06-20,0.89089,445445.12,192118.12,0.4,5,True,0
2024-06-24,2024-06-21,0.884718,442359.12,192118.12,0.4,5,True,0
2024-06-25,2024-06-24,0.887226,443613.12,192118.12,0.4,5,True,0
2024-06-26,2024-06-25,0.88375,441875.12,192118.12,0.4,5,True,0
2024-06-27,2024-06-26,0.876404,438202.12,192118.12,0.4,5,True,0
2024-06-28,2024-06-27,0.896656,448328.12,192118.12,0.4,5,True,0
2024-07-01,2024-06-28,0.910028,455014.12,192118.12,0.4,5,True,0
2024-07-02,2024-07-01,0.909758,454879.12,192118.12,0.4,5,True,0
2024-07-03,2024-07-02,0.906466,453233.12,192118.12,0.4,5,True,0
2024-07-04,2024-07-03,0.906658,453329.12,192118.12,0.4,5,True,0
