strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped
baseline_full_score,2025-12-03,2025-12-02,5862.674750000006,493732.0,499594.67475,0.9991893495,5,0.9882651376279507,0,0.0,5,5,500000.0,5,1.0,0
baseline_full_score,2025-12-04,2025-12-03,5862.674750000006,488265.0,494127.67475,0.9882553495,5,0.9881353037897216,5,484801.0,5,0,490663.67475,5,1.0,4
baseline_full_score,2025-12-05,2025-12-04,5862.674750000006,511043.0,516905.67475,1.0338113495,5,0.98865813428565,5,484691.0,5,0,490553.67475,5,1.0,4
baseline_full_score,2025-12-08,2025-12-05,5862.674750000006,515562.0,521424.67475,1.0428493495,5,0.9887564301539606,5,517313.0,5,0,523175.67475,5,1.0,5
baseline_full_score,2025-12-09,2025-12-08,5862.674750000006,532447.0,538309.67475,1.0766193495,5,0.9891091038764579,5,511086.0,5,0,516948.67475,5,1.0,5
baseline_full_score,2025-12-10,2025-12-09,5862.674750000006,521868.0,527730.67475,1.0554613495,5,0.9888907826842218,5,520170.0,5,0,526032.67475,5,1.0,5
baseline_full_score,2025-12-11,2025-12-10,5862.674750000006,533619.0,539481.67475,1.0789633495,5,0.989132763865025,5,519591.0,5,0,525453.67475,5,1.0,5
baseline_full_score,2025-12-12,2025-12-11,5862.674750000006,519132.0,524994.67475,1.0499893495000001,5,0.988832887204443,5,512140.0,5,0,518002.67475,5,1.0,4
baseline_full_score,2025-12-15,2025-12-12,5862.674750000006,524944.0,530806.67475,1.0616133495,5,0.988955160082037,5,520267.0,5,0,526129.67475,5,1.0,5
baseline_full_score,2025-12-16,2025-12-15,5862.674750000006,528008.0,533870.67475,1.0677413495,5,0.9890185488222492,5,516136.0,5,0,521998.67475,5,1.0,5
baseline_full_score,2025-12-17,2025-12-16,2286.06174999995,517881.0,520167.06174999994,1.0403341234999999,5,0.9956051393521363,0,0.0,5,10,526207.67475,5,1.0,0
baseline_full_score,2025-12-18,2025-12-17,2286.06174999995,529064.0,531350.06175,1.0627001235,5,0.9956976352981481,5,518412.0,5,0,520698.06174999994,5,1.0,4
baseline_full_score,2025-12-19,2025-12-18,2286.06174999995,535336.0,537622.06175,1.0752441235,5,0.9957478274932419,5,522746.0,5,0,525032.06175,5,1.0,5
baseline_full_score,2025-12-22,2025-12-19,2286.06174999995,545993.0,548279.06175,1.0965581235,5,0.9958304777448489,5,535250.0,5,0,537536.06175,5,1.0,5
baseline_full_score,2025-12-23,2025-12-22,2286.06174999995,532701.0,534987.06175,1.0699741235,5,0.9957268840436588,5,547460.0,5,0,549746.06175,5,1.0,5
baseline_full_score,2025-12-24,2025-12-23,2286.06174999995,570981.0,573267.06175,1.1465341235,5,0.9960122220470484,5,525464.0,5,0,527750.06175,5,1.0,5
baseline_full_score,2025-12-25,2025-12-24,2286.06174999995,597022.0,599308.06175,1.1986161235,5,0.996185498083699,5,584346.0,5,0,586632.06175,5,1.0,5
baseline_full_score,2025-12-26,2025-12-25,2286.06174999995,627048.0,629334.06175,1.2586681235,5,0.996367490830477,5,611061.0,5,0,613347.06175,5,1.0,5
baseline_full_score,2025-12-29,2025-12-26,2286.06174999995,607722.0,610008.06175,1.2200161235,5,0.9962524073150087,5,615401.0,5,0,617687.06175,5,1.0,5
baseline_full_score,2025-12-30,2025-12-29,2286.06174999995,601693.0,603979.06175,1.2079581235,5,0.9962149983422004,5,594381.0,5,0,596667.06175,5,1.0,5
baseline_full_score,2025-12-31,2025-12-30,9617.933249999842,596651.0,606268.9332499999,1.2125378664999997,5,0.9841358632736772,0,0.0,5,10,599816.06175,5,1.0,0
baseline_full_score,2026-01-05,2025-12-31,9617.933249999842,614773.0,624390.9332499999,1.2487818664999997,5,0.984596295785498,5,600442.0,5,0,610059.9332499999,5,1.0,4
baseline_full_score,2026-01-06,2026-01-05,9617.933249999842,647797.0,657414.9332499999,1.3148298664999998,5,0.9853700718320276,5,617206.0,5,0,626823.9332499999,5,1.0,4
baseline_full_score,2026-01-07,2026-01-06,9617.933249999842,504512.0,514129.9332499998,1.0282598664999996,5,0.9812927965714787,5,512714.0,5,0,522331.9332499998,5,1.0,5
baseline_full_score,2026-01-08,2026-01-07,9617.933249999842,506808.0,516425.9332499998,1.0328518664999997,5,0.981375967722086,5,496850.0,5,0,506467.9332499998,5,1.0,5
