strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason
baseline_full_dynamic_factor_industry_cap2,2026-01-06,300058,蓝色光标,广告包装,BUY,13.6,7300,99280.0,74.46000000000001,400645.54,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,300136,信维通信,元器件,BUY,63.5,1500,95250.0,71.4375,305324.1025,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,300857,协创数据,IT设备,BUY,261.1514,300,78345.42000000001,58.759065000000014,226919.92343499995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,601698,中国卫通,电信运营,BUY,39.98,2500,99949.99999999999,74.96249999999999,126894.96093499997,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-06,603667,五洲新春,机械基件,BUY,74.46,1300,96797.99999999999,72.59849999999999,30024.36243499999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-07,000792,盐湖股份,农药化肥,BUY,32.35,200,6470.0,4.8525,23549.509934999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-07,002131,利欧股份,互联网,BUY,6.63,1100,7293.0,5.46975,16251.040184999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-07,002465,海格通信,通信设备,BUY,19.98,300,5994.0,4.4955,10252.544684999986,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-08,002413,雷科防务,通信设备,BUY,16.4,100,1639.9999999999998,1.2299999999999998,8611.314684999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-09,002195,岩山科技,软件服务,BUY,10.34,200,2068.0,1.551,6541.763684999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-09,300337,银邦股份,铝,BUY,19.06,100,1905.9999999999998,1.4294999999999998,4634.334184999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-09,600435,北方导航,专用机械,BUY,20.56,100,2056.0,1.542,2576.792184999987,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300058,蓝色光标,广告包装,SELL,17.6,7300,128480.00000000001,96.36000000000001,130960.432185,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300136,信维通信,元器件,SELL,81.0,1500,121500.0,91.125,252369.30718499998,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300857,协创数据,IT设备,SELL,269.5187,300,80855.61,60.6417075,333164.2754775,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,601698,中国卫通,电信运营,SELL,39.79,2500,99475.0,74.60625,432564.6692275,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,603667,五洲新春,机械基件,SELL,89.0,1300,115700.0,86.775,548177.8942275,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,002028,思源电气,电气设备,BUY,202.45,500,101225.0,75.91875,446876.97547749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,002156,通富微电,半导体,BUY,47.7,2300,109710.0,82.2825,337084.6929774999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300567,精测电子,电器仪表,BUY,143.03,700,100121.0,75.09075,236888.6022274999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,300751,迈为股份,专用机械,BUY,259.0,400,103600.0,77.7,133210.90222749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-20,603179,新泉股份,汽车配件,BUY,103.85,1000,103850.0,77.8875,29283.014727499933,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,000792,盐湖股份,农药化肥,SELL,34.69,200,6938.0,5.2035,36215.81122749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,002131,利欧股份,互联网,SELL,9.36,1100,10296.0,7.722,46504.08922749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,002465,海格通信,通信设备,SELL,17.52,300,5256.0,3.942,51756.147227499925,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,001337,四川黄金,黄金,BUY,41.0,300,12300.0,9.225,39446.92222749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,002546,新联电子,电气设备,BUY,9.7744,1300,12706.72,9.53004,26730.672187499928,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,600219,南山铝业,铝,BUY,6.61,1900,12559.0,9.41925,14162.252937499927,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-21,601179,中国西电,电气设备,BUY,15.4,800,12320.0,9.24,1833.012937499927,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-22,002413,雷科防务,通信设备,SELL,13.17,100,1317.0,0.98775,3149.0251874999267,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,002195,岩山科技,软件服务,SELL,10.12,200,2023.9999999999998,1.5179999999999998,5171.507187499927,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,300337,银邦股份,铝,SELL,16.3,100,1630.0,1.2225,6800.284687499927,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,600435,北方导航,专用机械,SELL,17.56,100,1755.9999999999998,1.317,8554.967687499926,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,300005,探路者,服饰,BUY,14.08,100,1408.0,1.056,7145.911687499925,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-23,600176,中国巨石,玻璃,BUY,21.04,100,2104.0,1.578,5040.333687499926,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-26,000060,中金岭南,铅锌,BUY,8.08,200,1616.0,1.212,3423.121687499926,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-01-26,600497,驰宏锌锗,铅锌,BUY,10.41,100,1041.0,0.78075,2381.340937499926,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002028,思源电气,电气设备,SELL,185.2,500,92600.0,69.45,94911.89093749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002156,通富微电,半导体,SELL,50.0,2300,115000.0,86.25,209825.64093749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,300567,精测电子,电器仪表,SELL,131.0,700,91700.0,68.775,301456.8659374999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,300751,迈为股份,专用机械,SELL,322.0,400,128800.0,96.60000000000001,430160.26593749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,603179,新泉股份,汽车配件,SELL,86.27,1000,86270.0,64.7025,516365.5634374999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,001330,博纳影业,影视音像,BUY,10.17,10100,102717.0,77.03775,413571.5256874999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002009,天奇股份,工程机械,BUY,29.81,3400,101354.0,76.0155,312141.5101874999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,002491,通鼎互联,通信设备,BUY,8.6,12000,103200.0,77.4,208864.11018749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,601869,长飞光纤,通信设备,BUY,160.0,600,96000.0,72.0,112792.11018749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-03,603629,利通电子,元器件,BUY,40.0,2500,100000.0,75.0,12717.11018749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,001337,四川黄金,黄金,SELL,56.06,300,16818.0,12.6135,29522.49668749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,002546,新联电子,电气设备,SELL,9.1356,1300,11876.28,8.907210000000001,41389.86947749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,600219,南山铝业,铝,SELL,6.94,1900,13186.0,9.8895,54565.979977499934,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,601179,中国西电,电气设备,SELL,15.7,800,12560.0,9.42,67116.55997749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,002149,西部材料,小金属,BUY,55.39,200,11078.0,8.3085,56030.25147749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-04,002938,鹏鼎控股,元器件,BUY,62.46,200,12492.0,9.369,43528.88247749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-05,300316,晶盛机电,专用机械,BUY,57.55,100,5755.0,4.31625,37769.566227499934,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-05,300775,三角防务,航空,BUY,47.29,100,4729.0,3.5467500000000003,33037.01947749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,300005,探路者,服饰,SELL,14.61,100,1461.0,1.09575,34496.92372749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,600176,中国巨石,玻璃,SELL,21.89,100,2189.0,1.64175,36684.28197749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,002142,宁波银行,银行,BUY,32.54,200,6508.0,4.881,30171.40097749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,002264,新华都,互联网,BUY,12.43,500,6215.0,4.66125,23951.739727499928,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,002342,巨力索具,机械基件,BUY,18.9,300,5670.0,4.2525,18277.48722749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-06,002506,协鑫集成,电气设备,BUY,4.01,1800,7218.0,5.4135,11054.07372749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,000060,中金岭南,铅锌,SELL,7.0,200,1400.0,1.05,12453.02372749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,600497,驰宏锌锗,铅锌,SELL,8.88,100,888.0000000000001,0.6660000000000001,13340.357727499932,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,000415,渤海租赁,多元金融,BUY,5.25,600,3150.0,2.3625000000000003,10187.99522749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,002739,万达电影,影视音像,BUY,12.69,200,2538.0,1.9035,7648.09172749993,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-09,002969,嘉美包装,广告包装,BUY,27.0,100,2700.0,2.025,4946.0667274999305,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-10,002218,拓日新能,新型电力,BUY,7.85,100,785.0,0.58875,4160.477977499931,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-11,002092,中泰化学,化工原料,BUY,7.22,100,722.0,0.5415,3437.9364774999303,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,001330,博纳影业,影视音像,SELL,10.34,10100,104434.0,78.3255,107793.61097749992,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,002009,天奇股份,工程机械,SELL,34.44,3400,117095.99999999999,87.82199999999999,224801.7889774999,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,002491,通鼎互联,通信设备,SELL,10.18,12000,122160.0,91.62,346870.16897749994,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,601869,长飞光纤,通信设备,SELL,240.0,600,144000.0,108.0,490762.16897749994,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,603629,利通电子,元器件,SELL,55.99,2500,139975.0,104.98125,630632.1877275,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,002008,大族激光,专用机械,BUY,58.6,2100,123060.0,92.295,507479.8927275,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,300008,天海防务,船舶,BUY,9.51,13200,125532.0,94.149,381853.74372749997,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,605289,罗曼股份,建筑工程,BUY,100.24,1200,120288.0,90.21600000000001,261475.52772749995,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,688309,恒誉环保,环境保护,BUY,37.01,3400,125834.0,94.3755,135547.15222749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-25,688702,盛科通信-U,半导体,BUY,200.62,600,120372.0,90.279,15084.873227499964,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,002149,西部材料,小金属,SELL,48.1,200,9620.0,7.215,24697.658227499964,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,002938,鹏鼎控股,元器件,SELL,58.95,200,11790.0,8.8425,36478.81572749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,000657,中钨高新,小金属,BUY,61.18,100,6118.0,4.5885,30356.227227499963,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,600111,北方稀土,小金属,BUY,60.36,100,6036.0,4.527,24315.70022749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-26,603256,宏和科技,玻璃,BUY,81.58,100,8158.0,6.1185,16151.58172749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-27,300316,晶盛机电,专用机械,SELL,54.91,100,5491.0,4.11825,21638.46347749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-27,300775,三角防务,航空,SELL,44.61,100,4461.0,3.3457500000000002,26096.11772749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-27,002378,章源钨业,小金属,BUY,38.54,100,3854.0,2.8905,22239.22722749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-02-27,600498,烽火通信,通信设备,BUY,45.55,100,4555.0,3.4162500000000002,17680.81097749996,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-02,002142,宁波银行,银行,SELL,31.26,200,6252.0,4.689,23928.121977499963,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-02,002264,新华都,互联网,SELL,9.96,500,4980.0,3.735,28904.386977499962,rebalance_unlocked
baseline_full_dynamic_factor_industry_cap2,2026-03-02,002342,巨力索具,机械基件,SELL,15.7,300,4710.0,3.5325,33610.85447749996,rebalance_unlocked
