trade_date,nav
2023-11-01,1.0
2023-11-02,1.0
2023-11-03,1.0
2023-11-06,1.0
2023-11-07,1.0
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,1.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,1.0
2023-11-23,1.0
2023-11-24,1.0
2023-11-27,1.0
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,0.908999
2023-12-01,0.903001
2023-12-04,0.897699
2023-12-05,0.888313
2023-12-06,0.897031
2023-12-07,0.8921363333333333
2023-12-08,0.8972316442660799
2023-12-11,0.897336968284021
2023-12-12,0.893938801614337
2023-12-13,0.885972830790053
2023-12-14,0.9181879022994098
2023-12-15,0.9168693260957023
2023-12-18,0.9181307920216997
2023-12-19,0.915250927757256
2023-12-20,0.9139223066005506
2023-12-21,0.9175780116868448
2023-12-22,0.915716860218296
2023-12-25,0.9148031628668912
2023-12-26,0.9137569058298148
2023-12-27,0.9147892225235001
2023-12-28,0.9342514879061167
2023-12-29,0.9344900929437954
2024-01-02,0.9219835559282875
2024-01-03,0.9178632391791315
2024-01-04,0.9200714891102517
2024-01-05,0.9133914366698299
2024-01-08,0.9116696715507522
2024-01-09,0.909199740356696
2024-01-10,0.9010588232848159
2024-01-11,0.9040333167662237
2024-01-12,0.8863392910139092
2024-01-15,0.9032986879551734
2024-01-16,0.9047964856119616
2024-01-17,0.8971581869213219
2024-01-18,0.9029404333979664
2024-01-19,0.8920115823839624
2024-01-22,0.8798091858981516
2024-01-23,0.8800585778151221
2024-01-24,0.8852775437560917
2024-01-25,0.9049040354942142
2024-01-26,0.9181763774798574
2024-01-29,0.9092732857558379
2024-01-30,0.903826889395671
2024-01-31,0.8987192656199607
2024-02-01,0.8949740307881797
2024-02-02,0.8923320282016494
2024-02-05,0.8884274221743843
2024-02-06,0.8987203865329224
2024-02-07,0.901342356938321
2024-02-08,0.9094499995994734
2024-02-19,0.9057935425838709
2024-02-20,0.9008237828340916
2024-02-21,0.8948672996499587
2024-02-22,0.9067324535531155
2024-02-23,0.9070313891515267
2024-02-26,0.9154865517714124
2024-02-27,0.9277255539364067
2024-02-28,0.9107221502478535
2024-02-29,0.9207771404332241
2024-03-01,0.9272510824438015
2024-03-04,0.9495879268415544
2024-03-05,0.9418846491877289
2024-03-06,0.9423137503948807
2024-03-07,0.9327537522892583
2024-03-08,0.9438211241893877
2024-03-11,0.9539796163043426
2024-03-12,0.9489402316866078
2024-03-13,0.9426697158339294
2024-03-14,0.9412536526877181
2024-03-15,0.9456002983333002
2024-03-18,0.9625349559963946
2024-03-19,0.9533726116566823
2024-03-20,0.9532909136784616
2024-03-21,0.9482539526452074
2024-03-22,0.9346371862645161
2024-03-25,0.9356248086033528
2024-03-26,0.9319408520726145
2024-03-27,0.9249663004127074
2024-03-28,0.9337039871176366
2024-03-29,0.9373985054254794
2024-04-01,0.9352265713526672
2024-04-02,0.9300402148820104
2024-04-03,0.9238590667142443
2024-04-08,0.9193114054452942
2024-04-09,0.9167317720423346
2024-04-10,0.9201496750061651
2024-04-11,0.9173097832777006
2024-04-12,0.915597388376551
2024-04-15,0.9235770734318488
2024-04-16,0.9238011091593988
2024-04-17,0.932753545567528
2024-04-18,0.9257119612273771
2024-04-19,0.9284645763260554
2024-04-22,0.9257396958437364
2024-04-23,0.9219866401514077
2024-04-24,0.9229416573268944
2024-04-25,0.9242284180553771
2024-04-26,0.9259055767769404
2024-04-29,0.9308522062503094
2024-04-30,0.9286138738595577
2024-05-06,0.9289832171752966
2024-05-07,0.9311107900670056
2024-05-08,0.9272661022949072
2024-05-09,0.933328573609356
2024-05-10,0.9295598256104769
2024-05-13,0.9362928461155511
2024-05-14,0.9305382478066182
2024-05-15,0.9294076570372486
2024-05-16,0.9375775663109482
2024-05-17,0.9399048771169285
2024-05-20,0.9453514195961894
2024-05-21,0.9309498019268225
2024-05-22,0.927876073338152
2024-05-23,0.9204413807236408
2024-05-24,0.9191109673425637
2024-05-27,0.9289069945823387
2024-05-28,0.9071146401571235
2024-05-29,0.9057801319748898
2024-05-30,0.8917195184132435
2024-05-31,0.8938896592309786
2024-06-03,0.8859836775382786
2024-06-04,0.8988255281394224
2024-06-05,0.9006677878158934
2024-06-06,0.9036981336214391
2024-06-07,0.9040127940671759
2024-06-11,0.901830550339267
2024-06-12,0.9022189450734276
2024-06-13,0.901324895340984
2024-06-14,0.9018001783848734
2024-06-17,0.903021440786945
2024-06-18,0.9110596532166502
2024-06-19,0.9162499569599235
2024-06-20,0.9087973467707263
2024-06-21,0.9098623997562583
2024-06-24,0.9010247072834675
2024-06-25,0.9002434832774993
2024-06-26,0.9108259815640404
2024-06-27,0.9011248233819958
2024-06-28,0.8993077241291668
2024-07-01,0.9002262359225377
2024-07-02,0.9103687181007465
2024-07-03,0.8944541563880577
2024-07-04,0.8886183189850574
2024-07-05,0.8925653295331433
2024-07-08,0.8987548238630922
2024-07-09,0.9052720734859034
2024-07-10,0.8983603220516228
2024-07-11,0.9003607251764477
2024-07-12,0.904417319561053
2024-07-15,0.9082826403400971
2024-07-16,0.9015551889945079
2024-07-17,0.9227536840608178
2024-07-18,0.9205520451634756
2024-07-19,0.9121340140854024
2024-07-22,0.8982228441476257
2024-07-23,0.8834190640505643
2024-07-24,0.8740466573780776
2024-07-25,0.8765989645522817
2024-07-26,0.8757203014267361
2024-07-29,0.8726738707714997
2024-07-30,0.868804565125673
2024-07-31,0.8695806179315687
2024-08-01,0.8716935935429998
2024-08-02,0.866497327258594
2024-08-05,0.8875882309217757
2024-08-06,0.8789629867710116
2024-08-07,0.8767135294722792
2024-08-08,0.8717045519266517
2024-08-09,0.8721488645729026
2024-08-12,0.8685903785361123
2024-08-13,0.8750963377030396
2024-08-14,0.8811461217836116
2024-08-15,0.8726046407379154
2024-08-16,0.8611763321258951
2024-08-19,0.8703761792116492
2024-08-20,0.8662526706172886
2024-08-21,0.8673475351201341
2024-08-22,0.8639360524386078
2024-08-23,0.8570329830462236
2024-08-26,0.8577070886469417
2024-08-27,0.8503917712919415
2024-08-28,0.8388480538685287
2024-08-29,0.824872441517365
2024-08-30,0.8240869987136775
2024-09-02,0.8228953122542012
2024-09-03,0.8176868656508705
2024-09-04,0.8160707179143579
2024-09-05,0.8119769887571069
2024-09-06,0.810437617068885
2024-09-09,0.8067863883118054
2024-09-10,0.8092076764875087
2024-09-11,0.8048356294028172
2024-09-12,0.804758318287681
2024-09-13,0.8054237780646301
2024-09-18,0.7832753262692205
2024-09-19,0.7822352426880643
2024-09-20,0.7797684786728938
2024-09-23,0.7802468995326579
2024-09-24,0.7942038111249528
2024-09-25,0.7976782885638716
2024-09-26,0.806822152258802
2024-09-27,0.8205268803341687
2024-09-30,0.8443034872344152
2024-10-08,0.8655570119572903
2024-10-09,0.8724991773048469
2024-10-10,0.873234581368164
2024-10-11,0.8604553477719458
2024-10-14,0.8684695381543092
2024-10-15,0.8618175052314787
2024-10-16,0.8592086329777647
2024-10-17,0.8594708533814129
2024-10-18,0.8926574087317343
2024-10-21,0.9114991733638624
2024-10-22,0.9088033685713807
2024-10-23,0.8941913355234985
2024-10-24,0.8984752169120767
2024-10-25,0.8973779881282358
2024-10-28,0.9010123253196336
2024-10-29,0.9204654024898944
2024-10-30,0.9286734871333048
2024-10-31,0.9195289695411327
2024-11-01,0.8880059756057842
2024-11-04,0.892007997291214
2024-11-05,0.9109495736050838
2024-11-06,0.9171511775823917
2024-11-07,0.9177893534757927
2024-11-08,0.9064675683425585
2024-11-11,0.9413785136330933
2024-11-12,0.9201533282028731
2024-11-13,0.9090922612699915
2024-11-14,0.8564641523047306
2024-11-15,0.8504968185697883
2024-11-18,0.8153339105408527
2024-11-19,0.8090786193905952
2024-11-20,0.8242002750110621
2024-11-21,0.8284867992002348
2024-11-22,0.819373074552574
2024-11-25,0.8235693154175259
2024-11-26,0.8110923075732371
2024-11-27,0.8169107138019243
2024-11-28,0.8398725514934339
2024-11-29,0.8430928369621694
2024-12-02,0.8566544270643761
2024-12-03,0.8624349489845946
2024-12-04,0.8649198459654962
2024-12-05,0.8829740041842782
2024-12-06,0.8892323047213795
2024-12-09,0.8741912462628388
2024-12-10,0.8644744918929378
2024-12-11,0.8573947720543057
2024-12-12,0.8558855451438334
2024-12-13,0.838530216345431
2024-12-16,0.8122855943247226
2024-12-17,0.8042419527241023
2024-12-18,0.8009567208973337
2024-12-19,0.8077548422493531
2024-12-20,0.81917583720731
2024-12-23,0.8196678416874064
2024-12-24,0.8281946515898682
2024-12-25,0.805902166585727
2024-12-26,0.800162648618852
2024-12-27,0.7974779645094296
2024-12-30,0.8090616020433271
2024-12-31,0.7991566367399866
2025-01-02,0.787880542481836
2025-01-03,0.7779203666159877
2025-01-06,0.784901610166417
2025-01-07,0.7887681872166926
2025-01-08,0.7870865394636103
2025-01-09,0.7881477564864515
2025-01-10,0.7849866669447175
2025-01-13,0.7778220793802609
2025-01-14,0.7812216922684296
2025-01-15,0.775407855273846
2025-01-16,0.7733503790762771
2025-01-17,0.7770212624125565
2025-01-20,0.7800041243186722
2025-01-21,0.7797207105135212
2025-01-22,0.7747150308266295
2025-01-23,0.7715575703091997
2025-01-24,0.7555641214393785
2025-01-27,0.7534268852908386
2025-02-05,0.762737337128519
2025-02-06,0.7713831296695244
2025-02-07,0.7658134657760765
2025-02-10,0.7665060310998705
2025-02-11,0.7603318864100043
2025-02-12,0.765783794753567
2025-02-13,0.7496345008089239
2025-02-14,0.75252160939645
2025-02-17,0.7821043558166726
2025-02-18,0.7706741378552808
2025-02-19,0.7840605563042862
2025-02-20,0.7774296217998677
2025-02-21,0.802322926518597
2025-02-24,0.7939491790104232
2025-02-25,0.7869669351078888
2025-02-26,0.7860648404939489
2025-02-27,0.7788307247890168
2025-02-28,0.7638634814320061
2025-03-03,0.7594024949675126
2025-03-04,0.7652644495168022
2025-03-05,0.765085604573772
2025-03-06,0.7568778728199893
2025-03-07,0.7568367855585509
2025-03-10,0.7626376560588922
2025-03-11,0.7660102423754308
2025-03-12,0.7623143044963481
2025-03-13,0.7530627454379053
2025-03-14,0.7695502350562514
2025-03-17,0.7616678150499578
2025-03-18,0.7663062090348921
2025-03-19,0.7609117471692284
2025-03-20,0.7710630163526536
2025-03-21,0.7563709707123801
2025-03-24,0.7515568272546904
2025-03-25,0.7564601579401724
2025-03-26,0.7629386108268188
2025-03-27,0.7552590930412582
2025-03-28,0.7480247795194009
2025-03-31,0.7626599865147627
2025-04-01,0.7615358086587117
2025-04-02,0.7602844554254682
2025-04-03,0.7525300334104357
2025-04-07,0.735507570609375
2025-04-08,0.7272133868731468
2025-04-09,0.726276435735951
2025-04-10,0.7315575875962431
2025-04-11,0.7338388620219611
2025-04-14,0.7368808628134192
2025-04-15,0.7381205797806416
2025-04-16,0.7387419666848769
2025-04-17,0.7247400192853628
2025-04-18,0.7188389734969728
2025-04-21,0.7352579560518749
2025-04-22,0.7322588614272162
2025-04-23,0.7217548924750966
2025-04-24,0.7114937898337484
2025-04-25,0.7134241099309243
2025-04-28,0.7106374748036817
2025-04-29,0.7109751738331154
2025-04-30,0.715401113292169
2025-05-06,0.7426521096949888
2025-05-07,0.7376957665222006
2025-05-08,0.7345757302038939
2025-05-09,0.7312866557111091
2025-05-12,0.7367766813076209
2025-05-13,0.7312351910020432
2025-05-14,0.7397325470101765
2025-05-15,0.7312878145276115
2025-05-16,0.7199298123391222
2025-05-19,0.7185008506244973
2025-05-20,0.7166310946698661
2025-05-21,0.7142100049929637
2025-05-22,0.7119203490373602
2025-05-23,0.7129841709549812
2025-05-26,0.7105046978782882
2025-05-27,0.707249405382867
2025-05-28,0.7034997333526097
2025-05-29,0.7038170098654631
2025-05-30,0.7164596954285013
2025-06-03,0.7108013295195511
2025-06-04,0.7149101426701222
2025-06-05,0.7279058746561008
2025-06-06,0.7251950081764517
2025-06-09,0.7398318418686819
2025-06-10,0.7315301451072231
2025-06-11,0.7256466268831222
2025-06-12,0.7321861003915484
2025-06-13,0.7324155236417863
2025-06-16,0.7399138793202319
2025-06-17,0.7356540253531948
2025-06-18,0.7420644161805824
2025-06-19,0.7179517622776146
2025-06-20,0.7187790307697609
2025-06-23,0.7226119640394372
2025-06-24,0.7319828610499394
2025-06-25,0.7488168796858956
2025-06-26,0.7431940474257459
2025-06-27,0.7360146350378558
2025-06-30,0.7361942800760186
2025-07-01,0.7324311071016493
2025-07-02,0.7213702674837676
2025-07-03,0.72135225831005
2025-07-04,0.7202841624435209
2025-07-07,0.7280672226077269
2025-07-08,0.7348477435065524
2025-07-09,0.7346747880125799
2025-07-10,0.7341160485451984
2025-07-11,0.7358351354957727
2025-07-14,0.7355858730379902
2025-07-15,0.7357280144395357
2025-07-16,0.7312577703619489
2025-07-17,0.7336999244421236
2025-07-18,0.7323773914016578
2025-07-21,0.7284643828185352
2025-07-22,0.7252054306845527
2025-07-23,0.7322816004571381
2025-07-24,0.7324010816352486
2025-07-25,0.7293398914512422
2025-07-28,0.7283871320568257
2025-07-29,0.739477251407834
2025-07-30,0.728839306515365
2025-07-31,0.744161737597895
2025-08-01,0.7404578210764658
2025-08-04,0.7437270733120098
2025-08-05,0.7429401455527296
2025-08-06,0.747334168878763
2025-08-07,0.744954845418112
2025-08-08,0.7358742758817055
2025-08-11,0.7406339528131636
2025-08-12,0.743620982265929
2025-08-13,0.7435488815550002
2025-08-14,0.7481942273591284
2025-08-15,0.7638895221181761
2025-08-18,0.7796878178928361
2025-08-19,0.7682794254035848
2025-08-20,0.7633868771619865
2025-08-21,0.7544237287833782
2025-08-22,0.7605646493342013
2025-08-25,0.7815191759504282
2025-08-26,0.7902825023587479
2025-08-27,0.7657476604398272
2025-08-28,0.7468387339936666
2025-08-29,0.7448755346360905
2025-09-01,0.7240054688526659
2025-09-02,0.7137074273117184
2025-09-03,0.7150340803928087
2025-09-04,0.6982387347870186
2025-09-05,0.7093752045950525
2025-09-08,0.7150897009412394
2025-09-09,0.7103001537152537
2025-09-10,0.7111746323378046
2025-09-11,0.7585509794789751
2025-09-12,0.7542455370263684
2025-09-15,0.7831393819260144
2025-09-16,0.7867135171677715
2025-09-17,0.7931716808466813
2025-09-18,0.797829386772683
2025-09-19,0.805253699978039
2025-09-22,0.8234416193149114
2025-09-23,0.8309390632413524
2025-09-24,0.821108646311286
2025-09-25,0.8201888472418655
2025-09-26,0.7941872708606214
2025-09-29,0.809081217718203
2025-09-30,0.8134690609832996
2025-10-09,0.8139614058379279
2025-10-10,0.7872635425911425
2025-10-13,0.7768439598517722
2025-10-14,0.7588888228101842
2025-10-15,0.7656528995054634
2025-10-16,0.7579679937306074
2025-10-17,0.7417329736497498
2025-10-20,0.740779184245177
2025-10-21,0.742069786970803
2025-10-22,0.7387799345321365
2025-10-23,0.7338564859858544
2025-10-24,0.7477781032560531
2025-10-27,0.7563889881612661
2025-10-28,0.754907833556757
2025-10-29,0.7523729785625308
2025-10-30,0.7448425743110939
2025-10-31,0.693905482060196
2025-11-03,0.7022835846701247
2025-11-04,0.7060348816587355
2025-11-05,0.7064077453352532
2025-11-06,0.7073450545773278
2025-11-07,0.7175709954073465
2025-11-10,0.7199276586445628
2025-11-11,0.7302154000839489
2025-11-12,0.737117498140149
2025-11-13,0.7527087618734281
2025-11-14,0.7699995423643148
2025-11-17,0.7650802138586571
2025-11-18,0.746789293506172
2025-11-19,0.7484599699794082
2025-11-20,0.7323897515235307
2025-11-21,0.6981676640862452
2025-11-24,0.6835353398083195
2025-11-25,0.693384296921196
2025-11-26,0.6972694952301032
2025-11-27,0.6983025954166976
2025-11-28,0.7061131624306008
2025-12-01,0.6992574148314264
2025-12-02,0.693514078200868
2025-12-03,0.681176616550791
2025-12-04,0.6738161639751148
2025-12-05,0.6817379720858796
2025-12-08,0.6895399556818151
2025-12-09,0.6901148821368219
2025-12-10,0.6891968843784247
2025-12-11,0.6803714029450122
2025-12-12,0.683197467377009
2025-12-15,0.6785778034046138
2025-12-16,0.6728416667825556
2025-12-17,0.6823388935100666
2025-12-18,0.6808944282397853
2025-12-19,0.6804181557362701
2025-12-22,0.6982560962631627
2025-12-23,0.7036405890498766
2025-12-24,0.706204907223543
2025-12-25,0.7073308384243491
2025-12-26,0.7146300813778353
2025-12-29,0.722463975139481
2025-12-30,0.7258258512624834
2025-12-31,0.7386669522106889
2026-01-05,0.7489416190741575
2026-01-06,0.7631510493584633
2026-01-07,0.7626638412747347
2026-01-08,0.7701978350870149
2026-01-09,0.7858326736969902
2026-01-12,0.8129423850623124
2026-01-13,0.8177879518205248
2026-01-14,0.8340480653465171
2026-01-15,0.7996298087721414
2026-01-16,0.7658421213734466
2026-01-19,0.770293417388757
2026-01-20,0.7807155318856268
2026-01-21,0.7767959288143078
2026-01-22,0.776374305637669
2026-01-23,0.776456391565864
2026-01-26,0.7792976840349828
2026-01-27,0.7837601735859562
2026-01-28,0.7859214587635492
2026-01-29,0.7840512055131935
2026-01-30,0.7621986255151475
2026-02-02,0.7191893303194373
2026-02-03,0.7029167278493851
2026-02-04,0.7030342599738463
2026-02-05,0.6892177057871789
2026-02-06,0.6876724337623042
2026-02-09,0.7034770921522573
2026-02-10,0.7013714058216666
2026-02-11,0.7059752551356752
2026-02-12,0.7130212323360121
2026-02-13,0.7149677271006293
2026-02-24,0.7145803145369625
2026-02-25,0.7585987361366849
2026-02-26,0.7771260817524674
2026-02-27,0.792646380737195
2026-03-02,0.7918693800056296
2026-03-03,0.7626752757872344
2026-03-04,0.7664333082836512
2026-03-05,0.7669295311970913
2026-03-06,0.7748319072027695
2026-03-09,0.7799057464133186
2026-03-10,0.7873672144789203
2026-03-11,0.7779459016917403
2026-03-12,0.7703807183999813
2026-03-13,0.7664442352254882
2026-03-16,0.7765425130369236
2026-03-17,0.769871619942522
2026-03-18,0.7918081674078971
2026-03-19,0.7780071052317901
2026-03-20,0.7692370840049569
2026-03-23,0.7521643405819568
2026-03-24,0.7541927614487334
2026-03-25,0.7574277305261462
2026-03-26,0.7553666683312171
2026-03-27,0.7571776790446325
2026-03-30,0.7575625402192833
2026-03-31,0.7533734282683588
2026-04-01,0.7657696204986878
2026-04-02,0.7596027497487542
2026-04-03,0.7596369763129844
2026-04-07,0.7692526228399998
2026-04-08,0.7736266024125694
2026-04-09,0.7746131801544532
2026-04-10,0.7752090316438391
2026-04-13,0.7677536439993764
2026-04-14,0.7684847807726486
2026-04-15,0.7664810811461731
2026-04-16,0.7540198842797674
2026-04-17,0.759257722138278
2026-04-20,0.7730399075381186
2026-04-21,0.7557408067768016
2026-04-22,0.7597233876928572
2026-04-23,0.754276372948753
2026-04-24,0.7501209888565893
2026-04-27,0.7511548604345385
2026-04-28,0.7489302421796771
2026-04-29,0.754032328509079
2026-04-30,0.7510255415823408
2026-05-06,0.7596410165720673
2026-05-07,0.7637231795299783
2026-05-08,0.7726771241819886
2026-05-11,0.7663164206672075
2026-05-12,0.7653460144090268
2026-05-13,0.7736290343563087
2026-05-14,0.765365110518418
2026-05-15,0.7732763529710555
2026-05-18,0.7735086582451888
2026-05-19,0.7777157302318007
2026-05-20,0.7795344314660287
2026-05-21,0.7844680359867342
2026-05-22,0.800696830700655
2026-05-25,0.8168108188875803
2026-05-26,0.8355850203852392
2026-05-27,0.8390449712780568
2026-05-28,0.8386856708117392
2026-05-29,0.8371749121191148
2026-06-01,0.8286715109188532
2026-06-02,0.8337753378960329
2026-06-03,0.8374619540515496
2026-06-04,0.8414875361057338
2026-06-05,0.8274701855912158
2026-06-08,0.8129326178390278
2026-06-09,0.8276850700052625
2026-06-10,0.8189508574149268
2026-06-11,0.8221409072527776
2026-06-12,0.8100195228308243
2026-06-15,0.8397852904743008
2026-06-16,0.8622878989059681
2026-06-17,0.8715452924902639
2026-06-18,0.9004380342336858
2026-06-22,0.9203131242145989
2026-06-23,0.8267892407646215
2026-06-24,0.8451002593084653
2026-06-25,0.8665942264641344
2026-06-26,0.9267001005681289
2026-06-29,0.933826532797837
2026-06-30,0.9559225199028686
